timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
28989.0,401-2012000651476-013077,rideHailVehicle-500-2015000784412-0106996,73.0
28845.0,1700-2015000794086-0107319,rideHailVehicle-1700-2015000794086-0107430,249.0
29262.0,1500-2012000164709-33064,rideHailVehicle-600-2014000114846-063990,50.0
29381.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29482.0,500-2014000054409-062496,rideHailVehicle-500-2016000510160-0136733,58.0
30532.0,1902-2013001421148-059339,rideHailVehicle-1902-2015000354490-097793,44.0
30840.0,1500-2015001363337-0121824,rideHailVehicle-600-2014000114846-063990,1.0
30631.0,100-2012000420927-08807,rideHailVehicle-100-2014000858265-078465,616.0
31810.0,1500-2014001148240-085706,rideHailVehicle-1500-2014001459793-191456,55.0
31959.0,202-2013000068309-031128,rideHailVehicle-201-2012000281261-05855,87.0
32012.0,900-2014001023351-082496,rideHailVehicle-900-2015001314717-2120807,106.0
33030.0,1600-2015000935346-0112624,rideHailVehicle-1600-2013001421148-059361,5.0
33439.0,10600-2016000479494-0135941,rideHailVehicle-10600-2012000021280-0231,35.0
34292.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
34836.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
35274.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,249.0
36208.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36420.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
36901.0,1200-2013000202866-034536,rideHailVehicle-1200-2012000747410-014595,66.0
37449.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
38179.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,22.0
38103.0,700-2015000949415-1112929,rideHailVehicle-700-2016000266802-0131133,221.0
38893.0,10600-2013001219485-056047,rideHailVehicle-10600-2016000030344-0125261,88.0
38831.0,300-2013000419803-040122,rideHailVehicle-300-2015000260882-096143,56.0
39407.0,900-2013000298655-037350,rideHailVehicle-202-2013000258802-035711,76.0
39795.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
40083.0,1803-2012000813155-115867,rideHailVehicle-1801-2016000327234-0132085,50.0
40308.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
40293.0,700-2016001368397-0153977,rideHailVehicle-900-2016000327234-0132073,38.0
40506.0,1500-2016000250854-1130705,rideHailVehicle-600-2014000114846-063990,1.0
40463.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
40613.0,700-2015000949415-1112998,rideHailVehicle-700-2013001269612-056882,268.0
40865.0,201-2012000633457-012610,rideHailVehicle-700-2015000949415-1112860,16.0
40992.0,300-2013000056397-130609,rideHailVehicle-300-2013000487483-041864,41.0
41442.0,700-2016000086561-0126809,rideHailVehicle-700-2014001221401-087857,9.0
41309.0,1001-2016000647792-0140557,rideHailVehicle-1001-2015000804471-0108125,58.0
41492.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,114.0
41683.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
41990.0,700-2016000770003-0143123,rideHailVehicle-700-2012000855549-017685,23.0
42286.0,201-2014001183852-087001,rideHailVehicle-201-2014001183852-086905,65.0
42421.0,1001-2015000804471-0108053,rideHailVehicle-1001-2016001487612-0157322,58.0
42882.0,401-2016000086561-0126802,rideHailVehicle-500-2016000607896-1139226,40.0
