timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
11,442.0,0.0,0.0,1,0,0
16,477.0,0.0,0.0,2,0,0
15,477.0,0.0,0.0,1,0,0
20,477.0,0.0,0.0,5,0,0
21,477.0,0.0,0.0,1,0,0
18,477.0,0.0,0.0,2,0,0
19,477.0,0.0,0.0,2,0,0
16,420.0,7.0,7.0,1,0,0
16,311.0,0.0,0.0,2,0,0
18,311.0,393.6666666666667,560.0,3,0,0
17,311.0,699.0,699.0,1,0,0
10,357.0,15.0,15.0,1,0,0
24,357.0,7.0,7.0,1,0,0
24,311.0,41.0,41.0,1,0,0
23,357.0,0.0,0.0,1,0,0
21,357.0,41.0,41.0,1,0,0
19,311.0,33.0,33.0,1,0,0
28,311.0,742.0,742.0,1,0,0
20,248.0,55.0,55.0,1,0,0
16,300.0,5.5,0.0,4,0,0
15,300.0,0.0,0.0,1,0,0
14,346.0,103.0,103.0,1,0,0
18,300.0,15.0,15.0,6,0,0
17,300.0,27.5,0.0,8,0,0
11,346.0,18.0,18.0,1,0,0
10,346.0,159.0,159.0,1,0,0
13,300.0,80.0,80.0,1,0,0
24,300.0,247.0,247.0,1,0,0
20,300.0,35.0,35.0,1,0,0
19,300.0,31.0,30.0,5,0,0
22,300.0,75.5,75.5,2,0,0
21,300.0,31.0,31.0,2,0,0
17,444.0,74.0,74.0,1,0,0
9,311.0,231.0,231.0,1,0,0
18,444.0,116.0,116.0,1,0,0
15,290.0,0.0,0.0,1,0,0
11,335.0,2.0,2.0,1,0,0
19,290.0,164.5,164.5,2,0,0
18,290.0,73.0,73.0,1,0,0
23,335.0,0.0,0.0,1,0,0
24,335.0,0.0,0.0,2,0,0
22,335.0,0.0,0.0,1,0,0
20,335.0,0.0,0.0,1,0,0
15,479.0,0.0,0.0,1,0,0
23,479.0,0.0,0.0,1,0,0
18,479.0,0.0,0.0,2,0,0
16,479.0,0.0,0.0,1,0,0
17,479.0,0.0,0.0,1,0,0
14,422.0,2.6666666666666665,0.0,3,0,0
15,422.0,8.0,8.0,1,0,0
16,422.0,6.333333333333333,8.0,3,0,0
17,422.0,8.0,8.0,4,0,0
18,422.0,8.0,8.0,1,0,0
19,422.0,1.3333333333333333,0.0,6,0,0
20,422.0,8.0,8.0,1,0,0
16,359.0,642.0,642.0,1,0,0
15,359.0,0.0,0.0,1,0,0
13,457.0,2.0,2.0,1,0,0
21,457.0,0.0,0.0,2,0,0
20,457.0,0.0,0.0,2,0,0
17,457.0,0.0,0.0,1,0,0
16,457.0,432.0,432.0,1,0,0
19,457.0,0.0,0.0,2,0,0
18,457.0,0.0,0.0,1,0,0
15,302.0,3.0,3.0,1,0,0
24,446.0,87.66666666666667,0.0,6,0,0
27,446.0,124.0,124.0,1,0,0
22,302.0,45.0,45.0,2,0,0
21,302.0,72.0,72.0,1,0,0
24,302.0,89.33333333333333,107.0,3,0,0
18,302.0,45.0,45.0,2,0,0
17,302.0,10.714285714285714,14.0,7,0,0
20,302.0,42.0,42.0,2,0,0
19,302.0,26.0,26.0,2,0,0
12,446.0,1.0,1.0,2,0,0
12,400.0,0.0,0.0,1,0,0
15,446.0,0.3333333333333333,0.0,3,0,0
14,446.0,0.0,0.0,2,0,0
8,446.0,0.0,0.0,1,0,0
16,400.0,76.5,76.5,2,0,0
11,446.0,0.0,0.0,2,0,0
21,446.0,11.2,3.0,5,0,0
20,446.0,33.25,43.0,4,0,0
20,400.0,12.0,12.0,1,0,0
19,400.0,417.5,417.5,2,0,0
23,446.0,0.0,0.0,1,0,0
18,400.0,12.0,12.0,1,0,0
22,446.0,43.0,43.0,1,0,0
17,446.0,2.5,0.0,4,0,0
16,446.0,5.0,5.0,2,0,0
24,400.0,0.0,0.0,1,0,0
19,446.0,25.0,21.5,8,0,0
