hour,numPassengers,vkt
7,0,25.019000000000005
7,1,0.0
8,0,751.7819999999999
8,1,41689.957
9,0,2902.532
9,1,14165.247
10,0,556.962
10,1,31225.655999999995
11,0,609.67
11,1,35110.047000000006
12,0,4515.745000000001
12,1,46221.999
13,0,7608.7789999999995
13,1,74935.19799999999
14,0,1643.517
14,1,158659.711
15,0,3432.4429999999993
15,1,375094.63800000015
16,0,13958.241000000013
16,1,638124.9209999995
17,0,26072.909999999996
17,1,798248.6920000004
18,0,15276.745
18,1,1213058.2580000008
19,0,25603.77099999999
19,1,1077626.1819999998
20,0,28997.40299999997
20,1,1043615.3759999989
21,0,41003.280999999995
21,1,1113073.7190000007
22,0,27249.731999999996
22,1,1012280.5650000002
23,0,26122.24499999999
23,1,710098.6710000001
24,0,58935.126
24,1,1449308.5850000011
25,0,13659.711
25,1,342136.139
26,0,1903.0680000000002
26,1,87176.504
27,0,9703.564000000002
27,1,24036.421000000002
28,0,0.0
28,1,14847.431999999999
29,0,654.936
29,1,6143.637
