timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
27183.0,408-2016001407958-0154426,rideHailVehicle-401-2015001102883-0116033,307.0
27844.0,700-2016001091548-1148819,rideHailVehicle-600-2016001232300-0152511,25.0
28219.0,1500-2015001081827-0115694,rideHailVehicle-10104-2015001391700-2122446,37.0
28403.0,1002-2015001408710-1122609,rideHailVehicle-1001-2015000804471-0108125,58.0
28508.0,1108-2016000233221-0129792,rideHailVehicle-1108-2016000233221-0129792,13.0
28531.0,1902-2014001287076-088994,rideHailVehicle-1902-2016001153481-0149743,32.0
28913.0,408-2016001120110-1149258,rideHailVehicle-408-2015000820305-0109256,0.0
29366.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29589.0,1500-2016000778294-0143656,rideHailVehicle-1500-2014000385209-069721,58.0
29791.0,700-2014001174412-086356,rideHailVehicle-700-2015001440276-0123175,67.0
30839.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30837.0,1500-2012000276290-15712,rideHailVehicle-1500-2012001462917-029056,4.0
30922.0,1600-2016000562028-0138479,rideHailVehicle-1600-2013001421148-059361,5.0
31364.0,300-2015000606577-0102377,rideHailVehicle-300-2013000487483-041864,124.0
32298.0,900-2015001319518-0121214,rideHailVehicle-202-2013000258802-035711,76.0
33010.0,500-2013001410507-059003,rideHailVehicle-700-2016000266802-0131133,34.0
34649.0,10600-2012001195734-023909,rideHailVehicle-10600-2012000021280-0231,15.0
34963.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
35270.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
35801.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
36166.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36444.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
36876.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
38022.0,700-2015000949415-1112929,rideHailVehicle-700-2013001269612-056882,51.0
38158.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,7.0
38889.0,10600-2013001219485-056047,rideHailVehicle-10600-2012000021280-0231,27.0
39266.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
39738.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39936.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
39933.0,1803-2012000813155-115867,rideHailVehicle-1801-2016000327234-0132085,50.0
40066.0,700-2016001368397-0153977,rideHailVehicle-700-2015001440276-0123175,31.0
40505.0,1500-2016000250854-1130705,rideHailVehicle-1500-2013000487483-041844,1.0
40597.0,900-2013000298655-037350,rideHailVehicle-900-2016000772838-1143323,6.0
40679.0,700-2015000949415-1112998,rideHailVehicle-700-2015001314717-3121112,51.0
40785.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,30.0
40681.0,201-2012000633457-012610,rideHailVehicle-700-2015000949415-1112860,5.0
41077.0,1001-2016000647792-0140557,rideHailVehicle-1001-2016001487612-0157322,58.0
41599.0,1101-2012000198633-14101,rideHailVehicle-1101-2012000198633-14051,2.0
41952.0,1001-2015000804471-0108053,rideHailVehicle-1002-2015001369519-0121981,58.0
42125.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
