hour,numPassengers,vkt
8,0,1028.08
8,1,24026.988999999998
9,0,709.3779999999999
9,1,7899.941999999999
10,0,476.36699999999996
10,1,21868.414
11,0,1249.9779999999998
11,1,61646.045
12,0,2285.7839999999997
12,1,65458.636999999995
13,0,13302.432000000004
13,1,109631.46600000001
14,0,5558.608000000001
14,1,130292.563
15,0,5951.385
15,1,243609.37699999998
16,0,21530.602999999996
16,1,501665.13399999985
17,0,22574.672000000002
17,1,746479.506
18,0,19681.257999999998
18,1,772274.0209999998
19,0,30434.359999999968
19,1,894069.8489999996
20,0,31844.369999999977
20,1,1050828.3719999993
21,0,26602.27099999999
21,1,828572.904
22,0,20697.262000000002
22,1,869612.6610000002
23,0,16187.120000000003
23,1,456169.86399999994
24,0,76794.87000000001
24,1,1510378.8540000014
25,0,6284.072
25,1,315198.11899999995
26,0,1795.321
26,1,37935.286
27,0,1647.741
27,1,14052.695000000002
28,0,4544.736
28,1,13092.56
29,0,1257.213
29,1,1996.585
