timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
29142.0,500-2015000102574-093025,rideHailVehicle-500-2015000784412-0106996,109.0
29247.0,1105-2013001420823-459138,rideHailVehicle-1105-2016001257783-0153062,19.0
29351.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
30311.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30314.0,1500-2016000012225-2124550,rideHailVehicle-1500-2016000988089-0147648,65.0
30416.0,700-2014001174412-086400,rideHailVehicle-700-2015001440276-0123175,67.0
30589.0,700-2013000889474-049485,rideHailVehicle-700-2016000512639-0137154,63.0
30845.0,700-2014001174412-086356,rideHailVehicle-700-2012000855549-017685,88.0
30941.0,1801-2013001421275-059522,rideHailVehicle-1804-2015000635597-0103590,57.0
31440.0,300-2013000663329-145750,rideHailVehicle-300-2013000487483-041864,124.0
31924.0,500-2013000305134-037448,rideHailVehicle-1804-2015000635597-0103590,58.0
32557.0,1600-2014001176958-086879,rideHailVehicle-1700-2014000987574-081186,43.0
32867.0,1700-2012000559396-011033,rideHailVehicle-1700-2012000559396-011192,51.0
34412.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
35274.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
35415.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
36152.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36324.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
37426.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
38137.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,7.0
38811.0,700-2015000949415-1112929,rideHailVehicle-700-2016000266802-0131133,130.0
38893.0,10600-2013001219485-056047,rideHailVehicle-10600-2016000030344-0125261,88.0
39539.0,700-2016001368397-0153977,rideHailVehicle-700-2012000855549-017685,31.0
39566.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39975.0,1500-2016000250854-1130705,rideHailVehicle-1600-2013001200076-055641,1.0
39936.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
39883.0,1803-2012000813155-115867,rideHailVehicle-1801-2013000226280-134981,50.0
40321.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
40591.0,900-2013000298655-037350,rideHailVehicle-202-2013000258802-035711,76.0
40192.0,1101-2013000359041-038124,rideHailVehicle-1107-2012000428775-08936,532.0
40860.0,201-2012000633457-012610,rideHailVehicle-700-2015000949415-1112860,16.0
40856.0,700-2015000949415-1112998,rideHailVehicle-700-2013001269612-056882,268.0
41251.0,1001-2016000647792-0140557,rideHailVehicle-1001-2015000804471-0108125,58.0
41378.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,30.0
41597.0,1101-2012000198633-14101,rideHailVehicle-1101-2012000198633-14051,2.0
41680.0,700-2016000770003-0143123,rideHailVehicle-700-2014001174412-086400,23.0
41952.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
42305.0,1001-2015000804471-0108053,rideHailVehicle-1001-2016001487612-0157322,58.0
43221.0,1700-2014000987574-081224,rideHailVehicle-1600-2013001394719-458859,40.0
43442.0,201-2012000478993-09883,rideHailVehicle-201-2015000306203-097134,56.0
43517.0,1700-2016000675463-0141080,rideHailVehicle-1700-2014000987574-081224,92.0
43580.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,238.0
43798.0,10405-2016001210775-1151217,rideHailVehicle-10405-2013001099005-153678,58.0
44231.0,1500-2016000250854-1130793,rideHailVehicle-1600-2013001200076-055641,1.0
44230.0,1200-2014000585174-274404,rideHailVehicle-1200-2014000585174-274404,43.0
44328.0,10405-2016000364640-0132698,rideHailVehicle-10405-2014001404766-090805,58.0
44489.0,10405-2012001067422-021806,rideHailVehicle-10405-2012001118760-122655,58.0
44863.0,10600-2016000102723-0127041,rideHailVehicle-10600-2013001219485-056047,4.0
44815.0,600-2015001440276-0123206,rideHailVehicle-600-2012001307179-025330,5.0
44938.0,10104-2013000258802-135793,rideHailVehicle-1101-2014000331760-069046,28.0
44959.0,1804-2014000434311-070257,rideHailVehicle-407-2013001355501-058229,43.0
45194.0,100-2016000295788-0131854,rideHailVehicle-202-2012001341891-026284,68.0
45294.0,1500-2016000333866-0132249,rideHailVehicle-1500-2012001462917-029056,4.0
45482.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,44.0
45494.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,142.0
45674.0,1001-2014000448294-070643,rideHailVehicle-1002-2015001369519-0121981,58.0
46142.0,100-2016000012225-1124677,rideHailVehicle-100-2016000012225-1124499,9.0
46303.0,700-2013000486183-041786,rideHailVehicle-600-2014000114846-063990,7.0
46168.0,201-2012000078687-01503,rideHailVehicle-100-2016000512639-0137099,188.0
46341.0,300-2012000401040-08308,rideHailVehicle-300-2012000816252-016169,55.0
46094.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,453.0
46401.0,201-2014000053367-062292,rideHailVehicle-201-2014001013559-082377,65.0
46120.0,1108-2016001425564-0155106,rideHailVehicle-1105-2015001283493-0120015,389.0
45826.0,1902-2016000829228-0144518,rideHailVehicle-10102-2015000949415-2112906,738.0
46418.0,700-2016000086561-0126809,rideHailVehicle-700-2014001221401-087857,9.0
46674.0,1600-2013001421148-059361,rideHailVehicle-1600-2013001421148-059361,5.0
46766.0,10104-2015001453276-0123281,rideHailVehicle-1902-2016000829228-0144496,28.0
46724.0,1902-2014000174501-065378,rideHailVehicle-10104-2015001453276-0123281,28.0
46052.0,10104-2013000258802-135707,rideHailVehicle-1500-2015000784412-2106934,966.0
