WaitingTime,Hour,Count
2.0,1,0
2.0,2,0
2.0,3,0
2.0,4,0
2.0,5,0
2.0,6,0
2.0,7,0
2.0,8,0
2.0,9,10
2.0,10,4
2.0,11,7
2.0,12,12
2.0,13,24
2.0,14,30
2.0,15,36
2.0,16,66
2.0,17,108
2.0,18,153
2.0,19,149
2.0,20,110
2.0,21,136
2.0,22,100
2.0,23,73
2.0,24,57
2.0,25,91
2.0,26,0
2.0,27,2
2.0,28,2
2.0,29,0
2.0,30,0
2.0,31,0
5.0,1,0
5.0,2,0
5.0,3,0
5.0,4,0
5.0,5,0
5.0,6,0
5.0,7,0
5.0,8,0
5.0,9,1
5.0,10,1
5.0,11,1
5.0,12,1
5.0,13,3
5.0,14,3
5.0,15,6
5.0,16,9
5.0,17,12
5.0,18,19
5.0,19,19
5.0,20,28
5.0,21,27
5.0,22,20
5.0,23,25
5.0,24,19
5.0,25,26
5.0,26,2
5.0,27,1
5.0,28,0
5.0,29,0
5.0,30,0
5.0,31,0
10.0,1,0
10.0,2,0
10.0,3,0
10.0,4,0
10.0,5,0
10.0,6,0
10.0,7,0
10.0,8,0
10.0,9,0
10.0,10,0
10.0,11,0
10.0,12,1
10.0,13,2
10.0,14,2
10.0,15,1
10.0,16,4
10.0,17,5
10.0,18,7
10.0,19,8
10.0,20,7
10.0,21,9
10.0,22,8
10.0,23,3
10.0,24,9
10.0,25,80
10.0,26,4
10.0,27,1
10.0,28,0
10.0,29,0
10.0,30,1
10.0,31,0
20.0,1,0
20.0,2,0
20.0,3,0
20.0,4,0
20.0,5,0
20.0,6,0
20.0,7,0
20.0,8,0
20.0,9,0
20.0,10,0
20.0,11,0
20.0,12,0
20.0,13,2
20.0,14,3
20.0,15,1
20.0,16,0
20.0,17,7
20.0,18,7
20.0,19,6
20.0,20,8
20.0,21,7
20.0,22,6
20.0,23,3
20.0,24,4
20.0,25,15
20.0,26,3
20.0,27,0
20.0,28,1
20.0,29,0
20.0,30,0
20.0,31,0
30.0,1,0
30.0,2,0
30.0,3,0
30.0,4,0
30.0,5,0
30.0,6,0
30.0,7,0
30.0,8,0
30.0,9,0
30.0,10,0
30.0,11,0
30.0,12,0
30.0,13,2
30.0,14,0
30.0,15,0
30.0,16,1
30.0,17,1
30.0,18,1
30.0,19,0
30.0,20,0
30.0,21,0
30.0,22,0
30.0,23,0
30.0,24,0
30.0,25,1
30.0,26,0
30.0,27,0
30.0,28,0
30.0,29,2
30.0,30,0
30.0,31,0
60.0,1,0
60.0,2,0
60.0,3,0
60.0,4,0
60.0,5,0
60.0,6,0
60.0,7,0
60.0,8,0
60.0,9,0
60.0,10,0
60.0,11,0
60.0,12,0
60.0,13,0
60.0,14,0
60.0,15,0
60.0,16,1
60.0,17,0
60.0,18,0
60.0,19,0
60.0,20,1
60.0,21,0
60.0,22,0
60.0,23,0
60.0,24,0
60.0,25,0
60.0,26,0
60.0,27,0
60.0,28,0
60.0,29,0
60.0,30,0
60.0,31,0
60+,1,0
60+,2,0
60+,3,0
60+,4,0
60+,5,0
60+,6,0
60+,7,0
60+,8,0
60+,9,0
60+,10,0
60+,11,0
60+,12,0
60+,13,0
60+,14,0
60+,15,0
60+,16,0
60+,17,0
60+,18,0
60+,19,0
60+,20,0
60+,21,0
60+,22,0
60+,23,0
60+,24,0
60+,25,0
60+,26,0
60+,27,0
60+,28,0
60+,29,0
60+,30,0
60+,31,0
