timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
8,488.0,0.0,0.0,1,0,0
11,442.0,0.0,0.0,1,0,0
16,477.0,0.0,0.0,1,0,0
20,477.0,0.0,0.0,5,0,0
18,477.0,0.75,0.0,4,0,0
19,477.0,0.0,0.0,2,0,0
16,420.0,3.0,3.0,1,0,0
19,420.0,0.0,0.0,1,0,0
16,311.0,11.0,10.0,4,0,0
18,311.0,297.0,297.0,2,0,0
17,311.0,694.0,694.0,1,0,0
10,357.0,7.5,7.5,2,0,0
24,357.0,144.0,144.0,2,0,0
23,311.0,41.0,41.0,1,0,0
23,357.0,0.0,0.0,1,0,0
19,311.0,33.0,33.0,1,0,0
18,357.0,37.0,37.0,1,0,0
28,311.0,759.0,759.0,1,0,0
20,248.0,55.0,55.0,1,0,0
24,455.0,2.0,2.0,1,0,0
21,455.0,2.0,2.0,1,0,0
16,300.0,30.0,30.0,4,0,0
18,300.0,30.0,30.0,7,0,0
17,300.0,40.0,30.0,5,0,0
11,346.0,18.0,18.0,1,0,0
10,346.0,71.0,71.0,1,0,0
24,300.0,298.0,298.0,1,0,0
23,346.0,27.0,27.0,1,0,0
22,346.0,30.0,30.0,1,0,0
20,300.0,30.0,30.0,1,0,0
19,300.0,30.0,30.0,5,0,0
22,300.0,40.0,40.0,1,0,0
21,300.0,0.0,0.0,3,0,0
14,444.0,3.0,3.0,1,0,0
17,444.0,3.0,3.0,1,0,0
9,311.0,243.0,243.0,1,0,0
19,444.0,2.0,2.0,1,0,0
18,444.0,116.0,116.0,1,0,0
15,290.0,0.0,0.0,1,0,0
11,335.0,2.0,2.0,1,0,0
19,290.0,164.5,164.5,2,0,0
18,290.0,73.0,73.0,1,0,0
23,335.0,0.0,0.0,1,0,0
24,335.0,1.3333333333333333,0.0,3,0,0
9,444.0,0.0,0.0,1,0,0
21,335.0,0.5,0.5,2,0,0
8,444.0,10.0,10.0,1,0,0
22,335.0,0.0,0.0,1,0,0
20,335.0,0.0,0.0,4,0,0
15,479.0,0.0,0.0,1,0,0
23,479.0,0.0,0.0,1,0,0
18,479.0,0.0,0.0,5,0,0
16,479.0,0.0,0.0,4,0,0
17,479.0,0.0,0.0,2,0,0
14,422.0,2.0,3.0,3,0,0
15,422.0,0.0,0.0,1,0,0
16,422.0,14.333333333333334,14.0,6,0,0
17,422.0,14.0,14.0,2,0,0
18,422.0,17.666666666666668,0.0,6,0,0
19,422.0,31.0,34.0,6,0,0
20,422.0,40.0,40.0,1,0,0
17,359.0,759.0,759.0,1,0,0
16,359.0,12.5,12.5,2,0,0
15,359.0,0.0,0.0,1,0,0
8,457.0,0.0,0.0,1,0,0
21,457.0,13.0,13.0,2,0,0
23,457.0,27.0,27.0,1,0,0
16,457.0,2.0,2.0,1,0,0
19,457.0,0.0,0.0,1,0,0
18,457.0,0.0,0.0,1,0,0
16,302.0,18.5,18.5,2,0,0
24,446.0,136.5,0.0,6,0,0
27,446.0,0.0,0.0,1,0,0
22,302.0,72.0,72.0,1,0,0
24,302.0,107.0,107.0,3,0,0
23,302.0,0.0,0.0,1,0,0
18,302.0,0.0,0.0,1,0,0
17,302.0,7.8,4.0,5,0,0
20,302.0,43.333333333333336,63.0,3,0,0
19,302.0,0.0,0.0,1,0,0
13,446.0,7.0,7.0,2,0,0
12,446.0,0.0,0.0,2,0,0
14,446.0,13.75,3.0,4,0,0
17,400.0,0.0,0.0,1,0,0
8,446.0,0.0,0.0,1,0,0
11,446.0,0.0,0.0,2,0,0
15,400.0,0.0,0.0,1,0,0
21,446.0,315.5,304.5,4,0,0
21,400.0,0.0,0.0,1,0,0
20,446.0,2.6666666666666665,2.0,9,0,0
19,400.0,132.0,132.0,2,0,0
23,446.0,326.5,326.5,2,0,0
22,446.0,21.5,21.5,2,0,0
17,446.0,0.0,0.0,1,0,0
16,446.0,1.6666666666666667,1.0,3,0,0
19,446.0,1.3333333333333333,1.0,6,0,0
18,446.0,5.333333333333333,2.0,3,0,0
14,375.0,0.0,0.0,1,0,0
15,375.0,0.0,0.0,3,0,0
16,375.0,29.555555555555557,0.0,9,0,0
17,375.0,9.25,0.0,4,0,0
18,375.0,10.75,9.0,4,0,0
20,375.0,0.0,0.0,2,0,0
24,473.0,0.0,0.0,1,0,0
20,409.0,0.0,0.0,1,0,0
21,364.0,10.0,10.0,1,0,0
19,409.0,17.5,17.5,2,0,0
18,409.0,14.0,0.0,5,0,0
17,409.0,0.0,0.0,8,0,0
21,409.0,101.0,101.0,1,0,0
15,364.0,0.0,0.0,1,0,0
18,364.0,20.0,20.0,1,0,0
8,375.0,0.0,0.0,2,0,0
8,409.0,0.0,0.0,1,0,0
11,375.0,0.0,0.0,2,0,0
12,375.0,0.0,0.0,1,0,0
16,409.0,0.0,0.0,2,0,0
15,409.0,0.0,0.0,1,0,0
20,353.0,27.0,27.0,2,0,0
19,353.0,22.666666666666668,34.0,3,0,0
18,353.0,29.0,0.0,3,0,0
17,353.0,0.0,0.0,1,0,0
24,353.0,591.6666666666666,535.0,3,0,0
23,353.0,102.0,102.0,1,0,0
22,353.0,2.0,2.0,2,0,0
21,353.0,34.0,34.0,1,0,0
23,342.0,26.0,26.0,1,0,0
15,486.0,4.0,4.0,1,0,0
14,486.0,4.0,4.0,1,0,0
10,353.0,32.0,32.0,1,0,0
19,377.0,258.8,120.0,5,0,0
19,331.0,21.0,21.0,2,0,0
20,377.0,15.0,15.0,1,0,0
20,331.0,35.0,35.0,1,0,0
18,331.0,2.0,2.0,1,0,0
22,377.0,112.0,112.0,2,0,0
23,377.0,15.0,15.0,1,0,0
24,377.0,258.3333333333333,0.0,3,0,0
15,377.0,32.0,32.0,2,0,0
16,377.0,0.0,0.0,2,0,0
24,331.0,25.6,42.0,5,0,0
17,377.0,60.0,60.0,2,0,0
18,377.0,0.0,0.0,3,0,0
22,331.0,21.0,21.0,2,0,0
19,320.0,94.0,94.0,2,0,0
20,320.0,70.0,70.0,1,0,0
17,320.0,0.0,0.0,4,0,0
18,320.0,0.0,0.0,1,0,0
15,320.0,39.5,39.5,2,0,0
13,320.0,37.0,37.0,2,0,0
14,320.0,115.0,115.0,1,0,0
23,320.0,326.0,326.0,2,0,0
24,320.0,20.5,20.5,2,0,0
21,320.0,100.0,100.0,1,0,0
22,320.0,77.5,77.5,2,0,0
19,464.0,288.0,288.0,1,0,0
16,464.0,0.0,0.0,1,0,0
13,464.0,16.0,16.0,1,0,0
26,464.0,381.0,381.0,1,0,0
23,464.0,0.0,0.0,1,0,0
20,464.0,288.0,288.0,1,0,0
18,355.0,0.0,0.0,1,0,0
17,355.0,0.0,0.0,1,0,0
15,355.0,40.0,40.0,1,0,0
24,355.0,0.0,0.0,1,0,0
21,355.0,0.0,0.0,1,0,0
19,355.0,0.0,0.0,2,0,0
8,320.0,0.0,0.0,1,0,0
17,442.0,0.0,0.0,2,0,0
17,488.0,0.0,0.0,3,0,0
16,442.0,0.0,0.0,5,0,0
15,488.0,0.0,0.0,1,0,0
19,442.0,0.0,0.0,5,0,0
18,442.0,0.0,0.0,1,0,0
15,442.0,0.0,0.0,2,0,0
14,442.0,0.0,0.0,2,0,0
8,355.0,40.0,40.0,1,0,0
20,488.0,0.0,0.0,1,0,0
19,488.0,0.0,0.0,7,0,0
23,442.0,0.0,0.0,1,0,0
18,488.0,0.0,0.0,3,0,0
24,439.0,124.76923076923077,58.0,13,0,0
20,439.0,428.25,571.0,4,0,0
21,439.0,0.0,0.0,8,0,0
22,439.0,0.0,0.0,3,0,0
23,439.0,14.5,0.0,4,0,0
16,439.0,58.0,58.0,1,0,0
17,285.0,22.0,22.0,1,0,0
17,439.0,14.5,0.0,4,0,0
18,439.0,0.0,0.0,2,0,0
16,285.0,0.0,0.0,1,0,0
19,439.0,5.333333333333333,0.0,6,0,0
21,285.0,22.0,22.0,1,0,0
20,285.0,65.5,65.5,2,0,0
16,383.0,2.0,2.0,2,0,0
17,383.0,2.0,2.0,1,0,0
19,383.0,2.0,2.0,2,0,0
20,417.0,0.0,0.0,1,0,0
14,274.0,0.0,0.0,1,0,0
16,319.0,48.333333333333336,2.0,3,0,0
16,372.0,204.92857142857142,187.0,14,0,0
17,372.0,114.33333333333333,17.5,6,0,0
17,319.0,0.0,0.0,1,0,0
19,372.0,53.0,53.0,2,0,0
20,372.0,0.0,0.0,1,0,0
21,372.0,89.0,89.0,1,0,0
22,372.0,47.5,47.5,2,0,0
23,372.0,89.0,89.0,1,0,0
23,470.0,176.0,176.0,2,0,0
24,319.0,16.0,24.0,3,0,0
23,319.0,0.0,0.0,2,0,0
24,470.0,313.6666666666667,335.0,6,0,0
21,470.0,98.25,29.0,4,0,0
22,470.0,29.0,29.0,1,0,0
20,319.0,0.0,0.0,2,0,0
13,383.0,2.0,2.0,1,0,0
19,319.0,0.0,0.0,1,0,0
20,470.0,342.3333333333333,348.0,3,0,0
14,383.0,2.0,2.0,2,0,0
22,319.0,38.333333333333336,11.0,3,0,0
15,383.0,2.0,2.0,2,0,0
18,470.0,528.0,528.0,1,0,0
21,319.0,5.5,5.5,2,0,0
19,417.0,13.0,13.0,1,0,0
28,470.0,883.0,883.0,1,0,0
17,417.0,13.0,13.0,1,0,0
25,470.0,450.0,450.0,2,0,0
16,417.0,6.5,6.5,2,0,0
23,361.0,18.0,18.0,2,0,0
19,361.0,389.0,389.0,2,0,0
17,361.0,0.0,0.0,1,0,0
16,470.0,8.5,8.5,2,0,0
23,274.0,0.0,0.0,2,0,0
24,274.0,102.5,102.5,2,0,0
13,372.0,6.0,6.0,1,0,0
14,372.0,0.0,0.0,1,0,0
15,372.0,22.5,22.5,2,0,0
17,274.0,0.0,0.0,1,0,0
21,274.0,115.0,115.0,1,0,0
22,274.0,57.5,57.5,2,0,0
20,274.0,115.0,115.0,1,0,0
24,396.0,27.0,27.0,1,0,0
18,350.0,45.0,45.0,1,0,0
16,396.0,0.0,0.0,1,0,0
21,396.0,28.0,28.0,1,0,0
20,396.0,0.0,0.0,1,0,0
15,361.0,0.0,0.0,1,0,0
13,361.0,389.0,389.0,1,0,0
17,287.0,0.0,0.0,1,0,0
18,287.0,0.0,0.0,2,0,0
23,374.0,16.0,16.0,1,0,0
19,419.0,0.0,0.0,1,0,0
18,419.0,0.0,0.0,2,0,0
24,419.0,0.0,0.0,1,0,0
22,419.0,0.0,0.0,1,0,0
14,374.0,0.0,0.0,1,0,0
10,419.0,0.0,0.0,1,0,0
15,419.0,29.0,29.0,1,0,0
21,408.0,0.0,0.0,2,0,0
22,363.0,0.0,0.0,1,0,0
20,408.0,105.75,14.5,4,0,0
19,408.0,9.5,9.5,2,0,0
18,408.0,14.75,0.0,8,0,0
24,408.0,0.0,0.0,2,0,0
23,408.0,0.0,0.0,4,0,0
17,363.0,21.0,21.0,1,0,0
18,363.0,12.0,12.0,2,0,0
21,461.0,103.77777777777777,0.0,9,0,0
22,461.0,0.0,0.0,17,0,0
19,461.0,608.0,608.0,2,0,0
20,461.0,0.4,0.0,5,0,0
10,374.0,3.0,3.0,1,0,0
17,461.0,1.0,1.0,2,0,0
8,408.0,0.0,0.0,2,0,0
18,461.0,202.0,202.0,1,0,0
16,461.0,50.0,50.0,1,0,0
13,408.0,0.0,0.0,1,0,0
17,408.0,16.0,16.0,2,0,0
16,408.0,54.0,49.0,3,0,0
15,408.0,1.0,1.0,1,0,0
23,461.0,66.44444444444444,0.0,9,0,0
14,408.0,27.0,27.0,2,0,0
24,461.0,64.0952380952381,33.0,21,0,0
14,292.0,0.0,0.0,1,0,0
18,292.0,61.666666666666664,83.0,6,0,0
17,292.0,49.333333333333336,60.0,3,0,0
16,292.0,32.0,32.0,1,0,0
15,292.0,0.0,0.0,2,0,0
21,390.0,89.0,89.0,2,0,0
20,390.0,17.5,17.5,2,0,0
19,337.0,0.0,0.0,2,0,0
20,337.0,0.0,0.0,2,0,0
18,337.0,0.0,0.0,2,0,0
16,337.0,0.0,0.0,2,0,0
13,435.0,77.0,77.0,1,0,0
14,435.0,407.0,407.0,1,0,0
15,435.0,226.0,226.0,1,0,0
23,337.0,0.0,0.0,1,0,0
8,302.0,3.0,3.0,1,0,0
22,435.0,2.0,2.0,1,0,0
16,435.0,587.5,587.5,2,0,0
17,435.0,43.5,43.5,2,0,0
22,326.0,258.6666666666667,113.0,3,0,0
19,326.0,113.0,113.0,1,0,0
20,326.0,0.0,0.0,1,0,0
17,326.0,348.0,348.0,2,0,0
18,326.0,0.0,0.0,1,0,0
16,326.0,0.0,0.0,1,0,0
17,390.0,66.33333333333333,44.0,3,0,0
19,390.0,116.5,116.5,2,0,0
23,326.0,113.0,113.0,3,0,0
18,390.0,119.0,119.0,1,0,0
24,326.0,461.0,461.0,2,0,0
22,292.0,119.0,131.0,4,0,0
21,292.0,131.83333333333334,131.0,6,0,0
20,292.0,85.0,107.0,10,0,0
19,292.0,49.0,54.0,4,0,0
25,292.0,180.0,180.0,1,0,0
24,292.0,164.0,131.0,9,0,0
23,292.0,87.33333333333333,131.0,3,0,0
23,459.0,1.5,0.0,4,0,0
22,459.0,0.0,0.0,6,0,0
24,459.0,0.5,0.0,8,0,0
11,413.0,3.0,3.0,2,0,0
19,459.0,6.25,0.0,4,0,0
18,459.0,24.8,0.0,5,0,0
18,413.0,7.0,7.0,1,0,0
17,413.0,1.5,1.5,2,0,0
21,459.0,0.0,0.0,4,0,0
16,413.0,3.0,3.0,1,0,0
20,459.0,0.0,0.0,3,0,0
17,459.0,0.0,0.0,1,0,0
20,413.0,0.0,0.0,1,0,0
12,304.0,85.0,85.0,1,0,0
27,448.0,0.0,0.0,1,0,0
14,304.0,97.0,97.0,1,0,0
24,402.0,378.39130434782606,236.0,23,0,0
22,448.0,0.0,0.0,3,0,0
24,448.0,0.0,0.0,1,0,0
20,304.0,35.5,35.5,2,0,0
19,304.0,6.0,0.0,3,0,0
15,304.0,97.0,82.0,4,0,0
18,304.0,18.0,18.0,1,0,0
17,304.0,117.75,118.0,4,0,0
13,448.0,5.0,5.0,1,0,0
15,402.0,2.0,2.0,1,0,0
14,402.0,2.0,2.0,3,0,0
19,402.0,33.333333333333336,3.0,3,0,0
18,448.0,5.0,5.0,1,0,0
17,402.0,13.5,13.5,2,0,0
16,402.0,2.0,2.0,1,0,0
20,448.0,0.0,0.0,4,0,0
23,402.0,125.0,120.0,12,0,0
22,402.0,21.8,4.0,5,0,0
17,448.0,5.0,5.0,1,0,0
21,402.0,53.75,49.0,16,0,0
16,448.0,0.0,0.0,2,0,0
20,402.0,16.571428571428573,4.0,7,0,0
20,339.0,788.0,788.0,1,0,0
19,283.0,57.333333333333336,55.0,3,0,0
18,283.0,0.0,0.0,2,0,0
22,283.0,0.0,0.0,1,0,0
11,328.0,0.0,0.0,1,0,0
22,426.0,43.5,43.5,2,0,0
23,426.0,0.0,0.0,1,0,0
24,426.0,0.0,0.0,2,0,0
19,328.0,34.0,34.0,1,0,0
24,328.0,324.0,324.0,1,0,0
8,426.0,0.0,0.0,1,0,0
21,328.0,35.5,35.5,2,0,0
22,328.0,97.66666666666667,131.0,3,0,0
18,426.0,0.0,0.0,3,0,0
21,426.0,102.0,102.0,2,0,0
14,426.0,0.0,0.0,1,0,0
16,426.0,0.0,0.0,2,0,0
19,370.0,13.0,13.0,1,0,0
20,370.0,0.0,0.0,2,0,0
21,370.0,15.0,0.0,8,0,0
22,370.0,22.857142857142858,40.0,7,0,0
23,370.0,40.0,40.0,8,0,0
24,370.0,15.0,0.0,8,0,0
8,415.0,0.0,0.0,1,0,0
20,306.0,135.0,193.0,3,0,0
19,306.0,375.6666666666667,542.0,3,0,0
22,306.0,193.0,193.0,1,0,0
21,306.0,193.0,193.0,2,0,0
17,370.0,0.0,0.0,2,0,0
14,404.0,6.0,6.0,1,0,0
19,356.0,0.0,0.0,1,0,0
18,247.0,378.0,378.0,1,0,0
17,247.0,203.5,203.5,2,0,0
18,454.0,0.6666666666666666,0.0,3,0,0
19,247.0,15.5,15.5,2,0,0
22,247.0,2.0,2.0,1,0,0
9,367.0,22.0,22.0,1,0,0
11,247.0,29.0,29.0,1,0,0
13,247.0,29.0,29.0,1,0,0
16,247.0,232.0,232.0,1,0,0
15,247.0,0.0,0.0,1,0,0
24,345.0,0.0,0.0,1,0,0
16,489.0,0.0,0.0,1,0,0
22,489.0,0.0,0.0,1,0,0
17,334.0,0.0,0.0,1,0,0
24,334.0,0.0,0.0,1,0,0
