hour,numPassengers,vkt
8,0,511.3430000000001
8,1,36552.79899999999
9,0,134.933
9,1,12685.021
10,0,2850.081
10,1,26060.375000000004
11,0,274.349
11,1,49293.740999999995
12,0,1792.524
12,1,49696.716
13,0,9995.699000000002
13,1,85895.731
14,0,3196.759
14,1,138418.69099999996
15,0,4906.2
15,1,284568.41599999997
16,0,17471.60000000001
16,1,510571.06700000016
17,0,25759.841000000004
17,1,927148.5499999997
18,0,22596.864999999994
18,1,1015955.5859999999
19,0,30966.582999999984
19,1,1172583.2649999994
20,0,25821.047000000002
20,1,1013614.4689999995
21,0,19942.50799999998
21,1,933036.9360000005
22,0,22258.061999999987
22,1,962764.2980000005
23,0,18150.896
23,1,696216.9149999998
24,0,66527.36499999998
24,1,1446873.2840000007
25,0,13061.936999999998
25,1,466094.4059999999
26,0,3521.895
26,1,78214.96699999999
27,0,3309.413
27,1,12525.409
28,0,4310.641
28,1,16455.989999999998
