timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
28797.0,1804-2012000408856-08417,rideHailVehicle-407-2012000019980-0123,38.0
28794.0,1001-2012000826404-016421,rideHailVehicle-1001-2016001487612-0157322,58.0
28794.0,1002-2012001331164-125890,rideHailVehicle-1001-2015000804471-0108125,58.0
29261.0,1200-2013000239390-035583,rideHailVehicle-1200-2016000545350-0137800,54.0
29426.0,1902-2015000622201-0102841,rideHailVehicle-1902-2016001153481-0149743,32.0
29346.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29516.0,500-2015000784412-0106996,rideHailVehicle-500-2015000784412-0106996,73.0
29562.0,1700-2013000663329-145807,rideHailVehicle-1700-2012001382026-027341,43.0
29732.0,1500-2013001364794-058592,rideHailVehicle-600-2014000987574-081400,3.0
29794.0,201-2015000210255-095345,rideHailVehicle-201-2014001394187-090635,5.0
29920.0,1101-2016000607896-0139120,rideHailVehicle-1101-2012001254838-024637,35.0
29924.0,1101-2012000544482-010717,rideHailVehicle-1101-2013001204199-055687,28.0
30121.0,1600-2012000395090-07794,rideHailVehicle-1600-2012000493995-010046,44.0
30215.0,100-2016000116811-1127417,rideHailVehicle-202-2012001341891-026284,68.0
30213.0,1902-2015001250406-0119199,rideHailVehicle-1902-2015000354490-097793,44.0
30636.0,10600-2016000647792-0140465,rideHailVehicle-1200-2012000826404-016431,58.0
30840.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30957.0,500-2014000532744-072765,rideHailVehicle-1600-2012000493995-010046,45.0
31161.0,202-2016000984772-0147356,rideHailVehicle-201-2013000280546-136649,58.0
31916.0,600-2013000407259-039711,rideHailVehicle-600-2014000448294-170637,38.0
32204.0,600-2013000105963-031705,rideHailVehicle-600-2015000895578-0112045,23.0
32755.0,1200-2014000813815-077489,rideHailVehicle-10600-2012001236897-024169,58.0
33244.0,700-2016000114870-0127334,rideHailVehicle-700-2013001292199-057294,252.0
34771.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
35241.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
35783.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,261.0
36082.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36372.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
37449.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
37348.0,500-2012000408893-08508,rideHailVehicle-500-2015001314717-0121103,54.0
37701.0,201-2015000210255-095345,rideHailVehicle-700-2013000636360-045389,7.0
38130.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,22.0
38373.0,700-2016001368397-0153977,rideHailVehicle-900-2016000327234-0132073,38.0
38881.0,10600-2013001219485-056047,rideHailVehicle-1200-2012000826404-016431,27.0
39168.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39325.0,700-2015000949415-1112929,rideHailVehicle-700-2016000266802-0131133,133.0
39792.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
39683.0,1803-2012000813155-115867,rideHailVehicle-1801-2016000327234-0132085,50.0
39836.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
39975.0,1500-2016000250854-1130705,rideHailVehicle-1600-2013001200076-055641,1.0
39918.0,1500-2014001130104-085354,rideHailVehicle-10600-2012001377121-027273,61.0
40135.0,900-2013000298655-037350,rideHailVehicle-202-2013000258802-035711,76.0
40445.0,1500-2012000428775-08939,rideHailVehicle-1500-2013000663329-245802,61.0
40646.0,700-2015000949415-1112998,rideHailVehicle-700-2013001269612-056882,195.0
40695.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,114.0
41019.0,1001-2016000647792-0140557,rideHailVehicle-1002-2015001369519-0121981,58.0
40992.0,300-2013000056397-130609,rideHailVehicle-300-2013000487483-041864,41.0
41077.0,1001-2015000804471-0108053,rideHailVehicle-1002-2015000879933-0111738,58.0
42039.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
42471.0,700-2016000770003-0143123,rideHailVehicle-700-2012000855549-017685,23.0
42989.0,1700-2014000987574-081224,rideHailVehicle-1700-2014000987574-081186,96.0
43295.0,401-2016000819398-0144328,rideHailVehicle-1700-2014000119219-064083,40.0
43388.0,1700-2016000675463-0141080,rideHailVehicle-1700-2014000987574-081224,92.0
43740.0,10405-2016001210775-1151217,rideHailVehicle-10405-2013001099005-153678,58.0
43749.0,600-2015001440276-0123206,rideHailVehicle-600-2012001307179-025330,3.0
43971.0,10600-2016000102723-0127041,rideHailVehicle-10600-2016000721039-0142174,5.0
44131.0,1902-2014000614689-074944,rideHailVehicle-1101-2014000331760-069046,28.0
44373.0,10405-2012001067422-021806,rideHailVehicle-10405-2014001404766-090805,58.0
44386.0,10405-2016000364640-0132698,rideHailVehicle-10405-2012001118760-122655,58.0
44757.0,1500-2016000250854-1130793,rideHailVehicle-1500-2013000487483-041844,1.0
44828.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,43.0
45390.0,1108-2016001425564-0155106,rideHailVehicle-1105-2015001283493-0120015,389.0
45788.0,700-2013000486183-041786,rideHailVehicle-600-2014000114846-063990,7.0
45911.0,1001-2014000448294-070643,rideHailVehicle-1001-2013000532687-242616,58.0
45883.0,201-2012000078687-01503,rideHailVehicle-100-2016000512639-0137099,188.0
46080.0,1105-2013000226280-234963,rideHailVehicle-10103-2015000301668-097012,89.0
45465.0,10104-2013000258802-135793,rideHailVehicle-10102-2015000949415-2112906,780.0
46239.0,10104-2015001453276-0123281,rideHailVehicle-10104-2015001453276-0123281,28.0
46205.0,1500-2013000564255-143681,rideHailVehicle-1600-2013001200076-055641,1.0
46427.0,700-2016000086561-0126809,rideHailVehicle-700-2014001221401-087857,9.0
46705.0,10104-2013000258802-135836,rideHailVehicle-1902-2016000829228-0144496,28.0
45299.0,1902-2016000829228-0144518,rideHailVehicle-1902-2014000614689-074928,1534.0
46760.0,300-2016000262140-0130907,rideHailVehicle-300-2013000431434-040443,118.0
46798.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,44.0
45964.0,10104-2015001453276-0123287,rideHailVehicle-1500-2015000784412-2106934,1008.0
46968.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,39.0
47094.0,1001-2013001157196-054611,rideHailVehicle-900-2016000754575-0142570,33.0
47383.0,1101-2015000398159-099072,rideHailVehicle-1107-2013000359041-038031,172.0
46113.0,1902-2014000174501-065378,rideHailVehicle-1902-2014000614689-074960,1518.0
47518.0,500-2012000408893-08508,rideHailVehicle-500-2016001048510-0148334,66.0
47356.0,900-2016000116811-0127703,rideHailVehicle-900-2015000102574-093027,413.0
47608.0,1200-2014000585174-274404,rideHailVehicle-1200-2014000585174-274404,43.0
46850.0,10104-2013000258802-135750,rideHailVehicle-10104-2012000178004-13558,1033.0
47774.0,1902-2016000829228-0144507,rideHailVehicle-1500-2015000792200-0107260,84.0
47078.0,10104-2013000258802-135707,rideHailVehicle-10102-2014000536339-172969,1033.0
48084.0,1803-2015001324443-0121355,rideHailVehicle-1803-2014000054409-162517,58.0
47944.0,1700-2014000987574-081338,rideHailVehicle-1700-2012000559396-011192,280.0
48206.0,202-2013001200076-055619,rideHailVehicle-202-2016000995092-0147662,55.0
48252.0,202-2012000836407-016878,rideHailVehicle-201-2013000280546-136649,57.0
48266.0,100-2016000544078-0137660,rideHailVehicle-100-2016000029416-1125057,114.0
48294.0,900-2013000663889-045937,rideHailVehicle-900-2016001399217-0154264,36.0
48475.0,1600-2014001394187-090623,rideHailVehicle-1600-2015000837069-0109976,74.0
48473.0,300-2014000630646-075161,rideHailVehicle-300-2014000031594-061358,27.0
48645.0,1803-2012000813155-115867,rideHailVehicle-600-2014000987574-081400,58.0
48663.0,900-2015000949415-0112930,rideHailVehicle-1200-2015000879933-0111701,25.0
48799.0,1902-2015000087715-092867,rideHailVehicle-1902-2014000495145-072101,81.0
48506.0,1902-2016000829228-0144529,rideHailVehicle-1101-2013000688375-046876,568.0
49049.0,10405-2013000668727-246495,rideHailVehicle-10405-2014001046127-083186,43.0
49138.0,10405-2012001118760-122789,rideHailVehicle-10405-2012001464904-029296,58.0
49373.0,1803-2015001195146-1117932,rideHailVehicle-1801-2014000113616-363788,40.0
49632.0,1902-2015000391769-098530,rideHailVehicle-1901-2013000293337-037207,0.0
49702.0,201-2013000532687-042907,rideHailVehicle-900-2015000727153-1105528,96.0
49651.0,900-2015001291004-0120201,rideHailVehicle-900-2012001239814-024223,2.0
49858.0,1500-2014001338541-089752,rideHailVehicle-1600-2013000606389-244460,1.0
50354.0,405-2014000174501-065306,rideHailVehicle-406-2013000369969-038529,25.0
50307.0,202-2012000836407-016878,rideHailVehicle-1001-2013000485454-041651,2.0
