timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
8,442.0,0.0,0.0,1,0,0
8,488.0,0.0,0.0,1,0,0
11,442.0,0.0,0.0,2,0,0
17,477.0,0.0,0.0,1,0,0
20,477.0,0.0,0.0,4,0,0
18,477.0,0.0,0.0,3,0,0
19,477.0,0.0,0.0,1,0,0
16,420.0,3.0,3.0,1,0,0
16,311.0,0.0,0.0,2,0,0
18,311.0,373.0,373.0,2,0,0
10,357.0,15.0,15.0,1,0,0
24,357.0,7.0,7.0,1,0,0
23,311.0,41.0,41.0,1,0,0
23,357.0,41.0,41.0,1,0,0
21,357.0,119.5,119.5,2,0,0
19,311.0,33.0,33.0,2,0,0
28,311.0,742.0,742.0,1,0,0
20,248.0,628.0,628.0,1,0,0
16,300.0,63.2,80.0,5,0,0
14,346.0,18.0,18.0,1,0,0
18,300.0,25.714285714285715,30.0,7,0,0
17,300.0,50.2,30.0,10,0,0
11,346.0,18.0,18.0,1,0,0
10,346.0,20.0,20.0,1,0,0
14,300.0,80.0,80.0,1,0,0
24,300.0,2.0,2.0,1,0,0
24,346.0,11.0,11.0,1,0,0
23,346.0,11.0,11.0,1,0,0
20,300.0,86.0,86.0,1,0,0
19,300.0,51.0,51.0,2,0,0
22,300.0,62.666666666666664,69.0,3,0,0
21,300.0,0.0,0.0,1,0,0
17,444.0,59.5,59.5,2,0,0
12,444.0,11.0,11.0,1,0,0
9,311.0,105.0,105.0,1,0,0
21,444.0,4.0,4.0,1,0,0
15,290.0,0.0,0.0,1,0,0
19,290.0,164.5,164.5,2,0,0
18,290.0,73.0,73.0,1,0,0
24,335.0,2.0,2.0,1,0,0
21,335.0,0.0,0.0,1,0,0
22,335.0,0.0,0.0,1,0,0
20,335.0,15.0,15.0,2,0,0
17,335.0,10.0,10.0,1,0,0
14,479.0,0.0,0.0,1,0,0
15,479.0,0.0,0.0,1,0,0
23,479.0,0.0,0.0,1,0,0
18,479.0,0.0,0.0,2,0,0
16,479.0,0.0,0.0,1,0,0
17,479.0,0.0,0.0,2,0,0
15,422.0,3.0,3.0,1,0,0
16,422.0,1.5,1.5,2,0,0
17,422.0,2.4,3.0,5,0,0
23,422.0,0.0,0.0,1,0,0
18,422.0,26.0,0.0,3,0,0
19,422.0,0.0,0.0,2,0,0
9,359.0,0.0,0.0,1,0,0
17,359.0,0.0,0.0,1,0,0
16,359.0,44.0,44.0,1,0,0
15,359.0,25.0,25.0,1,0,0
22,457.0,0.0,0.0,1,0,0
16,457.0,0.6666666666666666,0.0,3,0,0
19,457.0,0.0,0.0,3,0,0
18,457.0,13.0,13.0,2,0,0
25,446.0,309.0,309.0,1,0,0
24,446.0,139.75,127.0,4,0,0
27,446.0,43.0,43.0,1,0,0
22,302.0,72.0,72.0,1,0,0
21,302.0,32.0,32.0,1,0,0
24,302.0,107.0,107.0,3,0,0
23,302.0,18.0,18.0,1,0,0
18,302.0,0.0,0.0,1,0,0
17,302.0,12.0,16.0,6,0,0
20,302.0,29.5,29.5,2,0,0
19,302.0,0.0,0.0,4,0,0
13,446.0,0.0,0.0,1,0,0
12,446.0,7.0,7.0,2,0,0
12,400.0,85.0,85.0,1,0,0
14,446.0,0.0,0.0,2,0,0
8,446.0,0.0,0.0,1,0,0
16,400.0,28.0,0.0,3,0,0
11,446.0,0.0,0.0,2,0,0
15,400.0,85.0,85.0,1,0,0
21,446.0,48.75,18.0,4,0,0
