timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
28267.0,1001-2013001480539-060339,rideHailVehicle-1001-2015000804471-0108125,58.0
28267.0,1001-2016000435003-0134711,rideHailVehicle-1001-2016001487612-0157322,58.0
28310.0,1107-2014000488669-071612,rideHailVehicle-1101-2014001332040-089599,151.0
28657.0,1500-2012001254838-024941,rideHailVehicle-1600-2015000837069-0109976,47.0
28878.0,10103-2013000691179-046884,rideHailVehicle-1108-2012000963809-019242,19.0
28878.0,10103-2015000242580-095842,rideHailVehicle-1105-2016001257783-0153062,19.0
28988.0,1803-2014000536339-172962,rideHailVehicle-1801-2016000327234-0132085,50.0
29361.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29419.0,500-2013001157196-054445,rideHailVehicle-500-2015001219743-0118226,7.0
29362.0,1108-2016001082300-0148481,rideHailVehicle-1108-2015001059501-0115193,4.0
29536.0,1801-2012000045839-0535,rideHailVehicle-1801-2014000113616-363788,40.0
29562.0,1700-2013000663329-145807,rideHailVehicle-1700-2012001382026-027341,43.0
29572.0,1700-2015000450240-099651,rideHailVehicle-1700-2012000559396-011192,13.0
29953.0,10104-2015000896706-1112146,rideHailVehicle-1902-2016001153481-0149743,32.0
30313.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30734.0,500-2016001216686-0151234,rideHailVehicle-300-2013000481572-041510,67.0
32620.0,201-2012000877604-017940,rideHailVehicle-700-2015000542370-0100930,67.0
32700.0,700-2012000963809-419198,rideHailVehicle-700-2016000029416-0125169,64.0
32663.0,10600-2014000174704-065399,rideHailVehicle-1101-2014000407457-070049,82.0
32836.0,100-2012000217991-04272,rideHailVehicle-100-2014000488669-071591,24.0
34119.0,1500-2014000703196-076075,rideHailVehicle-1801-2016000327234-0132085,32.0
34316.0,100-2012000217991-04404,rideHailVehicle-100-2012000217991-04360,71.0
35310.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
35971.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
35947.0,500-2014000896918-079509,rideHailVehicle-500-2016000949187-0146846,6.0
36250.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36492.0,100-2012000217991-04448,rideHailVehicle-100-2014000488669-071591,93.0
37449.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
38036.0,700-2015000949415-1112929,rideHailVehicle-700-2016000266802-0131133,34.0
38151.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,22.0
38905.0,10600-2013001219485-056047,rideHailVehicle-10600-2016000721039-0142174,5.0
39340.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39425.0,900-2013000298655-037350,rideHailVehicle-202-2013000258802-035711,76.0
39574.0,700-2016001368397-0153977,rideHailVehicle-900-2016000327234-0132073,38.0
39796.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
39936.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
39976.0,1500-2016000250854-1130705,rideHailVehicle-1600-2013001200076-055641,1.0
40233.0,1803-2012000813155-115867,rideHailVehicle-1804-2014000561422-073825,50.0
40465.0,300-2013000056397-130609,rideHailVehicle-300-2012000198633-03986,41.0
40696.0,201-2012000633457-012610,rideHailVehicle-700-2015000949415-1112860,5.0
40915.0,700-2016000086561-0126809,rideHailVehicle-700-2014001221401-087857,9.0
40863.0,700-2015000949415-1112998,rideHailVehicle-700-2013001269612-056882,51.0
41135.0,1001-2016000647792-0140557,rideHailVehicle-1002-2015001369519-0121981,58.0
41310.0,401-2016000819398-0144328,rideHailVehicle-1700-2014000119219-064083,40.0
41609.0,1101-2012000198633-14101,rideHailVehicle-1101-2012000198633-14051,2.0
41624.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,114.0
41680.0,700-2016000770003-0143123,rideHailVehicle-700-2012000855549-017685,23.0
41880.0,1500-2014001061014-083651,rideHailVehicle-1902-2013000519245-042269,56.0
42363.0,1001-2015000804471-0108053,rideHailVehicle-1002-2015000879933-0111738,58.0
42383.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
42481.0,201-2014001183852-087001,rideHailVehicle-201-2014001183852-086905,65.0
42508.0,1801-2014000747832-176492,rideHailVehicle-1804-2015000367198-098138,50.0
42962.0,401-2016000086561-0126802,rideHailVehicle-500-2016000607896-1139226,40.0
43388.0,1700-2016000675463-0141080,rideHailVehicle-1700-2014000987574-081224,92.0
43526.0,1500-2014000180574-065440,rideHailVehicle-1600-2015000837069-0109976,57.0
43610.0,201-2012000478993-09883,rideHailVehicle-201-2015000306203-097134,56.0
43566.0,10405-2016001210775-1151217,rideHailVehicle-10405-2013001099005-153678,58.0
43896.0,1803-2012000836407-216917,rideHailVehicle-407-2013001355501-058229,43.0
44234.0,1500-2016000250854-1130793,rideHailVehicle-1500-2013000487483-041844,1.0
44213.0,1700-2014000987574-081224,rideHailVehicle-1700-2014000987574-081186,96.0
44207.0,1200-2014000585174-274404,rideHailVehicle-1200-2014000585174-274404,43.0
44285.0,600-2015001440276-0123206,rideHailVehicle-300-2013000481572-041510,3.0
44569.0,300-2014001079600-084140,rideHailVehicle-300-2013000431434-040443,27.0
44663.0,10405-2012001067422-021806,rideHailVehicle-10405-2014001404766-090805,58.0
44742.0,1902-2014000614689-074944,rideHailVehicle-1101-2014000331760-069046,28.0
44871.0,10600-2016000102723-0127041,rideHailVehicle-10600-2013001198998-055490,99.0
44949.0,900-2015001291004-0120123,rideHailVehicle-900-2012001239814-024223,2.0
44975.0,202-2012000836407-016878,rideHailVehicle-201-2016000544078-1137599,57.0
45217.0,1804-2014000434311-070257,rideHailVehicle-1801-2014000947834-180416,43.0
45261.0,500-2014000896918-079509,rideHailVehicle-500-2016001048510-0148334,43.0
45267.0,700-2013000486183-041786,rideHailVehicle-600-2014000114846-063990,7.0
45300.0,100-2016000295788-0131854,rideHailVehicle-202-2012001341891-026284,68.0
45306.0,100-2012000217991-04404,rideHailVehicle-100-2012000217991-04360,44.0
45651.0,1001-2013001157196-054611,rideHailVehicle-900-2016000754575-0142570,33.0
45614.0,10405-2016000364640-0132698,rideHailVehicle-10405-2012001118760-122655,58.0
45904.0,500-2013000620807-045230,rideHailVehicle-300-2012000142774-02713,64.0
45792.0,10600-2014001194700-087267,rideHailVehicle-1500-2016000715950-0141889,143.0
45975.0,1500-2014000180574-065440,rideHailVehicle-1600-2015000837069-0109976,39.0
46134.0,1200-2014001225955-087932,rideHailVehicle-1200-2016000545350-0137800,57.0
46331.0,300-2016000262140-0130907,rideHailVehicle-300-2014000031594-061358,118.0
46259.0,1001-2014000448294-070643,rideHailVehicle-1001-2013000532687-242616,58.0
46401.0,1200-2014000585174-274293,rideHailVehicle-1200-2014000832672-077637,43.0
46491.0,10104-2015001453276-0123281,rideHailVehicle-1902-2016000829228-0144496,28.0
46477.0,201-2012000078687-01503,rideHailVehicle-300-2013000431434-040443,129.0
45854.0,1902-2016000829228-0144518,rideHailVehicle-10102-2015000949415-2112906,738.0
46024.0,10104-2013000258802-135707,rideHailVehicle-1500-2015000784412-2106934,1033.0
47025.0,202-2012000836407-016878,rideHailVehicle-1001-2013001059260-052744,3.0
45549.0,10104-2013000258802-135793,rideHailVehicle-1902-2014000614689-074928,1858.0
47314.0,100-2016000544078-0137660,rideHailVehicle-100-2016000029416-1125057,114.0
47714.0,1500-2014000703196-076075,rideHailVehicle-1801-2016000327234-0132085,28.0
47762.0,1902-2016000829228-0144529,rideHailVehicle-1500-2015000792200-0107260,84.0
46295.0,10104-2013000258802-135750,rideHailVehicle-1902-2014000614689-074960,1568.0
46379.0,10104-2015001453276-0123287,rideHailVehicle-10104-2015001453276-0123281,1568.0
47596.0,1108-2016001425564-0155106,rideHailVehicle-1105-2015001283493-0120015,389.0
47148.0,10104-2013000258802-135836,rideHailVehicle-10104-2012000178004-13558,1033.0
48186.0,900-2013000663889-045937,rideHailVehicle-900-2016001399217-0154264,36.0
47307.0,1902-2014000174501-065378,rideHailVehicle-10102-2014000536339-172969,1033.0
47830.0,1902-2016000829228-0144507,rideHailVehicle-1101-2013000688375-046876,568.0
48099.0,900-2016000116811-0127703,rideHailVehicle-900-2015000102574-093027,413.0
48371.0,202-2013001200076-055619,rideHailVehicle-202-2016000995092-0147662,55.0
48613.0,1600-2014001394187-090623,rideHailVehicle-1901-2015000207675-095106,42.0
48512.0,1200-2014001105461-084911,rideHailVehicle-1200-2015000459678-099874,102.0
48785.0,10405-2012001118760-122789,rideHailVehicle-10405-2012001464904-029296,58.0
48798.0,1500-2016000012225-2124639,rideHailVehicle-1500-2016001232300-0152770,58.0
48984.0,1600-2013001421148-059361,rideHailVehicle-1600-2013001421148-059361,5.0
49221.0,10405-2013000668727-246495,rideHailVehicle-10405-2014001046127-083186,43.0
49130.0,1200-2015000712347-0104869,rideHailVehicle-10600-2014000878931-079159,152.0
49042.0,700-2014000585174-274370,rideHailVehicle-700-2013001292199-057294,320.0
49358.0,1902-2015000087715-092867,rideHailVehicle-1902-2014000495145-072101,13.0
49425.0,1700-2014000987574-081338,rideHailVehicle-1600-2013001394719-458859,40.0
49307.0,1200-2015000712347-0104993,rideHailVehicle-1200-2016000378294-0132919,29.0
49381.0,700-2015000981882-0113808,rideHailVehicle-700-2015000732389-0105727,253.0
49608.0,300-2014000630646-075161,rideHailVehicle-300-2015000727153-0105513,27.0
