timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
27604.0,1801-2014001045407-183050,rideHailVehicle-1801-2016000406848-0133845,77.0
28531.0,1902-2014001287076-088994,rideHailVehicle-1902-2016001153481-0149743,32.0
28797.0,202-2014000221484-066368,rideHailVehicle-202-2012000584680-011759,231.0
29094.0,401-2014000228364-066676,rideHailVehicle-401-2014000228364-066764,0.0
29142.0,1902-2012000065514-01018,rideHailVehicle-1902-2015001064196-0115310,71.0
29192.0,1106-2015001110576-0116197,rideHailVehicle-1106-2015001275570-2119907,27.0
29234.0,700-2015000824317-0109372,rideHailVehicle-700-2012001382026-027407,30.0
29371.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29381.0,1902-2015000839944-0110282,rideHailVehicle-1901-2014001213505-087724,9.0
29525.0,1901-2013000293337-037031,rideHailVehicle-1901-2013000293337-037207,0.0
29515.0,10401-2015000282851-096548,rideHailVehicle-1801-2016000327234-0132085,50.0
30298.0,600-2012000963809-119006,rideHailVehicle-600-2013001357772-058418,101.0
30353.0,1200-2015000794086-0107316,rideHailVehicle-1200-2016000545350-0137800,52.0
30841.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
32126.0,1700-2015000635597-0103538,rideHailVehicle-1600-2013001394719-358858,43.0
32989.0,201-2014001441988-191282,rideHailVehicle-201-2013001265087-056649,191.0
33654.0,201-2015000103285-093049,rideHailVehicle-201-2013001007282-051679,307.0
34268.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
35299.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
35819.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
35880.0,700-2016001153481-0149761,rideHailVehicle-700-2013000485454-041571,18.0
36180.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36348.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
36627.0,700-2015000838030-1110152,rideHailVehicle-700-2014000775952-076790,173.0
37031.0,700-2013001196677-055346,rideHailVehicle-700-2013001292199-057294,72.0
37518.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
38165.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,22.0
38897.0,10600-2013001219485-056047,rideHailVehicle-10600-2016000030344-0125261,36.0
38873.0,700-2015000949415-1112929,rideHailVehicle-700-2016000266802-0131133,221.0
39254.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39539.0,700-2016001368397-0153977,rideHailVehicle-700-2016000029416-0125169,35.0
39795.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
39983.0,1803-2012000813155-115867,rideHailVehicle-1804-2014000561422-073825,50.0
40505.0,1500-2016000250854-1130705,rideHailVehicle-1600-2013001200076-055641,1.0
40603.0,900-2013000298655-037350,rideHailVehicle-202-2013000258802-035711,76.0
40686.0,201-2012000633457-012610,rideHailVehicle-700-2015000949415-1112860,5.0
41035.0,700-2016000086561-0126809,rideHailVehicle-700-2014001221401-087857,9.0
41106.0,700-2015000949415-1112998,rideHailVehicle-700-2013001269612-056882,51.0
41309.0,1001-2016000647792-0140557,rideHailVehicle-1001-2015000804471-0108125,58.0
41402.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,114.0
41601.0,1101-2012000198633-14101,rideHailVehicle-1101-2012000198633-14051,2.0
41597.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
41696.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
