timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
6,477.0,0.0,0.0,0.0
6,480.0,0.0,8.0,0.0
6,478.0,0.0,0.0,0.0
6,493.0,0.0,0.0,0.0
7,480.0,0.0,3.5,0.0
7,441.0,0.0,0.0,0.0
7,320.0,0.0,0.0,0.0
7,478.0,0.0,0.0,0.0
7,493.0,0.0,5.333333333333333,0.0
7,409.0,6.913043478260869,0.0,0.0
7,454.0,0.0,0.0,0.0
7,477.0,15.76923076923077,0.0,0.0
7,471.0,0.0,0.0,0.0
7,474.0,2.0082644628099175,3.310344827586207,0.0
7,459.0,0.0,0.0,0.0
7,465.0,81.9375,0.0,0.0
7,445.0,0.0,0.0,0.0
7,376.0,0.0,0.0,0.0
7,451.0,23.75,0.0,0.0
7,299.0,87.23076923076923,0.0,0.0
7,404.0,0.0,0.0,0.0
7,448.0,0.0,0.0,0.0
7,403.0,0.0,0.0,0.0
7,479.0,0.47674418604651164,0.0,0.0
7,338.0,0.0,0.0,0.0
7,460.0,36.0,4.0,0.0
7,271.0,0.0,0.0,0.0
7,375.0,3.8823529411764706,17.0,0.0
7,383.0,0.0,0.0,0.0
7,367.0,0.0,7.0,0.0
7,337.0,9.323529411764707,7.0,0.0
7,439.0,0.0,0.0,0.0
7,415.0,0.0,0.0,0.0
7,476.0,0.0,0.0,0.0
7,295.0,0.0,0.0,0.0
7,355.0,0.0,7.0,0.0
7,397.0,0.0,6.0,0.0
7,455.0,31.4,0.0,0.0
7,292.0,0.0,0.0,0.0
7,419.0,0.0,0.0,0.0
7,353.0,0.0,0.0,0.0
7,457.0,0.0,0.0,0.0
7,307.0,0.0,0.0,0.0
7,458.0,0.0,0.0,0.0
7,470.0,0.0,0.0,0.0
7,488.0,0.0,0.0,0.0
7,435.0,45.0,0.0,0.0
7,335.0,0.0,0.0,0.0
7,401.0,0.0,7.0,0.0
7,354.0,0.0,0.0,0.0
7,327.0,0.0,0.0,0.0
7,452.0,0.0,0.0,0.0
7,405.0,0.0,0.0,0.0
7,408.0,0.0,0.0,0.0
7,444.0,0.0,0.0,0.0
7,432.0,3.8421052631578947,0.0,0.0
7,380.0,0.0,0.0,0.0
7,347.0,0.0,0.0,0.0
7,306.0,0.0,0.0,0.0
7,304.0,0.0,0.0,0.0
7,247.0,0.0,0.0,0.0
7,449.0,0.0,0.0,0.0
7,361.0,0.0,0.0,0.0
7,374.0,0.0,6.0,0.0
7,326.0,0.0,0.0,0.0
7,395.0,0.0,0.0,0.0
7,373.0,0.0,0.0,0.0
7,461.0,0.0,0.0,0.0
7,362.0,0.0,0.0,0.0
7,442.0,0.0,0.0,0.0
7,423.0,0.0,0.0,0.0
7,417.0,0.0,0.0,0.0
7,402.0,14.6,0.0,0.0
7,352.0,0.0,0.0,0.0
7,283.0,0.0,0.0,0.0
7,372.0,0.0,0.0,0.0
7,267.0,0.0,0.0,0.0
7,427.0,43.25,0.0,0.0
7,422.0,0.0,0.0,0.0
7,269.0,21.2,0.0,0.0
7,290.0,0.0,0.0,0.0
7,305.0,0.0,0.0,0.0
7,340.0,0.0,0.0,0.0
7,413.0,0.0,0.0,0.0
7,450.0,0.0,0.0,0.0
7,357.0,0.0,0.0,0.0
7,334.0,0.0,0.0,0.0
7,473.0,0.0,0.0,0.0
7,323.0,0.0,0.0,0.0
7,341.0,0.0,0.0,0.0
7,407.0,0.0,0.0,0.0
7,303.0,0.0,0.0,0.0
7,446.0,0.0,0.0,0.0
7,429.0,0.0,0.0,0.0
7,416.0,0.0,0.0,0.0
7,377.0,0.0,0.0,0.0
8,477.0,4.311111111111111,3.4615384615384617,0.0
8,474.0,10.485411140583555,1.7297297297297298,0.0
8,479.0,2.35,0.0,0.0
7,311.0,0.0,0.0,0.0
8,438.0,0.0,0.0,0.0
8,347.0,0.0,0.0,0.0
8,459.0,5.214285714285714,0.47058823529411764,0.0
8,401.0,1.183673469387755,0.16666666666666666,0.0
8,478.0,10.107142857142858,2.5833333333333335,0.0
8,299.0,129.23076923076923,3.772727272727273,0.0
8,454.0,0.0,0.2,0.0
8,445.0,28.304347826086957,0.6153846153846154,0.0
8,471.0,0.0,0.0,0.0
8,455.0,0.0,0.0,0.0
8,488.0,1.514018691588785,2.5625,0.0
8,446.0,0.0,0.0,0.0
8,335.0,0.0,0.0,0.0
8,473.0,0.0,0.0,0.0
8,413.0,0.0,0.8,0.0
8,355.0,0.0,1.9333333333333333,0.0
