timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
28005.0,405-2015000606577-3102594,rideHailVehicle-405-2013000062460-030803,39.0
28005.0,405-2015000084908-092712,rideHailVehicle-405-2016001210684-1150811,39.0
28005.0,405-2015000630216-2103192,rideHailVehicle-408-2014001430472-091159,39.0
28271.0,1801-2012000719213-314213,rideHailVehicle-1801-2016000406848-0133845,78.0
28583.0,1101-2012000178004-03571,rideHailVehicle-1101-2014000730190-076371,201.0
28794.0,1001-2015000949415-0112863,rideHailVehicle-1001-2015000804471-0108125,58.0
29356.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29799.0,201-2012000221226-04508,rideHailVehicle-700-2015000542370-0100930,67.0
29924.0,1101-2012000544482-010717,rideHailVehicle-1101-2013001204199-055687,28.0
29958.0,1600-2012000078687-01486,rideHailVehicle-1600-2012000493995-010046,44.0
30312.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30309.0,500-2012000938214-018884,rideHailVehicle-500-2015001091707-0115869,43.0
30905.0,202-2013000068309-031128,rideHailVehicle-201-2012000281261-05855,87.0
31163.0,10600-2016000647792-0140465,rideHailVehicle-1200-2012000826404-016431,58.0
31349.0,10600-2016000275343-0131411,rideHailVehicle-10600-2016000275343-0131491,32.0
31389.0,600-2013000407259-039711,rideHailVehicle-600-2014000448294-170637,38.0
31412.0,500-2016001185478-0150399,rideHailVehicle-500-2012000131467-02178,58.0
31924.0,500-2013000305134-037448,rideHailVehicle-500-2016000607896-1138982,58.0
33331.0,1500-2013000986135-051269,rideHailVehicle-1600-2013001200076-055641,2.0
33608.0,1200-2014000585174-274182,rideHailVehicle-1200-2014000585174-274404,43.0
34646.0,1500-2014000703196-076075,rideHailVehicle-1500-2014001093458-084500,47.0
34795.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
34865.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
35292.0,1001-2013001157196-054611,rideHailVehicle-1001-2014000120399-064182,18.0
36222.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36468.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
37472.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
38022.0,700-2015000949415-1112929,rideHailVehicle-700-2016000266802-0131133,115.0
38144.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,7.0
38897.0,10600-2013001219485-056047,rideHailVehicle-1200-2012000826404-016431,27.0
39297.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39413.0,900-2013000298655-037350,rideHailVehicle-202-2013000258802-035711,76.0
39570.0,700-2016001368397-0153977,rideHailVehicle-900-2016000327234-0132073,38.0
39795.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013000606389-244460,1.0
39886.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
39975.0,1500-2016000250854-1130705,rideHailVehicle-1600-2013000606389-244460,1.0
40133.0,1803-2012000813155-115867,rideHailVehicle-1801-2013000226280-134981,50.0
40809.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,30.0
40863.0,700-2015000949415-1112998,rideHailVehicle-700-2013001269612-056882,51.0
40870.0,201-2012000633457-012610,rideHailVehicle-700-2015000949415-1112860,16.0
41309.0,1001-2016000647792-0140557,rideHailVehicle-1001-2016001487612-0157322,58.0
41605.0,1101-2012000198633-14101,rideHailVehicle-1101-2012000198633-14051,2.0
41657.0,700-2016000770003-0143123,rideHailVehicle-700-2012000855549-017685,23.0
41769.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
42351.0,201-2014001183852-087001,rideHailVehicle-201-2014001183852-086905,65.0
42305.0,1001-2015000804471-0108053,rideHailVehicle-1002-2015001369519-0121981,58.0
42922.0,401-2016000086561-0126802,rideHailVehicle-500-2016000607896-1139226,40.0
43329.0,1101-2013000095146-131518,rideHailVehicle-1101-2014000125384-064400,5.0
43596.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,43.0
43560.0,1700-2016000675463-0141080,rideHailVehicle-1700-2014000987574-081224,92.0
43972.0,10405-2016001210775-1151217,rideHailVehicle-10405-2013001099005-153678,58.0
44011.0,10600-2016000102723-0127041,rideHailVehicle-10600-2016000030344-0125261,88.0
44164.0,1200-2014000585174-274404,rideHailVehicle-1200-2014000832672-077637,43.0
44117.0,1700-2014000987574-081224,rideHailVehicle-1700-2012000169809-03285,96.0
44232.0,1500-2016000250854-1130793,rideHailVehicle-1500-2013000487483-041844,1.0
44114.0,500-2016001216686-0151308,rideHailVehicle-500-2016000949187-0146846,85.0
44257.0,10405-2012001067422-021806,rideHailVehicle-10405-2014001404766-090805,58.0
44502.0,10405-2016000364640-0132698,rideHailVehicle-10405-2012001118760-122655,58.0
44966.0,10104-2013000258802-135793,rideHailVehicle-1101-2014000331760-069046,28.0
44947.0,900-2015001291004-0120123,rideHailVehicle-900-2012001239814-024223,2.0
45033.0,900-2012000156497-02804,rideHailVehicle-900-2012000354056-07207,58.0
45255.0,700-2013000486183-041786,rideHailVehicle-600-2014000114846-063990,7.0
45262.0,100-2016000295788-0131854,rideHailVehicle-202-2012001341891-026284,68.0
45391.0,900-2013000663889-045981,rideHailVehicle-900-2016001399217-0154264,12.0
45306.0,1500-2016000333866-0132249,rideHailVehicle-1500-2012001462917-029056,4.0
45410.0,1001-2013001157196-054611,rideHailVehicle-1001-2014000120399-064182,25.0
45790.0,1001-2014000448294-070643,rideHailVehicle-1002-2015000879933-0111738,58.0
45914.0,600-2015001440276-0123206,rideHailVehicle-201-2014001183852-086905,3.0
45881.0,1500-2016000778294-0143682,rideHailVehicle-1500-2014000385209-069721,58.0
46119.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,39.0
46315.0,1200-2014000585174-274293,rideHailVehicle-900-2012000237790-04940,43.0
46418.0,700-2016000086561-0126809,rideHailVehicle-700-2016000266802-0131133,9.0
46374.0,201-2012000078687-01503,rideHailVehicle-100-2016000512639-0137099,188.0
45213.0,1902-2014000614689-074944,rideHailVehicle-1902-2014000614689-074928,1444.0
45854.0,1902-2016000829228-0144518,rideHailVehicle-10102-2015000949415-2112906,822.0
46842.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,44.0
46780.0,1902-2014000174501-065378,rideHailVehicle-1902-2016000829228-0144496,28.0
