timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
17,477.0,0.0,0.0,1,0,0
20,477.0,0.0,0.0,2,0,0
18,477.0,1.5,1.5,2,0,0
19,477.0,0.0,0.0,3,0,0
16,420.0,3.0,3.0,1,0,0
16,311.0,17.8,20.0,5,0,0
18,311.0,328.0,291.0,4,0,0
24,357.0,94.5,94.5,2,0,0
23,357.0,0.0,0.0,1,0,0
23,311.0,41.0,41.0,1,0,0
22,357.0,0.0,0.0,1,0,0
20,357.0,36.0,36.0,1,0,0
19,311.0,33.0,33.0,1,0,0
21,248.0,0.0,0.0,1,0,0
28,311.0,742.0,742.0,1,0,0
16,300.0,20.0,30.0,3,0,0
15,300.0,80.0,80.0,1,0,0
14,346.0,12.0,12.0,1,0,0
18,300.0,30.0,30.0,8,0,0
17,300.0,41.18181818181818,30.0,11,0,0
11,346.0,18.0,18.0,1,0,0
10,346.0,101.0,101.0,1,0,0
13,300.0,80.0,80.0,1,0,0
24,346.0,27.0,27.0,1,0,0
24,300.0,301.0,301.0,1,0,0
23,300.0,69.0,69.0,1,0,0
23,346.0,27.0,27.0,1,0,0
20,300.0,32.5,32.5,2,0,0
19,300.0,30.0,30.0,1,0,0
22,300.0,82.0,82.0,1,0,0
21,300.0,18.5,18.5,2,0,0
17,444.0,74.0,74.0,1,0,0
9,311.0,0.0,0.0,1,0,0
18,444.0,0.0,0.0,1,0,0
15,290.0,0.0,0.0,1,0,0
19,290.0,164.0,164.0,2,0,0
18,290.0,73.0,73.0,1,0,0
24,335.0,2.0,2.0,2,0,0
21,335.0,0.0,0.0,1,0,0
20,335.0,0.0,0.0,1,0,0
18,335.0,2.0,2.0,1,0,0
14,479.0,0.0,0.0,1,0,0
15,479.0,0.0,0.0,2,0,0
11,479.0,0.0,0.0,1,0,0
23,479.0,0.0,0.0,1,0,0
18,479.0,0.0,0.0,2,0,0
16,479.0,0.0,0.0,1,0,0
14,422.0,3.0,3.0,1,0,0
15,422.0,1.5,1.5,2,0,0
16,422.0,2.25,3.0,4,0,0
17,422.0,12.5,3.0,8,0,0
23,422.0,0.0,0.0,1,0,0
18,422.0,43.0,43.0,2,0,0
19,422.0,4.0,4.0,2,0,0
20,422.0,8.0,8.0,2,0,0
18,359.0,79.0,79.0,1,0,0
16,359.0,146.33333333333334,105.0,3,0,0
15,359.0,0.0,0.0,1,0,0
12,457.0,2.0,2.0,1,0,0
8,457.0,0.0,0.0,1,0,0
21,457.0,26.0,26.0,1,0,0
22,457.0,0.0,0.0,1,0,0
17,457.0,0.0,0.0,2,0,0
16,457.0,27.0,27.0,1,0,0
19,457.0,0.0,0.0,4,0,0
18,457.0,0.0,0.0,2,0,0
16,302.0,11.666666666666666,14.0,3,0,0
15,302.0,3.0,3.0,1,0,0
24,446.0,227.33333333333334,155.5,6,0,0
27,446.0,43.0,43.0,1,0,0
22,302.0,72.0,72.0,1,0,0
21,302.0,36.5,36.5,2,0,0
24,302.0,107.0,107.0,3,0,0
23,302.0,18.0,18.0,1,0,0
18,302.0,280.6666666666667,401.0,3,0,0
17,302.0,10.666666666666666,14.0,3,0,0
20,302.0,2.0,2.0,2,0,0
19,302.0,353.0,353.0,2,0,0
13,446.0,0.0,0.0,1,0,0
12,446.0,7.0,7.0,2,0,0
12,400.0,0.0,0.0,1,0,0
15,446.0,7.5,7.5,2,0,0
14,446.0,0.0,0.0,2,0,0
9,446.0,1.0,1.0,1,0,0
17,400.0,117.0,117.0,1,0,0
8,446.0,0.0,0.0,1,0,0
11,446.0,0.0,0.0,2,0,0
