timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
28005.0,405-2014001239636-088183,rideHailVehicle-405-2013000062460-030803,39.0
28060.0,405-2014000836826-177763,rideHailVehicle-405-2016001210684-1150811,39.0
28403.0,1001-2013000620807-045200,rideHailVehicle-1001-2015000804471-0108125,58.0
28461.0,10401-2012000078687-01494,rideHailVehicle-1801-2016000327234-0132085,50.0
29238.0,405-2016001223046-2151651,rideHailVehicle-408-2014001430472-091159,39.0
29426.0,1902-2015000622201-0102841,rideHailVehicle-1902-2016001153481-0149743,32.0
29445.0,1700-2015001391700-0122473,rideHailVehicle-1700-2012001382026-027341,43.0
29497.0,1700-2015000399196-099169,rideHailVehicle-1600-2016000900036-0145931,43.0
29396.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29573.0,1500-2013000898478-049823,rideHailVehicle-1500-2012000629682-012463,58.0
29800.0,300-2012000965843-019694,rideHailVehicle-300-2012000903731-018299,10.0
29912.0,1901-2013001181429-054974,rideHailVehicle-1901-2015000207675-095106,184.0
30088.0,401-2013000575117-043852,rideHailVehicle-500-2015000784412-0106996,108.0
30843.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30946.0,1600-2012001111971-022517,rideHailVehicle-1600-2012000493995-010046,44.0
31967.0,300-2013000663329-145750,rideHailVehicle-300-2013000487483-041864,124.0
32253.0,1901-2016001424895-0154946,rideHailVehicle-1901-2013000293337-037207,0.0
32462.0,201-2014001441988-191282,rideHailVehicle-201-2013001265087-056649,191.0
32739.0,1803-2012000836407-216855,rideHailVehicle-407-2013001355501-058229,43.0
33013.0,202-2016001467581-0156399,rideHailVehicle-201-2012000281261-05855,87.0
33190.0,10600-2014000174704-065399,rideHailVehicle-1101-2014000407457-070049,133.0
34004.0,10405-2016000069252-0126277,rideHailVehicle-10405-2016000069252-0126529,38.0
34436.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
35002.0,1600-2012000793579-015173,rideHailVehicle-1600-2014000120399-064192,3.0
35942.0,300-2016001223046-0151997,rideHailVehicle-300-2016000510160-1136725,23.0
36372.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
36292.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36514.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
36922.0,300-2016001223046-0151821,rideHailVehicle-300-2015001225649-0118808,23.0
38200.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,22.0
38203.0,900-2013000298655-037376,rideHailVehicle-202-2013000258802-035711,76.0
38893.0,10600-2013001219485-056047,rideHailVehicle-10600-2016000030344-0125261,88.0
39019.0,700-2013001269612-056882,rideHailVehicle-700-2016000266802-0131133,34.0
39340.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39605.0,700-2016001368397-0153977,rideHailVehicle-900-2016000327234-0132073,38.0
39798.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
39700.0,700-2015000949415-1112929,rideHailVehicle-700-2013001269612-056882,51.0
40383.0,1803-2012000813155-115867,rideHailVehicle-1801-2013000226280-134981,50.0
40603.0,900-2013000298655-037350,rideHailVehicle-900-2016000772838-1143323,6.0
40507.0,1500-2016000250854-1130705,rideHailVehicle-1600-2013001200076-055641,1.0
40706.0,201-2012000633457-012610,rideHailVehicle-201-2015000850269-0110475,16.0
40833.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,114.0
40896.0,700-2015000949415-1112998,rideHailVehicle-700-2015001314717-3121112,51.0
41390.0,401-2016000819398-0144328,rideHailVehicle-1700-2014000119219-064083,40.0
41367.0,1001-2016000647792-0140557,rideHailVehicle-1001-2016001487612-0157322,58.0
41613.0,1101-2012000198633-14101,rideHailVehicle-1101-2012000198633-14051,2.0
41703.0,700-2016000770003-0143123,rideHailVehicle-700-2012000855549-017685,23.0
41846.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
42305.0,1001-2015000804471-0108053,rideHailVehicle-1002-2015001369519-0121981,58.0
42464.0,10600-2013001200076-055611,rideHailVehicle-1200-2015000459678-099874,23.0
42555.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
43073.0,201-2014001183852-087001,rideHailVehicle-201-2014001183852-086905,65.0
43329.0,1101-2013000095146-131518,rideHailVehicle-1101-2014000125384-064400,5.0
43474.0,1700-2016000675463-0141080,rideHailVehicle-1700-2014000987574-081224,92.0
43567.0,1500-2014000180574-065440,rideHailVehicle-1901-2015000207675-095106,57.0
43778.0,201-2012000478993-09883,rideHailVehicle-201-2015000306203-097134,56.0
44088.0,10405-2016001210775-1151217,rideHailVehicle-10405-2013001099005-153678,58.0
44288.0,600-2015001440276-0123206,rideHailVehicle-600-2016000550401-0138059,5.0
44571.0,1700-2014000987574-081224,rideHailVehicle-1700-2014000987574-081186,96.0
44502.0,10405-2016000364640-0132698,rideHailVehicle-10405-2014001404766-090805,58.0
44721.0,10405-2012001067422-021806,rideHailVehicle-10405-2012001118760-122655,58.0
44689.0,202-2015000458232-099774,rideHailVehicle-202-2012000311610-06146,39.0
45025.0,10600-2016000102723-0127041,rideHailVehicle-10600-2013001219485-056047,4.0
44951.0,900-2015001291004-0120123,rideHailVehicle-900-2012001239814-024223,28.0
45269.0,1902-2014000614689-074944,rideHailVehicle-1101-2014000331760-069046,28.0
45289.0,1500-2016000250854-1130793,rideHailVehicle-1901-2015000207675-095106,1.0
45265.0,900-2012000156497-02804,rideHailVehicle-900-2012000354056-07207,58.0
45382.0,100-2016000295788-0131854,rideHailVehicle-202-2012001341891-026284,68.0
45427.0,900-2013000663889-045981,rideHailVehicle-900-2016001399217-0154264,36.0
45526.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,44.0
45511.0,300-2012000401040-08308,rideHailVehicle-300-2012000816252-016169,55.0
