timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
8,488.0,0.0,0.0,1,0,0
7,442.0,0.0,0.0,1,0,0
20,477.0,0.0,0.0,4,0,0
18,477.0,0.0,0.0,3,0,0
19,477.0,0.0,0.0,2,0,0
16,420.0,3.0,3.0,1,0,0
16,311.0,711.0,711.0,1,0,0
15,311.0,24.0,24.0,1,0,0
18,311.0,209.33333333333334,33.0,3,0,0
12,311.0,0.0,0.0,1,0,0
10,357.0,15.0,15.0,1,0,0
14,311.0,20.0,20.0,1,0,0
23,357.0,0.0,0.0,1,0,0
23,311.0,41.0,41.0,1,0,0
22,357.0,0.0,0.0,1,0,0
20,311.0,41.0,41.0,1,0,0
19,311.0,296.5,296.5,2,0,0
21,311.0,41.0,41.0,1,0,0
21,248.0,0.0,0.0,1,0,0
29,311.0,742.0,742.0,1,0,0
16,300.0,33.666666666666664,0.0,3,0,0
14,346.0,12.0,12.0,1,0,0
18,300.0,0.0,0.0,9,0,0
17,300.0,48.666666666666664,0.0,9,0,0
11,346.0,18.0,18.0,2,0,0
10,346.0,20.0,20.0,1,0,0
13,300.0,80.0,80.0,1,0,0
24,300.0,2.0,2.0,1,0,0
20,300.0,49.0,49.0,1,0,0
19,300.0,15.0,15.0,4,0,0
19,346.0,27.0,27.0,1,0,0
22,300.0,82.0,82.0,1,0,0
21,300.0,65.5,65.5,2,0,0
17,444.0,74.0,74.0,1,0,0
10,311.0,105.0,105.0,1,0,0
9,311.0,0.0,0.0,1,0,0
18,444.0,116.0,116.0,1,0,0
21,444.0,4.0,4.0,1,0,0
15,335.0,0.0,0.0,1,0,0
15,290.0,0.0,0.0,1,0,0
19,290.0,165.5,165.5,2,0,0
18,290.0,73.0,73.0,1,0,0
24,479.0,0.0,0.0,2,0,0
24,335.0,4.0,4.0,1,0,0
22,335.0,0.0,0.0,1,0,0
20,335.0,0.0,0.0,1,0,0
17,335.0,719.0,719.0,1,0,0
14,479.0,0.0,0.0,2,0,0
15,479.0,0.0,0.0,1,0,0
13,479.0,0.0,0.0,1,0,0
11,479.0,0.0,0.0,1,0,0
18,479.0,0.0,0.0,1,0,0
14,422.0,0.0,0.0,2,0,0
16,422.0,0.0,0.0,4,0,0
17,422.0,2.0,3.0,3,0,0
8,335.0,84.0,84.0,1,0,0
18,422.0,0.0,0.0,2,0,0
19,422.0,0.0,0.0,1,0,0
20,422.0,8.0,8.0,2,0,0
14,359.0,0.0,0.0,1,0,0
17,359.0,285.0,285.0,1,0,0
15,359.0,25.0,25.0,1,0,0
13,457.0,432.0,432.0,1,0,0
12,457.0,2.0,2.0,1,0,0
16,457.0,27.0,27.0,1,0,0
19,457.0,0.0,0.0,2,0,0
18,457.0,430.0,430.0,1,0,0
16,302.0,18.0,18.0,1,0,0
15,302.0,217.0,217.0,2,0,0
25,446.0,1003.5,1003.5,2,0,0
24,446.0,0.0,0.0,3,0,0
27,446.0,43.0,43.0,1,0,0
22,302.0,72.0,72.0,1,0,0
21,302.0,72.0,72.0,1,0,0
24,302.0,89.33333333333333,107.0,3,0,0
23,302.0,18.0,18.0,1,0,0
18,302.0,23.5,16.0,4,0,0
17,302.0,12.0,14.0,3,0,0
20,302.0,9.333333333333334,4.0,3,0,0
19,302.0,63.0,63.0,1,0,0
12,446.0,7.0,7.0,2,0,0
12,400.0,9.5,9.5,2,0,0
15,446.0,0.0,0.0,2,0,0
14,446.0,0.0,0.0,1,0,0
17,400.0,289.0,289.0,1,0,0
8,446.0,0.0,0.0,1,0,0
16,400.0,64.5,64.5,2,0,0
11,446.0,0.0,0.0,2,0,0
15,400.0,19.0,19.0,1,0,0
21,446.0,15.4,0.0,5,0,0
21,400.0,39.0,0.0,3,0,0
20,446.0,200.2,7.0,10,0,0
19,400.0,252.5,252.5,2,0,0
23,446.0,0.0,0.0,1,0,0
18,400.0,7.0,7.0,1,0,0
22,446.0,21.5,21.5,2,0,0
17,446.0,2.5,0.0,4,0,0
16,446.0,9.333333333333334,1.0,3,0,0
19,446.0,0.5,0.0,4,0,0
18,446.0,193.0,173.5,4,0,0
21,375.0,0.0,0.0,1,0,0
14,375.0,0.0,0.0,2,0,0
15,375.0,0.0,0.0,6,0,0
16,375.0,0.0,0.0,3,0,0
17,375.0,9.25,0.0,4,0,0
18,375.0,0.0,0.0,1,0,0
20,375.0,0.0,0.0,1,0,0
18,409.0,0.0,0.0,1,0,0
23,364.0,56.0,56.0,1,0,0
17,409.0,0.0,0.0,2,0,0
13,364.0,0.0,0.0,1,0,0
15,364.0,0.0,0.0,1,0,0
16,364.0,0.0,0.0,1,0,0
18,364.0,65.0,65.0,1,0,0
7,375.0,0.0,0.0,1,0,0
11,375.0,0.0,0.0,2,0,0
12,375.0,0.0,0.0,1,0,0
15,409.0,0.0,0.0,1,0,0
20,353.0,161.0,161.0,2,0,0
19,353.0,160.0,160.0,2,0,0
18,353.0,29.0,29.0,1,0,0
17,353.0,20.0,20.0,1,0,0
16,353.0,364.0,364.0,1,0,0
14,353.0,2.0,2.0,2,0,0
24,353.0,0.0,0.0,1,0,0
22,353.0,0.0,0.0,2,0,0
19,377.0,224.0,4.0,3,0,0
19,331.0,1.3333333333333333,2.0,3,0,0
20,377.0,15.0,15.0,1,0,0
20,331.0,42.0,42.0,1,0,0
16,331.0,45.0,45.0,1,0,0
24,377.0,40.0,0.0,3,0,0
14,377.0,10.0,10.0,1,0,0
15,377.0,120.0,120.0,1,0,0
23,331.0,45.0,45.0,1,0,0
16,377.0,45.0,45.0,2,0,0
24,331.0,55.0,55.0,1,0,0
21,331.0,2.0,2.0,1,0,0
18,377.0,0.0,0.0,1,0,0
20,320.0,0.5,0.5,2,0,0
17,320.0,0.0,0.0,4,0,0
15,320.0,48.0,48.0,1,0,0
13,320.0,0.0,0.0,2,0,0
14,320.0,103.0,103.0,2,0,0
23,320.0,0.0,0.0,1,0,0
