timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
28531.0,10104-2015000213571-295512,rideHailVehicle-10104-2014000358619-269193,32.0
28500.0,10104-2012001097565-221963,rideHailVehicle-1902-2016001153481-0149743,32.0
28722.0,900-2015000401067-099301,rideHailVehicle-900-2016000327234-0132073,28.0
28988.0,10401-2012000078687-01494,rideHailVehicle-1801-2016000327234-0132085,50.0
29084.0,1600-2014001176958-086713,rideHailVehicle-1600-2016000069252-0126512,43.0
29233.0,405-2012000889468-018106,rideHailVehicle-406-2013000369969-038529,25.0
29356.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
30310.0,1500-2012000276290-15712,rideHailVehicle-1500-2012001462917-029056,4.0
30593.0,300-2015001346148-0121649,rideHailVehicle-300-2012000198633-03986,66.0
30842.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30794.0,600-2016000046283-0125605,rideHailVehicle-600-2014000987574-081400,3.0
31191.0,1500-2013000487483-041844,rideHailVehicle-1902-2016001153481-0149743,53.0
31634.0,100-2014000858265-078465,rideHailVehicle-100-2014000858265-078465,41.0
32255.0,700-2014000585174-274148,rideHailVehicle-700-2014001221401-087857,298.0
32586.0,600-2014000261631-067283,rideHailVehicle-600-2015000018888-091744,23.0
32700.0,700-2012000963809-419198,rideHailVehicle-700-2016000029416-0125169,64.0
33013.0,202-2016001467581-0156399,rideHailVehicle-201-2012000281261-05855,87.0
33055.0,600-2016001232300-0152691,rideHailVehicle-600-2014000448294-170637,38.0
34177.0,700-2015000335363-097557,rideHailVehicle-700-2013000485454-041571,41.0
34388.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
34840.0,202-2015000046388-092067,rideHailVehicle-202-2016001407958-0154607,43.0
35017.0,1902-2015000837180-0110106,rideHailVehicle-1901-2014001213505-087724,0.0
35357.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
36110.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36396.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
36478.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,257.0
37472.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
38144.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,22.0
38358.0,10600-2013001219485-056047,rideHailVehicle-10600-2016000721039-0142174,5.0
38693.0,600-2016000046283-0125605,rideHailVehicle-600-2014000987574-081400,39.0
39211.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39387.0,700-2015000949415-1112929,rideHailVehicle-700-2016000266802-0131133,34.0
39508.0,700-2016001368397-0153977,rideHailVehicle-700-2014000475106-070884,55.0
39794.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
39836.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
40141.0,900-2013000298655-037350,rideHailVehicle-202-2013000258802-035711,76.0
40503.0,1500-2016000250854-1130705,rideHailVehicle-1500-2013000487483-041844,1.0
40646.0,700-2015000949415-1112998,rideHailVehicle-700-2013001269612-056882,51.0
40676.0,201-2012000633457-012610,rideHailVehicle-700-2015000949415-1112860,16.0
40785.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,114.0
40975.0,700-2016000086561-0126809,rideHailVehicle-700-2012001382026-027407,93.0
41019.0,1001-2016000647792-0140557,rideHailVehicle-1001-2015000804471-0108125,58.0
41657.0,700-2016000770003-0143123,rideHailVehicle-700-2012000855549-017685,23.0
41591.0,1101-2012000198633-14101,rideHailVehicle-1101-2012000198633-14051,2.0
41836.0,1001-2015000804471-0108053,rideHailVehicle-1001-2016001487612-0157322,58.0
42211.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
43085.0,1700-2014000987574-081224,rideHailVehicle-1700-2014000987574-081186,96.0
43345.0,1700-2016000675463-0141080,rideHailVehicle-1700-2014000987574-081224,92.0
43566.0,10405-2016001210775-1151217,rideHailVehicle-10405-2013001099005-153678,58.0
43752.0,600-2015001440276-0123206,rideHailVehicle-600-2014000448294-170637,3.0
43774.0,1500-2016000836708-0144901,rideHailVehicle-1801-2016000327234-0132085,27.0
43831.0,700-2015000709647-0104634,rideHailVehicle-700-2014001221401-087857,67.0
44199.0,10405-2012001067422-021806,rideHailVehicle-10405-2014001404766-090805,58.0
44212.0,10405-2016000364640-0132698,rideHailVehicle-10405-2012001118760-122655,58.0
44162.0,202-2015000458232-099774,rideHailVehicle-202-2012000311610-06146,39.0
44187.0,1200-2014000585174-274404,rideHailVehicle-1200-2014000585174-274404,43.0
44658.0,1902-2014000614689-074944,rideHailVehicle-1101-2014000331760-069046,28.0
44515.0,300-2014001079600-084140,rideHailVehicle-100-2014000858265-078465,27.0
44758.0,1500-2016000250854-1130793,rideHailVehicle-1600-2013001200076-055641,1.0
44860.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,43.0
44642.0,1700-2014000987574-081376,rideHailVehicle-1700-2012000559396-011192,280.0
45096.0,300-2016000262140-0130907,rideHailVehicle-300-2013000431434-040443,118.0
44490.0,10600-2016000102723-0127041,rideHailVehicle-600-2015000018888-091744,751.0
45261.0,700-2013000486183-041786,rideHailVehicle-600-2014000114846-063990,7.0
45371.0,1600-2014001394187-090623,rideHailVehicle-1600-2015000837069-0109976,42.0
45438.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,44.0
45432.0,202-2015000458232-099814,rideHailVehicle-900-2015000102574-093027,39.0
45406.0,1803-2012000813155-115867,rideHailVehicle-1804-2014000561422-073825,50.0
46027.0,1001-2014000448294-070643,rideHailVehicle-1002-2015001369519-0121981,58.0
46082.0,1108-2016001425564-0155106,rideHailVehicle-1105-2015001283493-0120015,389.0
45910.0,1902-2016000829228-0144518,rideHailVehicle-1500-2015000784412-2106934,755.0
45768.0,10104-2015001453276-0123287,rideHailVehicle-1902-2014000614689-074928,1025.0
45796.0,10104-2013000258802-135793,rideHailVehicle-10102-2015000949415-2112906,1025.0
46664.0,1600-2013001421148-059361,rideHailVehicle-1600-2013001421148-059361,5.0
46738.0,10104-2015001453276-0123281,rideHailVehicle-1902-2016000829228-0144496,28.0
46733.0,10104-2013000258802-135836,rideHailVehicle-10104-2015001453276-0123281,28.0
46616.0,201-2012000078687-01503,rideHailVehicle-100-2016000512639-0137099,188.0
46794.0,10104-2013000258802-135750,rideHailVehicle-10104-2012000178004-13558,28.0
46798.0,201-2014000053367-062292,rideHailVehicle-201-2014001013559-082377,65.0
46141.0,1902-2014000174501-065378,rideHailVehicle-1902-2014000614689-074960,1025.0
47062.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,39.0
47455.0,1001-2013001157196-054611,rideHailVehicle-900-2016000754575-0142570,33.0
47369.0,700-2014000585174-274370,rideHailVehicle-700-2015000469232-0100078,231.0
47383.0,1101-2015000398159-099072,rideHailVehicle-1101-2014001332040-089599,153.0
47624.0,202-2013001200076-055619,rideHailVehicle-202-2016000995092-0147662,55.0
47106.0,10104-2013000258802-135707,rideHailVehicle-10102-2014000536339-172969,755.0
48027.0,900-2016000116811-0127703,rideHailVehicle-900-2013000105963-131934,90.0
48046.0,10401-2012000750507-014817,rideHailVehicle-1804-2015000635597-0103590,60.0
48186.0,900-2013000663889-045937,rideHailVehicle-900-2016001399217-0154264,36.0
48321.0,10405-2012001118760-122789,rideHailVehicle-10405-2012001464904-029296,58.0
48309.0,202-2012000836407-016878,rideHailVehicle-201-2012000281261-05855,57.0
