timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
6,477.0,0.0,0,0
6,480.0,0.0,0,0
6,493.0,0.0,0,0
7,459.0,0.0,0,0
7,493.0,10.333333333333334,0,0
7,478.0,7.6521739130434785,0,0
7,441.0,0.0,0,0
7,477.0,1.1904761904761905,0,0
7,320.0,0.0,0,0
7,409.0,6.277777777777778,0,0
7,465.0,0.14285714285714285,0,0
7,474.0,2.525714285714286,0,0
7,471.0,0.0,0,0
7,337.0,13.767123287671232,0,0
7,451.0,23.75,0,0
7,445.0,0.0,0,0
7,376.0,0.0,0,0
7,454.0,0.0,0,0
7,271.0,0.0,0,0
7,383.0,1.393939393939394,0,0
7,299.0,32.96296296296296,0,0
7,395.0,0.0,0,0
7,435.0,23.181818181818183,0,0
7,480.0,0.0,0,0
7,455.0,24.153846153846153,0,0
7,415.0,0.0,0,0
7,476.0,0.0,0,0
7,352.0,0.0,0,0
7,400.0,0.0,0,0
7,267.0,0.0,0,0
7,404.0,0.0,0,0
7,448.0,0.0,0,0
7,355.0,0.0,0,0
7,269.0,0.0,0,0
7,397.0,0.0,0,0
7,292.0,0.0,0,0
7,403.0,0.0,0,0
7,479.0,0.7642276422764228,0,0
7,460.0,0.0,0,0
7,375.0,5.746031746031746,0,0
7,307.0,0.0,0,0
7,367.0,0.0,0,0
7,326.0,20.0,0,0
7,439.0,0.0,0,0
7,380.0,0.0,0,0
7,378.0,0.0,0,0
7,354.0,0.0,0,0
7,423.0,0.0,0,0
7,362.0,8.0,0,0
7,295.0,1.4545454545454546,0,0
7,419.0,0.0,0,0
7,316.0,0.0,0,0
7,305.0,0.0,0,0
7,458.0,0.0,0,0
7,304.0,0.0,0,0
7,401.0,3.625,0,0
7,347.0,0.0,0,0
7,427.0,6.3076923076923075,0,0
7,432.0,9.795454545454545,0,0
7,417.0,0.0,0,0
7,353.0,0.0,0,0
7,457.0,12.32,0,0
7,338.0,1.0,0,0
7,407.0,0.0,0,0
7,429.0,0.9090909090909091,0,0
7,335.0,0.0,0,0
7,374.0,0.0,0,0
7,301.0,0.0,0,0
7,470.0,0.0,0,0
7,488.0,0.0,0,0
7,405.0,0.0,0,0
7,408.0,0.0,0,0
7,461.0,0.0,0,0
7,361.0,76.0,0,0
7,452.0,0.0,0,0
7,327.0,0.0,0,0
7,360.0,0.0,0,0
7,323.0,0.0,0,0
7,306.0,12.5,0,0
7,450.0,0.0,0,0
7,357.0,0.0,0,0
7,247.0,0.0,0,0
7,328.0,0.0,0,0
7,283.0,0.0,0,0
7,473.0,0.0,0,0
7,446.0,0.0,0,0
7,303.0,0.0,0,0
7,442.0,12.555555555555555,0,0
7,372.0,0.0,0,0
7,416.0,0.0,0,0
7,340.0,0.0,0,0
7,449.0,0.0,0,0
7,319.0,21.375,0,0
7,438.0,0.0,0,0
7,413.0,0.0,0,0
7,291.0,0.0,0,0
7,312.0,0.0,0,0
7,402.0,0.0,0,0
7,412.0,0.0,0,0
7,444.0,0.0,0,0
7,373.0,0.0,0,0
7,334.0,0.0,0,0
7,331.0,0.0,0,0
7,422.0,0.0,0,0
7,489.0,0.0,0,0
7,290.0,0.0,0,0
7,363.0,0.0,0,0
7,426.0,0.0,0,0
7,396.0,0.0,0,0
7,302.0,0.0,0,0
7,341.0,0.0,0,0
7,377.0,0.0,0,0
7,391.0,0.0,0,0
7,421.0,0.0,0,0
7,358.0,0.0,0,0
7,339.0,0.0,0,0
8,374.0,8.863636363636363,0,0
8,442.0,13.255813953488373,0,0
7,311.0,0.0,0,0
8,337.0,17.5,0,0
8,479.0,2.977777777777778,0,0
8,459.0,4.424242424242424,0,0
8,355.0,0.0,0,0
8,299.0,59.55263157894737,0,0
8,474.0,16.615798922800717,0,0
8,319.0,10.08695652173913,0,0
8,401.0,1.7818181818181817,0,0
8,426.0,0.0,0,0
8,413.0,0.0,0,0
8,365.0,0.0,0,0
8,417.0,0.0,0,0
8,455.0,0.09090909090909091,0,0
8,461.0,0.0,0,0
8,432.0,8.01639344262295,0,0
8,427.0,23.716666666666665,0,0
8,367.0,23.0,0,0
8,423.0,2.8421052631578947,0,0
8,405.0,6.206896551724138,0,0
8,402.0,4.916334661354582,0,0
8,478.0,30.330434782608695,0,0
8,460.0,0.0,0,0
