time,x,y,expectedMaximumUtility
23978.0,678932.9705187016,4820182.747775579,NaN
23963.0,686785.1813579041,4820234.904870502,NaN
24088.0,686538.7787868246,4819765.556235762,NaN
24503.0,685835.7607000965,4819146.248423481,NaN
25030.0,685835.7607000965,4819146.248423481,NaN
25037.0,679182.3938214105,4819568.748950316,NaN
25301.0,682191.6162833526,4819873.773560673,NaN
25546.0,685835.7607000965,4819146.248423481,NaN
25599.0,685111.7600038933,4819420.765347912,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25564.0,679182.3938214105,4819568.748950316,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25712.0,681035.4027391644,4824633.764066362,NaN
25536.0,687155.8658549336,4823019.228100281,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
26061.0,678961.7867237206,4819763.383709328,NaN
26063.0,687155.8658549336,4823019.228100281,NaN
26116.0,678560.7237193172,4819952.518853205,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26116.0,678560.7237193172,4819952.518853205,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26129.0,686287.7365356504,4824612.441144714,NaN
26153.0,685251.249373564,4820866.449954784,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678560.7237193172,4819952.518853205,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26384.0,686916.4413352539,4820439.695033641,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26418.0,682769.8049425252,4821283.760939345,NaN
26418.0,678874.4198006052,4822983.259052203,NaN
26384.0,686916.4413352539,4820439.695033641,NaN
26328.0,679635.5604789364,4819582.059135532,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26547.0,678932.9705187016,4820182.747775579,NaN
26562.0,683968.5367970825,4827873.717328262,NaN
26387.0,681762.7014635168,4820665.786153483,NaN
26581.0,681035.4027391644,4824633.764066362,NaN
26418.0,682769.8049425252,4821283.760939345,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,681956.9059169178,4820859.81647663,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678550.4004334029,4820273.292238198,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26651.0,685443.6187710294,4823781.953039331,NaN
26680.0,685296.5727123538,4820176.381877345,NaN
26690.0,686546.0058127802,4822372.480148856,NaN
26694.0,686785.1813579041,4820234.904870502,NaN
26704.0,679472.4791509602,4819377.352450909,NaN
26704.0,678932.9705187016,4820182.747775579,NaN
26704.0,679472.4791509602,4819377.352450909,NaN
26715.0,678550.4004334029,4820273.292238198,NaN
26739.0,678532.7201318203,4821087.970644068,NaN
26739.0,678532.7201318203,4821087.970644068,NaN
26739.0,678532.7201318203,4821087.970644068,NaN
26739.0,678532.7201318203,4821087.970644068,NaN
26758.0,681500.5658504588,4822464.674804393,NaN
26770.0,678961.7867237206,4819763.383709328,NaN
26770.0,678961.7867237206,4819763.383709328,NaN
26764.0,680191.7161200659,4819128.917159656,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26769.0,678634.4380082865,4819578.959485991,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,684246.4666799123,4823470.214825064,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681913.4526384207,4819323.625287586,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26810.0,687254.0434649674,4825583.856429558,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26739.0,678532.7201318203,4821087.970644068,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26694.0,686785.1813579041,4820234.904870502,NaN
26681.0,684381.2014009232,4820610.559831348,NaN
26696.0,682492.4558450283,4823094.439277583,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26857.0,679140.6072966667,4828150.646257376,NaN
26841.0,682069.9116121556,4822881.778757034,NaN
26872.0,678836.3404937158,4819560.309909762,NaN
26868.0,683957.3758131561,4821315.107646618,NaN
26868.0,683957.3758131561,4821315.107646618,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26715.0,678550.4004334029,4820273.292238198,NaN
26911.0,686916.4413352539,4820439.695033641,NaN
26911.0,686916.4413352539,4820439.695033641,NaN
26969.0,685785.8577075116,4824598.8513953965,NaN
26911.0,686916.4413352539,4820439.695033641,NaN
26945.0,682769.8049425252,4821283.760939345,NaN
26967.0,683971.931659109,4823463.077554494,NaN
26992.0,678550.4004334029,4820273.292238198,NaN
27007.0,679165.1191300835,4829052.956734832,NaN
27031.0,679994.0450065746,4826524.102396207,NaN
27031.0,679994.0450065746,4826524.102396207,NaN
27053.0,683299.3399887367,4823055.669433862,NaN
27060.0,686890.7592208851,4819178.151777821,NaN
27060.0,686890.7592208851,4819178.151777821,NaN
27060.0,686890.7592208851,4819178.151777821,NaN
27060.0,686890.7592208851,4819178.151777821,NaN
27060.0,686890.7592208851,4819178.151777821,NaN
