timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
7,488.0,0.0,0.0,1,0,0
16,477.0,0.0,0.0,2,0,0
17,477.0,1.5,1.5,2,0,0
20,477.0,0.0,0.0,5,0,0
18,477.0,0.0,0.0,2,0,0
19,477.0,0.0,0.0,4,0,0
16,420.0,3.0,3.0,1,0,0
16,311.0,22.2,21.0,5,0,0
18,311.0,363.5,363.5,2,0,0
10,357.0,15.0,15.0,1,0,0
14,311.0,0.0,0.0,1,0,0
24,357.0,7.0,7.0,1,0,0
23,357.0,0.0,0.0,1,0,0
23,311.0,41.0,41.0,1,0,0
21,357.0,0.0,0.0,2,0,0
19,311.0,33.0,33.0,1,0,0
28,311.0,742.0,742.0,1,0,0
20,248.0,55.0,55.0,1,0,0
24,455.0,2.0,2.0,1,0,0
21,455.0,2.0,2.0,1,0,0
16,300.0,30.0,30.0,2,0,0
18,300.0,30.0,30.0,5,0,0
17,300.0,31.666666666666668,30.0,12,0,0
11,346.0,18.0,18.0,1,0,0
10,346.0,21.0,21.0,1,0,0
24,300.0,2.0,2.0,1,0,0
23,346.0,27.0,27.0,1,0,0
20,300.0,30.0,30.0,3,0,0
19,300.0,30.0,30.0,3,0,0
22,300.0,44.5,44.5,2,0,0
21,300.0,6.5,6.5,2,0,0
17,444.0,74.0,74.0,1,0,0
10,311.0,105.0,105.0,1,0,0
18,444.0,0.0,0.0,1,0,0
15,290.0,0.0,0.0,1,0,0
19,290.0,164.5,164.5,2,0,0
18,290.0,73.0,73.0,1,0,0
23,335.0,0.0,0.0,2,0,0
24,335.0,57.0,0.0,3,0,0
21,335.0,0.3333333333333333,0.0,3,0,0
22,335.0,0.0,0.0,1,0,0
20,335.0,0.0,0.0,2,0,0
14,479.0,0.0,0.0,2,0,0
15,479.0,0.0,0.0,1,0,0
11,479.0,0.0,0.0,1,0,0
23,479.0,0.0,0.0,1,0,0
18,479.0,0.0,0.0,3,0,0
19,479.0,0.0,0.0,1,0,0
16,479.0,0.0,0.0,2,0,0
14,422.0,4.0,4.0,2,0,0
15,422.0,5.5,5.5,2,0,0
16,422.0,5.333333333333333,8.0,6,0,0
17,422.0,8.0,8.0,6,0,0
23,422.0,0.0,0.0,1,0,0
18,422.0,2.0,0.0,4,0,0
19,422.0,5.0,8.0,7,0,0
20,422.0,0.0,0.0,1,0,0
21,422.0,0.0,0.0,1,0,0
18,359.0,25.0,25.0,1,0,0
17,359.0,100.0,100.0,1,0,0
16,359.0,43.333333333333336,44.0,3,0,0
15,359.0,0.0,0.0,1,0,0
13,457.0,2.0,2.0,1,0,0
12,457.0,0.0,0.0,1,0,0
21,457.0,8.666666666666666,0.0,3,0,0
20,457.0,9.333333333333334,0.0,6,0,0
17,457.0,13.0,13.0,2,0,0
16,457.0,2.0,2.0,1,0,0
19,457.0,0.0,0.0,3,0,0
18,457.0,0.0,0.0,3,0,0
16,302.0,18.0,18.0,1,0,0
15,302.0,18.0,18.0,1,0,0
25,446.0,1706.0,1706.0,1,0,0
24,446.0,430.0,0.0,4,0,0
27,446.0,43.0,43.0,1,0,0
22,302.0,36.0,36.0,2,0,0
21,302.0,63.0,63.0,1,0,0
24,302.0,162.0,107.0,3,0,0
18,302.0,18.0,18.0,1,0,0
17,302.0,12.0,18.0,3,0,0
20,302.0,40.666666666666664,55.0,3,0,0
13,400.0,19.0,19.0,1,0,0
13,446.0,0.0,0.0,1,0,0
12,446.0,20.0,20.0,2,0,0
15,446.0,0.0,0.0,1,0,0
14,446.0,25.5,25.5,2,0,0
17,400.0,0.0,0.0,1,0,0
8,446.0,0.0,0.0,1,0,0
16,400.0,12.0,12.0,1,0,0
11,446.0,0.0,0.0,2,0,0
21,446.0,10.75,0.0,4,0,0
21,400.0,48.0,48.0,2,0,0
20,446.0,325.6666666666667,57.0,9,0,0
20,400.0,0.0,0.0,1,0,0
19,400.0,279.0,117.0,3,0,0
23,446.0,268.0,268.0,1,0,0
22,446.0,232.0,43.0,3,0,0
17,446.0,0.0,0.0,3,0,0
19,446.0,163.25,0.0,4,0,0
18,446.0,222.33333333333334,14.0,3,0,0
21,375.0,5.0,5.0,1,0,0
14,375.0,0.0,0.0,2,0,0
15,375.0,0.0,0.0,3,0,0
16,375.0,5.285714285714286,0.0,7,0,0
17,375.0,0.0,0.0,4,0,0
18,375.0,88.66666666666667,0.0,3,0,0
20,375.0,0.0,0.0,2,0,0
20,409.0,11.666666666666666,0.0,3,0,0
19,409.0,7.0,6.0,3,0,0
18,409.0,11.285714285714286,15.0,7,0,0
23,364.0,72.0,72.0,1,0,0
17,409.0,2.0,2.0,6,0,0
15,364.0,0.0,0.0,1,0,0
17,364.0,9.0,9.0,1,0,0
18,364.0,85.0,86.0,3,0,0
11,375.0,0.0,0.0,2,0,0
12,375.0,0.0,0.0,1,0,0
16,409.0,2.0,0.0,3,0,0
15,409.0,0.0,0.0,2,0,0
20,353.0,2.0,2.0,1,0,0
19,353.0,1.0,1.0,2,0,0
18,353.0,0.0,0.0,1,0,0
24,353.0,0.0,0.0,2,0,0
22,353.0,2.0,2.0,2,0,0
21,353.0,2.0,2.0,1,0,0
19,377.0,5.0,0.0,5,0,0
19,331.0,0.0,0.0,1,0,0
20,377.0,83.5,83.5,2,0,0
20,331.0,35.0,35.0,1,0,0
21,377.0,167.0,167.0,1,0,0
22,377.0,135.0,135.0,1,0,0
23,377.0,167.0,167.0,1,0,0
24,377.0,49.42857142857143,65.0,7,0,0
14,377.0,10.0,10.0,1,0,0
15,377.0,0.0,0.0,1,0,0
16,377.0,0.0,0.0,1,0,0
24,331.0,36.0,42.0,5,0,0
17,377.0,10.0,10.0,1,0,0
21,331.0,42.0,42.0,2,0,0
18,377.0,0.0,0.0,1,0,0
22,331.0,1.0,1.0,2,0,0
19,320.0,38.0,38.0,2,0,0
20,320.0,474.0,474.0,1,0,0
17,320.0,0.0,0.0,3,0,0
18,320.0,0.0,0.0,2,0,0
15,320.0,103.5,103.5,2,0,0
13,320.0,37.0,37.0,2,0,0
14,320.0,57.5,57.5,2,0,0
23,320.0,0.0,0.0,1,0,0
24,320.0,0.0,0.0,3,0,0
21,320.0,251.33333333333334,344.0,3,0,0
19,464.0,0.0,0.0,2,0,0
17,464.0,24.0,24.0,1,0,0
13,464.0,15.0,15.0,1,0,0
26,464.0,28.0,28.0,1,0,0
23,464.0,0.0,0.0,1,0,0
18,355.0,0.0,0.0,1,0,0
16,355.0,0.0,0.0,1,0,0
24,355.0,0.0,0.0,1,0,0
22,355.0,0.0,0.0,1,0,0
21,355.0,0.0,0.0,1,0,0
19,355.0,10.0,0.0,3,0,0
17,442.0,0.0,0.0,3,0,0
17,488.0,0.0,0.0,1,0,0
16,442.0,0.0,0.0,9,0,0
15,488.0,0.0,0.0,1,0,0
19,442.0,0.0,0.0,3,0,0
18,442.0,0.0,0.0,2,0,0
15,442.0,0.0,0.0,3,0,0
14,442.0,0.0,0.0,3,0,0
20,442.0,0.0,0.0,1,0,0
20,488.0,0.0,0.0,1,0,0
19,488.0,0.0,0.0,6,0,0
23,442.0,0.0,0.0,1,0,0
18,488.0,0.0,0.0,7,0,0
24,439.0,67.54545454545455,58.0,11,0,0
20,439.0,29.0,29.0,2,0,0
21,439.0,58.0,58.0,2,0,0
22,439.0,29.0,29.0,6,0,0
23,439.0,58.0,58.0,3,0,0
29,439.0,562.0,562.0,1,0,0
16,439.0,0.0,0.0,2,0,0
17,285.0,22.0,22.0,1,0,0
17,439.0,18.0,0.0,5,0,0
18,285.0,22.0,22.0,1,0,0
15,285.0,0.0,0.0,2,0,0
19,439.0,19.333333333333332,0.0,3,0,0
20,285.0,65.5,65.5,2,0,0
16,383.0,2.0,2.0,2,0,0
17,383.0,2.0,2.0,2,0,0
19,383.0,2.0,2.0,1,0,0
20,417.0,0.0,0.0,1,0,0
14,274.0,0.0,0.0,1,0,0
16,319.0,6.666666666666667,2.0,3,0,0
16,372.0,314.35714285714283,494.0,14,0,0
17,372.0,131.42857142857142,0.0,7,0,0
18,319.0,38.0,38.0,1,0,0
19,372.0,87.0,87.0,2,0,0
20,372.0,0.0,0.0,2,0,0
21,372.0,33.0,33.0,1,0,0
23,372.0,0.0,0.0,1,0,0
23,470.0,0.0,0.0,2,0,0
24,319.0,93.0,93.0,2,0,0
23,319.0,43.0,43.0,2,0,0
24,470.0,131.33333333333334,109.0,6,0,0
21,470.0,145.33333333333334,29.0,3,0,0
22,470.0,23.0,23.0,2,0,0
19,470.0,80.5,80.5,2,0,0
20,319.0,43.0,43.0,2,0,0
19,319.0,222.5,222.5,2,0,0
20,470.0,116.33333333333333,84.0,6,0,0
14,383.0,2.0,2.0,1,0,0
22,319.0,27.0,27.0,2,0,0
15,383.0,2.0,2.0,3,0,0
21,319.0,29.333333333333332,43.0,3,0,0
19,417.0,13.0,13.0,1,0,0
28,470.0,179.0,179.0,1,0,0
17,417.0,13.0,13.0,1,0,0
25,470.0,217.0,217.0,1,0,0
16,417.0,6.5,6.5,2,0,0
26,470.0,179.0,179.0,1,0,0
23,361.0,36.0,36.0,2,0,0
19,361.0,66.0,66.0,2,0,0
17,361.0,182.5,182.5,2,0,0
16,361.0,41.0,41.0,1,0,0
16,470.0,8.5,8.5,2,0,0
8,372.0,0.0,0.0,1,0,0
23,274.0,38.333333333333336,0.0,3,0,0
24,274.0,88.0,88.0,2,0,0
15,372.0,0.0,0.0,1,0,0
16,274.0,0.0,0.0,1,0,0
22,274.0,0.0,0.0,1,0,0
20,274.0,115.0,115.0,2,0,0
18,350.0,45.0,45.0,1,0,0
16,396.0,0.0,0.0,1,0,0
21,396.0,254.0,254.0,1,0,0
20,396.0,9.333333333333334,0.0,3,0,0
13,361.0,347.0,347.0,1,0,0
17,287.0,0.0,0.0,1,0,0
18,287.0,0.0,0.0,2,0,0
9,396.0,53.0,53.0,1,0,0
23,374.0,30.0,30.0,1,0,0
19,419.0,0.0,0.0,2,0,0
18,419.0,0.0,0.0,1,0,0
22,419.0,0.0,0.0,1,0,0
14,374.0,47.0,47.0,1,0,0
8,419.0,0.0,0.0,1,0,0
7,419.0,91.0,91.0,1,0,0
10,419.0,0.0,0.0,1,0,0
17,419.0,0.0,0.0,1,0,0
15,419.0,29.0,29.0,1,0,0
21,408.0,0.0,0.0,2,0,0
22,363.0,0.0,0.0,1,0,0
20,408.0,12.666666666666666,0.0,3,0,0
19,408.0,5.0,0.0,7,0,0
18,408.0,26.666666666666668,19.0,9,0,0
24,408.0,300.0,1.0,5,0,0
23,408.0,3.5,3.5,4,0,0
22,408.0,2.3333333333333335,0.0,3,0,0
21,461.0,5.666666666666667,0.0,12,0,0
22,461.0,0.0,0.0,16,0,0
19,461.0,277.0,277.0,2,0,0
20,461.0,44.6,68.0,5,0,0
10,374.0,3.0,3.0,1,0,0
17,461.0,0.5,0.5,2,0,0
18,461.0,1.0,1.0,1,0,0
16,461.0,0.0,0.0,1,0,0
13,408.0,0.0,0.0,1,0,0
12,408.0,0.0,0.0,1,0,0
17,408.0,56.5,56.5,2,0,0
16,408.0,32.333333333333336,7.0,3,0,0
15,408.0,1.0,1.0,1,0,0
23,461.0,8.25,0.0,12,0,0
24,461.0,17.5,25.5,18,0,0
14,292.0,0.0,0.0,1,0,0
18,292.0,85.57142857142857,83.0,7,0,0
17,292.0,30.0,30.0,2,0,0
16,292.0,32.0,32.0,1,0,0
15,292.0,0.0,0.0,2,0,0
21,390.0,41.0,41.0,1,0,0
20,390.0,146.66666666666666,90.0,3,0,0
19,337.0,0.0,0.0,1,0,0
20,337.0,69.33333333333333,0.0,3,0,0
17,337.0,0.0,0.0,1,0,0
18,337.0,0.0,0.0,3,0,0
16,337.0,0.0,0.0,2,0,0
13,435.0,0.0,0.0,1,0,0
14,435.0,147.0,147.0,1,0,0
9,435.0,9.0,9.0,1,0,0
23,337.0,0.0,0.0,1,0,0
22,435.0,2.0,2.0,1,0,0
17,435.0,35.0,10.0,3,0,0
18,435.0,6.0,6.0,1,0,0
22,326.0,113.0,113.0,2,0,0
19,326.0,113.0,113.0,1,0,0
20,326.0,113.0,113.0,1,0,0
17,326.0,98.5,98.5,2,0,0
18,326.0,725.0,725.0,1,0,0
16,326.0,0.0,0.0,1,0,0
17,390.0,65.66666666666667,64.0,3,0,0
19,390.0,68.0,68.0,2,0,0
23,326.0,438.0,438.0,2,0,0
18,390.0,103.0,103.0,1,0,0
24,326.0,808.0,808.0,2,0,0
22,292.0,95.2,131.0,5,0,0
21,292.0,104.42857142857143,131.0,7,0,0
20,292.0,57.44444444444444,25.0,9,0,0
19,292.0,104.5,104.5,2,0,0
25,292.0,257.0,257.0,1,0,0
24,292.0,297.6666666666667,191.0,9,0,0
23,292.0,115.0,131.0,3,0,0
23,459.0,0.0,0.0,6,0,0
22,459.0,0.0,0.0,4,0,0
24,459.0,0.5714285714285714,0.0,7,0,0
12,459.0,0.0,0.0,1,0,0
19,459.0,6.25,0.0,4,0,0
18,459.0,14.333333333333334,0.0,6,0,0
18,413.0,0.0,0.0,1,0,0
17,413.0,0.0,0.0,1,0,0
21,459.0,0.0,0.0,5,0,0
20,459.0,0.0,0.0,5,0,0
15,459.0,0.0,0.0,1,0,0
20,413.0,8.0,8.0,1,0,0
12,304.0,85.0,85.0,1,0,0
27,448.0,0.0,0.0,1,0,0
24,402.0,89.68181818181819,3.0,22,0,0
23,448.0,0.0,0.0,1,0,0
22,448.0,0.0,0.0,2,0,0
9,304.0,115.0,115.0,1,0,0
24,448.0,0.0,0.0,1,0,0
20,304.0,0.0,0.0,3,0,0
19,304.0,18.0,18.0,1,0,0
16,304.0,88.0,88.0,1,0,0
15,304.0,89.66666666666667,88.0,3,0,0
18,304.0,9.0,9.0,2,0,0
17,304.0,88.0,102.0,3,0,0
13,448.0,93.0,93.0,2,0,0
12,448.0,0.0,0.0,2,0,0
14,402.0,2.0,2.0,3,0,0
9,448.0,0.0,0.0,1,0,0
8,448.0,141.0,141.0,1,0,0
19,402.0,25.75,3.0,4,0,0
18,402.0,25.0,25.0,1,0,0
17,402.0,2.0,2.0,1,0,0
21,448.0,0.0,0.0,1,0,0
16,402.0,0.6666666666666666,0.0,6,0,0
23,402.0,182.23076923076923,236.0,13,0,0
22,402.0,182.6,236.0,5,0,0
17,448.0,5.0,5.0,1,0,0
21,402.0,301.0625,429.0,16,0,0
16,448.0,0.0,0.0,1,0,0
20,402.0,5.5,4.0,6,0,0
20,339.0,92.0,92.0,1,0,0
21,339.0,618.0,618.0,1,0,0
19,283.0,147.66666666666666,117.0,3,0,0
18,283.0,0.0,0.0,1,0,0
22,283.0,0.0,0.0,1,0,0
11,328.0,0.0,0.0,1,0,0
22,426.0,0.0,0.0,4,0,0
8,328.0,0.0,0.0,1,0,0
