timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
27383.0,405-2012000131467-02260,rideHailVehicle-405-2014000582422-074047,52.0
28508.0,1108-2016000233221-0129792,rideHailVehicle-1108-2016000233221-0129792,13.0
29386.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29414.0,1200-2013000509270-042042,rideHailVehicle-1200-2015000732389-1105746,14.0
29478.0,1902-2013001421148-059339,rideHailVehicle-1902-2015000354490-097793,44.0
29467.0,202-2015001496113-0123779,rideHailVehicle-202-2015001496113-0123745,69.0
30259.0,1500-2013001364794-058592,rideHailVehicle-600-2014000987574-081400,3.0
30842.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
31230.0,500-2013000620807-045162,rideHailVehicle-500-2015001325357-0121424,65.0
32048.0,1500-2013000579338-044066,rideHailVehicle-1500-2016000294367-1131776,43.0
32086.0,300-2013001154841-054344,rideHailVehicle-300-2013001154841-054344,18.0
32538.0,1500-2012000311610-06132,rideHailVehicle-10600-2016000275343-0131491,32.0
32635.0,10405-2012001398904-027785,rideHailVehicle-10405-2015000784412-2107056,5.0
33363.0,100-2012000217991-04272,rideHailVehicle-100-2014000488669-071591,24.0
33433.0,1500-2016000280380-0131705,rideHailVehicle-1500-2016001232300-0152770,15.0
34064.0,500-2013001410507-059003,rideHailVehicle-700-2016000266802-0131133,221.0
34819.0,100-2012000217991-04404,rideHailVehicle-100-2012000217991-04360,71.0
35357.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
35292.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
36236.0,1002-2015000712347-1104981,rideHailVehicle-1101-2013001311085-057659,43.0
36922.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
36923.0,100-2012000217991-04448,rideHailVehicle-100-2014000488669-071591,93.0
36855.0,201-2014000224796-066474,rideHailVehicle-201-2014001394187-090635,5.0
38186.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,22.0
38901.0,10600-2013001219485-056047,rideHailVehicle-10600-2016000030344-0125261,88.0
38935.0,700-2015000949415-1112929,rideHailVehicle-700-2013001269612-056882,231.0
39082.0,201-2014000954649-080835,rideHailVehicle-700-2012000855549-017685,67.0
39297.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39419.0,900-2013000298655-037350,rideHailVehicle-202-2013000258802-035711,76.0
39796.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
39976.0,1500-2016000250854-1130705,rideHailVehicle-1500-2016000294367-1131776,1.0
40183.0,1803-2012000813155-115867,rideHailVehicle-1801-2016000327234-0132085,50.0
40153.0,700-2016001368397-0153977,rideHailVehicle-700-2012000855549-017685,38.0
40691.0,201-2012000633457-012610,rideHailVehicle-700-2015000949415-1112860,16.0
41005.0,700-2015000949415-1112998,rideHailVehicle-700-2015001314717-3121112,231.0
41135.0,1001-2016000647792-0140557,rideHailVehicle-1001-2015000804471-0108125,58.0
41607.0,1101-2012000198633-14101,rideHailVehicle-1101-2012000198633-14051,2.0
41430.0,500-2013000620807-045162,rideHailVehicle-500-2016001048510-0148334,148.0
41558.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,114.0
41746.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
41967.0,700-2016000770003-0143123,rideHailVehicle-700-2014001174412-086400,23.0
41824.0,1500-2014001061014-083651,rideHailVehicle-1500-2015000538774-0100816,289.0
42068.0,1001-2015000804471-0108053,rideHailVehicle-1001-2016001487612-0157322,58.0
42124.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
42077.0,10600-2013001200076-055611,rideHailVehicle-1200-2015000459678-099874,23.0
42416.0,201-2014001183852-087001,rideHailVehicle-201-2014001183852-086905,65.0
42842.0,1500-2012000311610-06132,rideHailVehicle-10600-2016000275343-0131491,34.0
42961.0,1500-2016000280380-0131705,rideHailVehicle-1500-2016001232300-0152770,47.0
43554.0,201-2012000478993-09883,rideHailVehicle-201-2015000306203-097134,56.0
43431.0,1700-2016000675463-0141080,rideHailVehicle-1700-2014000987574-081224,92.0
43853.0,1803-2012000836407-216917,rideHailVehicle-1804-2015000635597-0103590,60.0
44030.0,10405-2016001210775-1151217,rideHailVehicle-10405-2013001099005-153678,58.0
44078.0,1200-2014000585174-274404,rideHailVehicle-1200-2014000585174-274404,43.0
44233.0,1500-2016000250854-1130793,rideHailVehicle-1600-2013001200076-055641,1.0
44213.0,1700-2014000987574-081224,rideHailVehicle-1700-2014000987574-081186,96.0
44605.0,10405-2012001067422-021806,rideHailVehicle-10405-2014001404766-090805,58.0
44714.0,1902-2014000614689-074944,rideHailVehicle-1101-2014000331760-069046,28.0
44746.0,1001-2014000448294-070643,rideHailVehicle-1002-2015001369519-0121981,58.0
44867.0,10600-2016000102723-0127041,rideHailVehicle-10600-2013001219485-056047,4.0
44948.0,900-2015001291004-0120123,rideHailVehicle-900-2012001239814-024223,28.0
45091.0,900-2012000156497-02804,rideHailVehicle-900-2012000354056-07207,58.0
45174.0,1804-2014000434311-070257,rideHailVehicle-1804-2014001194700-087264,60.0
45261.0,700-2013000486183-041786,rideHailVehicle-600-2014000114846-063990,7.0
45292.0,100-2016000295788-0131854,rideHailVehicle-10405-2015000784412-2107056,8.0
45310.0,1500-2016000333866-0132249,rideHailVehicle-1500-2012001462917-029056,4.0
45401.0,201-2014000224796-066474,rideHailVehicle-700-2014001174412-086400,21.0
45275.0,1700-2014000987574-081376,rideHailVehicle-1700-2012000559396-011192,132.0
45403.0,900-2013000663889-045981,rideHailVehicle-900-2016001399217-0154264,37.0
44994.0,10104-2013000258802-135793,rideHailVehicle-1902-2014000614689-074928,729.0
45556.0,10405-2016000364640-0132698,rideHailVehicle-10405-2012001118760-122655,58.0
45627.0,1001-2013001157196-054611,rideHailVehicle-900-2016000754575-0142570,33.0
45917.0,600-2015001440276-0123206,rideHailVehicle-600-2016000550401-0138059,5.0
46282.0,300-2016000262140-0130907,rideHailVehicle-300-2013000431434-040443,118.0
45854.0,1902-2016000829228-0144518,rideHailVehicle-10102-2015000949415-2112906,554.0
46435.0,10104-2013000258802-135750,rideHailVehicle-10104-2015001453276-0123281,28.0
46358.0,1200-2014000585174-274293,rideHailVehicle-1200-2014000832672-077637,43.0
46374.0,201-2012000078687-01503,rideHailVehicle-100-2016000512639-0137099,188.0
46468.0,201-2014000954649-080835,rideHailVehicle-700-2013001269612-056882,25.0
46436.0,700-2016000086561-0126809,rideHailVehicle-700-2014001221401-087857,9.0
45996.0,10104-2013000258802-135707,rideHailVehicle-1500-2015000784412-2106934,684.0
46780.0,1902-2014000174501-065378,rideHailVehicle-1902-2016000829228-0144496,28.0
46048.0,10104-2015001453276-0123287,rideHailVehicle-1902-2014000614689-074960,823.0
46886.0,100-2012000217991-04404,rideHailVehicle-100-2012000217991-04360,44.0
46884.0,202-2012000836407-016878,rideHailVehicle-201-2016000544078-1137599,57.0
46863.0,201-2014000053367-062292,rideHailVehicle-201-2014000533554-072798,65.0
46822.0,10104-2015001453276-0123281,rideHailVehicle-10104-2012000178004-13558,821.0
47250.0,1108-2016001425564-0155106,rideHailVehicle-1105-2015001283493-0120015,389.0
47534.0,1101-2015000398159-099072,rideHailVehicle-1107-2013000359041-038031,167.0
47344.0,10104-2013000258802-135836,rideHailVehicle-10102-2014000536339-172969,630.0
48123.0,900-2016000116811-0127703,rideHailVehicle-900-2015000102574-093027,67.0
48326.0,1902-2016000829228-0144507,rideHailVehicle-1500-2015000792200-0107260,84.0
48366.0,900-2013000663889-045937,rideHailVehicle-900-2015000606577-3102625,36.0
48371.0,202-2013001200076-055619,rideHailVehicle-202-2016000995092-0147662,55.0
48347.0,1600-2014001394187-090623,rideHailVehicle-1600-2015000837069-0109976,47.0
48727.0,10405-2012001118760-122789,rideHailVehicle-10405-2012001464904-029296,58.0
48821.0,1700-2013000359041-038152,rideHailVehicle-500-2012001048206-021041,218.0
48798.0,700-2015000981882-0113808,rideHailVehicle-700-2015000732389-0105727,253.0
49002.0,1600-2013001421148-059361,rideHailVehicle-1600-2013001421148-059361,5.0
48932.0,1700-2014000987574-081338,rideHailVehicle-1600-2013001394719-458859,40.0
48992.0,700-2014000585174-274370,rideHailVehicle-700-2012001382026-027407,92.0
49031.0,100-2016000544078-0137660,rideHailVehicle-100-2016000029416-1125057,114.0
49072.0,1200-2012000341159-06664,rideHailVehicle-1200-2014001441988-091314,174.0
48772.0,1902-2016000829228-0144529,rideHailVehicle-1101-2013000688375-046876,598.0
49165.0,1105-2013000226280-234963,rideHailVehicle-10103-2015000301668-097012,89.0
