timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
11,442.0,0.0,0.0,1,0,0
16,477.0,0.0,0.0,1,0,0
20,477.0,0.0,0.0,4,0,0
18,477.0,3.0,3.0,1,0,0
19,477.0,0.0,0.0,1,0,0
16,420.0,3.0,3.0,1,0,0
16,311.0,10.0,10.0,2,0,0
15,311.0,105.0,105.0,1,0,0
18,311.0,624.0,582.0,3,0,0
17,311.0,33.0,33.0,1,0,0
10,357.0,15.0,15.0,1,0,0
14,311.0,0.0,0.0,1,0,0
24,357.0,74.0,74.0,2,0,0
23,357.0,0.0,0.0,1,0,0
23,311.0,41.0,41.0,1,0,0
22,357.0,41.0,41.0,1,0,0
20,357.0,37.0,37.0,1,0,0
20,311.0,41.0,41.0,1,0,0
19,311.0,33.0,33.0,1,0,0
28,311.0,742.0,742.0,1,0,0
20,248.0,55.0,55.0,1,0,0
16,300.0,32.2,30.0,5,0,0
15,346.0,0.0,0.0,1,0,0
15,300.0,22.0,22.0,1,0,0
18,300.0,8.181818181818182,0.0,11,0,0
17,300.0,54.5,0.0,8,0,0
11,346.0,18.0,18.0,1,0,0
10,346.0,18.0,18.0,1,0,0
9,346.0,159.0,159.0,1,0,0
13,300.0,80.0,80.0,1,0,0
7,455.0,2.0,2.0,1,0,0
24,300.0,247.0,247.0,1,0,0
23,346.0,27.0,27.0,1,0,0
20,300.0,30.0,30.0,1,0,0
19,300.0,30.0,30.0,1,0,0
22,300.0,69.0,69.0,1,0,0
21,300.0,73.33333333333333,82.0,3,0,0
14,444.0,11.0,11.0,1,0,0
17,444.0,3.0,3.0,1,0,0
13,444.0,116.0,116.0,1,0,0
9,311.0,105.0,105.0,1,0,0
18,444.0,116.0,116.0,1,0,0
15,290.0,0.0,0.0,1,0,0
19,290.0,164.5,164.5,2,0,0
18,290.0,73.0,73.0,1,0,0
21,335.0,76.5,76.5,2,0,0
22,335.0,71.0,71.0,2,0,0
20,335.0,0.0,0.0,2,0,0
14,479.0,0.0,0.0,1,0,0
15,479.0,0.0,0.0,1,0,0
23,479.0,0.0,0.0,2,0,0
21,479.0,0.0,0.0,1,0,0
18,479.0,0.0,0.0,2,0,0
16,479.0,0.0,0.0,1,0,0
17,479.0,0.0,0.0,2,0,0
14,422.0,0.0,0.0,1,0,0
15,422.0,0.0,0.0,1,0,0
16,422.0,0.0,0.0,2,0,0
17,422.0,2.0,0.0,8,0,0
8,335.0,0.0,0.0,1,0,0
18,422.0,0.0,0.0,1,0,0
20,422.0,0.0,0.0,1,0,0
18,359.0,79.0,79.0,1,0,0
16,359.0,57.0,57.0,1,0,0
15,359.0,0.0,0.0,1,0,0
22,457.0,55.0,55.0,1,0,0
16,457.0,2.0,2.0,1,0,0
19,457.0,55.0,55.0,1,0,0
