timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
6,477.0,0.0,0.0,0.0
6,480.0,0.0,8.0,0.0
6,478.0,0.0,0.0,0.0
7,493.0,0.0,5.333333333333333,0.0
7,459.0,0.0,0.0,0.0
7,465.0,0.0,0.0,0.0
7,478.0,102.14285714285714,0.0,0.0
7,441.0,0.0,0.0,0.0
7,480.0,0.0,0.0,0.0
7,477.0,9.0,0.0,0.0
7,454.0,0.0,0.0,0.0
7,409.0,10.384615384615385,0.0,0.0
7,471.0,0.0,0.0,0.0
7,320.0,0.0,0.0,0.0
7,474.0,3.0869565217391304,2.608695652173913,0.0
7,445.0,0.0,0.0,0.0
7,376.0,0.0,3.4,0.0
7,448.0,20.0,0.0,0.0
7,299.0,229.41666666666666,0.0,0.0
7,451.0,0.0,0.0,0.0
7,367.0,0.0,7.0,0.0
7,476.0,3.8666666666666667,0.0,0.0
7,419.0,0.0,0.0,0.0
7,383.0,0.0,0.0,0.0
7,479.0,0.0,0.0,0.0
7,271.0,0.0,0.0,0.0
7,375.0,1.3243243243243243,24.933333333333334,0.0
7,460.0,0.0,0.0,0.0
7,337.0,9.0,0.0,0.0
7,455.0,0.0,0.0,0.0
7,338.0,0.0,0.0,0.0
7,354.0,0.0,0.0,0.0
7,404.0,0.0,0.0,0.0
7,415.0,0.0,0.0,0.0
7,355.0,0.0,7.0,0.0
7,397.0,0.0,6.0,0.0
7,292.0,0.0,0.0,0.0
7,353.0,0.0,0.0,0.0
7,435.0,30.0,0.0,0.0
7,457.0,0.0,0.0,0.0
7,470.0,0.0,0.0,0.0
7,488.0,0.0,0.0,0.0
7,395.0,0.0,0.0,0.0
7,326.0,0.0,0.0,0.0
7,403.0,0.0,0.0,0.0
7,362.0,0.0,0.0,0.0
7,401.0,0.0,0.0,0.0
7,295.0,0.0,0.0,0.0
7,423.0,0.0,0.0,0.0
7,452.0,0.0,0.0,0.0
7,374.0,0.0,3.0,0.0
7,327.0,0.0,0.0,0.0
7,405.0,0.0,0.0,0.0
7,408.0,0.0,0.0,0.0
7,458.0,0.0,0.0,0.0
7,380.0,0.0,0.0,0.0
7,347.0,0.0,0.0,0.0
7,304.0,0.0,0.0,0.0
7,306.0,10.666666666666666,0.0,0.0
7,247.0,0.0,0.0,0.0
7,449.0,0.0,0.0,0.0
7,432.0,2.8823529411764706,0.0,0.0
7,323.0,0.0,0.0,0.0
7,307.0,0.0,0.0,0.0
7,361.0,0.0,0.0,0.0
7,429.0,0.0,0.0,0.0
7,372.0,0.0,0.0,0.0
7,439.0,0.0,0.0,0.0
7,373.0,0.0,0.0,0.0
7,269.0,0.0,0.0,0.0
7,417.0,0.0,0.0,0.0
7,402.0,7.3,0.0,0.0
7,352.0,0.0,0.0,0.0
7,267.0,0.0,0.0,0.0
7,442.0,0.0,0.0,0.0
7,335.0,0.0,0.0,0.0
7,427.0,14.0,0.0,0.0
7,422.0,0.0,0.0,0.0
7,377.0,0.0,0.0,0.0
7,305.0,0.0,15.0,0.0
7,489.0,0.0,0.0,0.0
7,340.0,0.0,0.0,0.0
7,334.0,0.0,0.0,0.0
7,450.0,0.0,0.0,0.0
7,357.0,0.0,0.0,0.0
7,473.0,0.0,0.0,0.0
7,341.0,0.0,0.0,0.0
7,446.0,0.0,0.0,0.0
7,413.0,0.0,0.0,0.0
7,407.0,0.0,0.0,0.0
7,301.0,0.0,0.0,0.0
7,290.0,337.0,0.0,0.0
8,459.0,2.107142857142857,0.5,0.0
8,457.0,3.473684210526316,0.2608695652173913,0.0
8,476.0,0.0,2.3125,0.0
8,375.0,8.272727272727273,13.19047619047619,0.0
7,438.0,0.0,0.0,0.0
8,471.0,0.0,0.16831683168316833,0.0
8,446.0,0.0,0.0,0.0
8,488.0,3.78,1.2,0.0
7,311.0,0.0,0.0,0.0
7,319.0,0.0,0.0,0.0
8,338.0,87.51724137931035,4.6923076923076925,0.0
8,480.0,4.238095238095238,3.5,0.0
8,474.0,11.368146214099216,1.475177304964539,0.0
8,292.0,0.0,1.5,0.0
8,479.0,2.421875,0.125,0.0
8,401.0,22.12,1.5333333333333334,0.0
8,347.0,0.05263157894736842,0.0,0.0
8,354.0,0.0,2.0,0.0
8,409.0,4.979591836734694,1.4230769230769231,0.0
8,376.0,0.11764705882352941,9.18918918918919,0.0
8,445.0,0.0,0.42105263157894735,0.0
8,357.0,0.0,0.0,0.0
8,355.0,10.0,2.2,0.0
