iterations,bike,car,drive_transit,ride_hail,ride_hail_transit,walk,walk_transit
benchmark,0.0,79.99999999999999,2.9999999999999996,6.599999999999999,1.9999999999999996,3.999999999999999,4.399999999999999
0,0,75.41988802985871,0,23.760330578512395,0,0.519861370301253,0.29992002132764595
1,0,75.08641318798192,0.07976601967561818,22.10183461845254,0,1.083488433927147,1.6484977399627758
2,0,74.86570727501824,0.10279196233171961,21.844949930366734,0,1.051130711585649,2.135420120697659
3,0,74.27893331575304,0.20437090022085241,20.384349144608894,0,1.6382635066090911,3.494083132808122
4,0,73.27286322702298,0.20156702103449398,18.992815111024417,0,1.8921291329367014,5.640625507981404
5,0,72.39640218438805,0.144555091551558,17.796337937680693,0,2.3996145197558625,7.263090266623836
6,0,71.843914920838,0.33903726211418517,17.079801695186312,0,2.568367183751799,8.168878938109707
7,0,71.71807575515423,0.393159661179479,16.742848010228546,0,2.8480102285440307,8.297906344893718
8,0,71.76388047325956,0.25512644704531684,15.824217877985777,0,3.227349555123258,8.92942564658609
9,0,71.77149415027576,0.22633810449807135,15.467499760910453,0,3.3313143549364024,9.203353629379324
10,0,69.87508955549326,0.33641715727502103,14.42232813132729,0,3.8220727034856554,11.544092452418777
11,0,70.79434099001166,0.33399502158364053,14.601254056779153,0,3.65503985883984,10.615370072785707
12,0,70.00842722931428,0.343331564655576,14.2076843846562,0,4.023221698554886,11.417335122819065
13,0,69.93468118195956,0.2301710730948678,13.866251944012442,0,4.23950233281493,11.729393468118197
14,0,69.79173142679515,0.3388249922287846,13.720857942182157,0,4.351880634131178,11.79670500466273
15,0,70.6841210900623,0.33985776323242495,13.701302788092391,0,4.4433255711498525,10.831392787463026
16,0,70.03207623555791,0.2709351935473825,13.328765843480427,0,4.506243966242097,11.861978761172184
17,0,70.71819726820671,0.2832504563479574,13.608610813872978,0,4.547743438031095,10.84219802354126
18,0,71.17892870710396,0.2975813600101304,13.283525389388375,0,4.786627833354438,10.453336710143093
19,0,70.13408169628937,0.29622700342999686,12.803242906142813,0,5.048331774243842,11.718116619893982
20,0,69.4790925129221,0.3806988764740475,12.535206908291807,0,5.230740660497075,12.374261041814973
21,0,69.83144669735042,0.3140937927602936,12.47356636397562,0,5.4017912675705935,11.979101878343078
22,0,70.86455512877023,0.20464706252754863,12.461431899754423,0,5.390088785340973,11.079277123606825
23,0,70.96184169031851,0.22705771050141912,12.544938505203406,0,5.443077893409019,10.823084200567644
24,0,69.78937246021653,0.2667742035549214,11.92418649378044,0,5.679808915221639,12.339857927226479
25,0,70.29300478438975,0.3095781606679383,12.082929422433471,0,5.631820882454111,11.682666750054723
26,0,69.39115929941617,0.3027214036388348,11.528125289593179,0,5.952491273592191,12.825502733759615
27,0,70.37210610179024,0.19058330990095917,11.691192551629332,0,6.145530665166994,11.600587371512482
28,0,70.69621247839069,0.27345591702027344,11.56058462989156,0,6.107182146786108,11.362564827911363
29,0,69.91313011800604,0.3331568951022823,11.3958339820033,0,6.245913379207273,12.111965625681103
30,0,69.89233928682556,0.2987118053394735,11.176800049785301,0,6.419192233493061,12.2129566245566
31,0,70.10046343815122,0.15551615812882957,11.296693726478182,0,6.3575005443065535,12.089826132935212
32,0,69.69631169153458,0.27918230604584793,11.136271985606601,0,6.501845705245525,12.386388311567453
33,0,70.74770167236673,0.15688243230523047,11.220231558470083,0,6.557685670358633,11.317498666499326
34,0,70.37696367781629,0.20300446609825415,10.974733751834847,0,6.6210687404353665,11.824229363815235
35,0,70.04140593381277,0.2552847047103141,10.852713178294573,0,6.578250988449923,12.272345194732418
36,0,70.55654733940932,0.20357668577155563,10.924238153402863,0,6.777537661686868,11.5381001597294
37,0,69.8336849944148,0.24202556782921683,10.661536552066526,0,6.826362169542013,12.43639071614745
38,0,69.99813421232663,0.2643199203930593,10.610112569189626,0,6.8381118228745565,12.28932147521612
39,0,69.53619874548095,0.253375768624664,10.376046720019776,0,7.0141828631461856,12.820195902728424
40,0,70.77889447236181,0.21042713567839197,10.508793969849247,0,7.289572864321608,11.212311557788945
41,0,69.5042037586548,0.2410979228486647,10.243570722057369,0,7.140207715133531,12.870919881305637
42,0,69.6048349604835,0.36262203626220363,10.314582364791569,0,7.227646056097939,12.49031458236479
43,0,69.7092084006462,0.3541692556232136,10.420032310177707,0,7.3660991673915746,12.150490866161302
44,0,69.42419374768318,0.3027307549734338,10.22488570369455,0,7.432348943531447,12.615840850117385
45,0,70.37257171458066,0.2658992085588263,10.442018331404261,0,7.5515375230706665,11.367973222385585
46,0,70.41690105631602,0.17813613350834429,10.394399649978123,0,7.397337333583349,11.613225826614164
