ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	12.076195006550545	12.076195006550545	12.076195006550545	12.076195006550545
1	8.22746793145317	8.221757899808733	8.804392431500343	9.38702696319201
2	8.28531153374995	7.679180441261395	8.364061629037936	9.062805713831757
3	7.570048196939044	6.696933277893192	7.685208690741633	8.611017693157807
4	7.762596606150071	6.05136457506378	7.50930524157797	8.800665774172117
5	7.3010234267288325	5.175025466065813	7.071978207622493	8.681132760353268
6	7.282905165136957	4.423659728437315	6.816333545197263	8.779440056714298
7	7.377785040354009	3.7834067269294107	6.645043420466046	8.906879942232685
8	7.217796335307876	3.2218361119276695	6.420688002887714	8.849925764225128
9	7.581753286064333	2.95276389303064	6.365230624283983	8.929641371157764
10	7.18590498488381	2.3166588674407445	6.222802193443977	9.011880488077713
11	7.450421141563208	2.317304601622868	6.2509256333480385	9.07226043694464
12	7.154821453860942	2.249507591654785	6.2325280191935875	9.04107145943171
13	7.163928248920839	2.2913159443997375	6.2751341424569045	9.087158132104387
14	7.160626884447833	2.3112610580654143	6.333983421197756	9.123611585259736
15	7.8161286808009764	2.8872652039542617	6.572300083048076	9.251387391415285
16	7.6708186124487705	3.0133977258997606	6.705129808957091	9.332242979327264
17	7.776280315929133	3.3293595982224122	6.853888790639477	9.357484028229694
18	7.904518504225485	3.7133460636145443	6.9960600308629335	9.297582982105162
19	7.67370913231398	3.8308685986058713	7.072127543757219	9.373671873054297
20	7.333756482923537	3.716159361194592	7.04198336813239	9.29358527336125
21	7.373094233109504	3.8419884495398393	7.092530779838103	9.253493260127573
22	7.938673009152706	4.306460123054114	7.254670475471516	9.346118518511656
23	8.076891607611781	4.395919436858955	7.35891181173697	9.470064401354547
24	7.513861553160024	4.330650526877186	7.31767850286586	9.366452609715607
25	7.897648339009238	4.603103035771197	7.447033709151687	9.458034801529186
26	7.493637102140618	4.526496359789504	7.426905744952871	9.341624670747196
27	7.8291567483541575	4.842640805862224	7.538023395378198	9.461200673688829
28	8.056726517574202	4.982492161022551	7.611161250232584	9.454489000670334
29	7.519996069823024	4.797064688686018	7.5618546975946535	9.37932577305661
30	7.759841917377616	4.872907196544562	7.613631277250338	9.467575360298087
31	8.04062855207417	5.086200943444596	7.702894445509714	9.523877334732799
32	7.6710395592124465	4.912399118907062	7.668745693143118	9.535525578846084
33	7.928230667270792	5.3310226845001765	7.745631933291331	9.487980116179841
34	8.07847851182198	5.340770972038245	7.793127410305923	9.551792904994166
35	8.119489781352085	5.409957812590763	7.830896300267457	9.568562884634781
36	7.94604605504978	5.4418102348934045	7.839238481692084	9.507491502172524
37	7.819012930347565	5.366155297114316	7.8322120369253945	9.51806308508577
38	7.981916404239149	5.502499401675932	7.8633009315784435	9.518079334067599
39	7.832055827525378	5.404331715581727	7.822480821955244	9.49532462906494
40	7.930499042153876	5.295687197431187	7.821835766622292	9.51515948812313
41	7.416339000325182	4.982337422975393	7.706453301897788	9.426081087623922
42	7.806108180853645	5.08389363316082	7.748107381103043	9.485325143173126
43	7.740901699509752	5.136882852324998	7.76633880488755	9.467462983778532
44	7.646286727621245	5.089575642274119	7.754192258766336	9.476555962963909
45	7.970798980214054	5.313855247629894	7.828990481599185	9.582217023460226
46	8.02571898979126	5.494560810875441	7.846991597585535	9.54790216704986
47	8.004401628790028	5.454698823503284	7.842378155592527	9.544574931328775
48	7.290636932643435	4.9326201760897215	7.683373448108855	9.38178579843135
49	7.917133800239119	5.388954008831488	7.7931981195863145	9.425580563641708
50	7.97697650140554	5.586285880114551	7.845943660814688	9.456476557003711
51	7.629301653972945	5.300984675401313	7.7726457471368455	9.423199612177536
52	8.131657717636466	5.600843176816949	7.876834678142277	9.513813597367477
53	7.9251922236583265	5.432738523823429	7.8612016422180275	9.554002592643025
54	7.680148748858973	5.182518892402553	7.815638305930865	9.535587174352463
55	7.8085763136481	5.447151047284075	7.846380757238379	9.490721192816922
56	7.607633547577966	5.339215368116516	7.792679575470501	9.419688345797816
57	8.033955471678265	5.455430247281591	7.854393090064035	9.482312561196846
58	7.904023531795005	5.4225109907131275	7.8832372963378265	9.513748398056054
59	7.932278895535697	5.576550060673442	7.918008467575586	9.474045637227173
60	7.805907429767346	5.569104652055344	7.925808703210004	9.471731411132854
61	8.003608213270935	5.551198102438964	7.9538867754855245	9.535383418854165
62	8.261298089251044	5.85401024675704	8.03572984676097	9.529666269910384
63	8.012837780044295	5.761995499057216	8.016405949077527	9.540167836382201
64	7.568495387779432	5.4540562362900165	7.927546120561429	9.453687018141034
65	7.678477570534414	5.615015535254535	7.933668631737894	9.442896276916068
66	7.776325789977558	5.501874142046194	7.930220212069054	9.523602798124541
67	7.596013974449162	5.472537192327661	7.907177529352389	9.506671673559879
68	7.863876937833406	5.629967109918454	7.938792585656803	9.478562596318392
69	8.147062497598165	5.8816224231015415	8.007375485461449	9.498247986748252
70	7.91231779650001	5.794926371723663	7.979833597487005	9.449671210059543
71	7.628324280287028	5.414533582668203	7.921279462778982	9.449755602351143
72	8.19908359307042	6.037330979848201	8.08068979384358	9.489540333912158
73	7.623899883271193	5.721362832224382	7.984293999010431	9.448653233934776
74	7.88202524631358	5.873165225565008	8.00659788840338	9.437016382702827
75	7.826695061459277	5.819837492741584	7.985970261683989	9.435193203870083
76	7.843247793193052	5.726258478894938	7.9611045988504126	9.483650326327785
77	7.478103087486752	5.490928496593483	7.878105199038726	9.388174537587991
78	7.872758748971722	5.756379779995439	7.935681740353103	9.397967379468705
79	7.73700466996414	5.706879677302014	7.908775580075475	9.384547488812553
80	7.855714765722706	5.789105171398874	7.92173260541385	9.351623398542392
81	7.717478644172784	5.746074496908206	7.897825734547715	9.33559350769045
82	7.6780246063062485	5.72913404182695	7.869628726028664	9.306900853725116
83	7.915574210179258	5.852674945232893	7.905807681083845	9.342427693117946
84	7.635070872394565	5.620334674878707	7.855001358128146	9.308408407751903
85	7.650544988959371	5.667843019806702	7.866353538866658	9.341395981698042
86	7.966464034138736	5.898694019154511	7.93555490219484	9.373350695738088
87	7.7121013415314525	5.809658668067703	7.904738413355921	9.32011868958479
88	7.478222245445081	5.580290865574982	7.848547503972796	9.25385027476667
89	7.992181533255952	6.032351304554321	7.945381645652174	9.34422248418867
90	7.339792456547781	5.481880614912623	7.823866010670814	9.27469396214771
91	7.80657883937276	5.771583850697497	7.921633563643208	9.320042543006593
92	7.611555358376514	5.740330520784965	7.898037656451189	9.252437793375856
93	8.158728277765839	6.122987909343896	8.025226379276495	9.381028230515605
94	7.829201092941878	6.043768570775118	7.982697595340765	9.2839266885277
95	8.155287888830212	6.269918143337595	8.061050655059862	9.345209659655259
96	7.540180084827653	5.925518638640731	7.966047822490621	9.2985330092434
97	8.048265377143014	6.104838338428567	8.036247325642176	9.4041420826297
98	7.773607747591811	5.97974297548146	7.989603983804369	9.341685112598794
99	8.205510097507958	6.116823549527689	8.072119819098761	9.435007288586524
100	7.815330385242409	6.016151810193416	8.03917056688669	9.383302501251261
