Iteration,onDemandRideRevenue,averageOnDemandRideWaitingTimeInSeconds,totalOnDemandRideWaitingTimeInSeconds,passengerVKT,repositioningVKT,deadHeadingVKT,averageSurgePriceLevel,maxSurgePriceLevel,reservationCount
0,1726.2499999999998,2.4765873015873017,1040.1666666666667,1066.3783379999998,0.0,122.99053399999998,1.0,1.0,420
1,2520.8416666666662,3.6974110032362453,1523.333333333333,1323.9735359999997,0.0,152.41083700000007,1.0,1.0,412
2,2439.641666666663,3.4186881188118807,1381.1499999999999,1236.600319,0.0,127.35063600000001,1.0,1.0,404
3,2349.941666666665,3.8102094240837685,1455.4999999999995,1105.894565,0.0,133.31684699999997,1.0,1.0,382
4,2256.166666666666,3.5041448516579417,1338.5833333333337,1148.704602,0.0,118.924418,1.0,1.0,382
5,2159.6499999999987,3.3331912878787873,1173.283333333333,1031.103176,0.0,113.28874299999998,1.0,1.0,352
6,2046.7333333333331,3.102713178294576,1067.3333333333342,972.3610520000001,0.0,102.05753000000001,1.0,1.0,344
7,2160.4666666666667,3.120488029465931,1129.616666666667,1047.210924,0.0,113.37756000000003,1.0,1.0,362
8,2117.433333333333,3.3285511363636364,1171.65,981.2873989999999,0.0,114.163581,1.0,1.0,352
9,1984.2083333333323,3.5295138888888884,1185.9166666666665,956.2222830000001,0.0,120.08630299999999,1.0,1.0,336
10,1770.4250000000006,3.062159329140461,973.7666666666667,865.239729,0.0,99.504292,1.0,1.0,318
11,1820.8916666666676,3.3704451345755686,1085.283333333333,906.7235440000001,0.0,104.234468,1.0,1.0,322
12,1754.4416666666673,3.6203525641025633,1129.5499999999997,831.1499749999998,0.0,102.75729599999997,1.0,1.0,312
13,1623.75,3.0543046357615915,922.4000000000007,807.3666100000002,0.0,105.28966600000003,1.0,1.0,302
14,1741.2666666666676,2.9388354700854693,916.9166666666664,887.2528379999999,0.0,91.773075,1.0,1.0,312
15,1703.6833333333327,3.0473991507430997,956.8833333333333,870.2255629999999,0.0,104.23112300000004,1.0,1.0,314
16,1657.091666666667,3.3608501118568217,1001.5333333333328,783.6994239999999,0.0,106.66397699999999,1.0,1.0,298
17,1635.0000000000005,3.0130718954248357,921.9999999999998,816.9212409999999,0.0,103.54818099999999,1.0,1.0,306
18,1506.366666666667,3.021948356807511,858.2333333333332,715.69293,0.0,82.99447399999998,1.0,1.0,284
19,1478.9916666666668,3.128117913832199,919.6666666666664,711.4923050000001,0.0,106.77751300000001,1.0,1.0,294
20,1511.8500000000004,3.0277972027972013,865.9499999999996,744.969834,0.0,97.45739999999999,1.0,1.0,286
21,1603.158333333334,3.542080378250589,998.8666666666661,755.868049,0.0,104.744873,1.0,1.0,282
22,1413.6416666666662,2.9795563549160673,828.3166666666667,681.05546,0.0,82.56993700000001,1.0,1.0,278
23,1346.8000000000004,3.2562652068126536,892.216666666667,700.036821,0.0,93.02209500000002,1.0,1.0,274
24,1252.5666666666662,3.1824142156862747,865.6166666666667,638.7534859999998,0.0,78.87335200000001,1.0,1.0,272
25,1285.2083333333335,2.8773717948717947,748.1166666666667,644.170696,0.0,76.61139099999998,1.0,1.0,260
26,1205.6083333333331,2.8074289405684762,724.3166666666668,614.60475,0.0,74.62628,1.0,1.0,258
27,1220.0583333333338,2.9827380952380955,751.6500000000001,609.282618,0.0,76.64189800000001,1.0,1.0,252
28,1219.183333333334,2.815458015267174,737.6499999999996,626.066529,0.0,79.420928,1.0,1.0,262
29,1185.4583333333335,2.941666666666666,705.9999999999999,585.980907,0.0,71.90512999999999,1.0,1.0,240
30,1033.9833333333333,3.1974789915966397,761.0000000000002,540.201612,0.0,77.45939299999999,1.0,1.0,238
31,1038.4083333333342,3.225869565217391,741.9499999999999,507.12598900000006,0.0,73.69114599999999,1.0,1.0,230
32,1149.5083333333334,3.0698252688172034,761.3166666666665,586.311703,0.0,79.88234,1.0,1.0,248
33,1210.0083333333337,3.0878968253968284,778.1500000000008,613.7061749999999,0.0,80.66587700000001,1.0,1.0,252
34,1069.1500000000003,2.9618421052631567,675.2999999999997,511.045791,0.0,70.19944999999998,1.0,1.0,228
35,1201.1083333333327,2.859930555555555,686.3833333333332,592.779967,0.0,73.17093700000002,1.0,1.0,240
36,1057.1250000000002,3.575438596491227,815.1999999999998,527.462077,0.0,69.94889100000002,1.0,1.0,228
37,1145.7500000000007,3.10081120943953,700.7833333333338,551.3695710000001,0.0,66.10738599999999,1.0,1.0,226
38,1102.8249999999998,2.8156862745098037,670.1333333333333,540.7173570000001,0.0,66.426075,1.0,1.0,238
39,997.7666666666668,2.862536873156341,646.933333333333,505.16581,0.0,64.324977,1.0,1.0,226
40,920.5000000000001,2.7965732087227417,598.4666666666667,477.70477999999997,0.0,70.64859,1.0,1.0,214
41,1016.366666666667,3.06628086419753,662.3166666666665,512.466708,0.0,69.51598299999999,1.0,1.0,216
42,1052.7000000000003,3.375520833333332,756.1166666666663,537.861912,0.0,70.63450900000001,1.0,1.0,224
43,1010.2416666666667,3.024999999999999,683.6499999999997,526.5736300000001,0.0,67.02744899999999,1.0,1.0,226
44,1039.8833333333337,2.7160201149425287,630.1166666666667,540.151656,0.0,69.85262900000001,1.0,1.0,232
45,966.2333333333333,3.397012578616353,720.1666666666669,500.24330299999997,0.0,71.11026799999999,1.0,1.0,212
46,1049.6250000000005,3.6131465517241383,838.2500000000001,537.6500100000002,0.0,75.505814,1.0,1.0,232
47,1043.1916666666666,3.1192192192192194,692.4666666666667,512.3978710000001,0.0,64.939345,1.0,1.0,222
48,983.8583333333332,3.2092592592592593,693.2,510.57752899999997,0.0,72.53538500000002,1.0,1.0,216
49,1075.3416666666667,3.0905701754385957,704.6499999999999,549.3376850000001,0.0,68.94407299999999,1.0,1.0,228
50,1039.8166666666673,3.333408408408408,740.0166666666665,536.1508249999999,0.0,81.163724,1.0,1.0,222
51,841.1000000000003,3.0408249158249157,602.0833333333333,433.841044,0.0,56.97799300000001,1.0,1.0,198
52,946.7749999999999,2.7561526479750795,589.8166666666671,485.95261600000003,0.0,62.354595,1.0,1.0,214
53,1005.191666666667,3.163864306784659,715.0333333333328,525.7282649999999,0.0,74.30527299999999,1.0,1.0,226
54,976.6750000000004,3.4435015290519866,750.683333333333,492.5281769999999,0.0,70.44909599999997,1.0,1.0,218
55,963.525,3.4552469135802477,746.3333333333335,498.5742170000001,0.0,81.644454,1.0,1.0,216
56,1021.7666666666665,2.8691091954023005,665.6333333333337,526.592586,0.0,66.19586299999999,1.0,1.0,232
57,910.2416666666664,2.786764705882356,568.5000000000006,473.69821,0.0,58.68945600000001,1.0,1.0,204
58,1091.341666666667,3.07551622418879,695.0666666666666,563.1174570000001,0.0,68.97216100000001,1.0,1.0,226
59,961.3333333333333,2.9267460317460325,614.6166666666668,482.982596,0.0,61.63489199999999,1.0,1.0,210
60,946.5416666666667,3.361085626911315,732.7166666666667,467.31116,0.0,80.300077,1.0,1.0,218
61,963.7499999999998,2.869675925925926,619.85,521.6386600000001,0.0,67.904189,1.0,1.0,216
62,815.2833333333333,2.962840136054422,580.7166666666667,406.160849,0.0,62.603246999999996,1.0,1.0,196
63,898.4166666666667,3.012009803921569,614.45,448.921673,0.0,71.77819000000002,1.0,1.0,204
64,1005.9750000000001,2.7776234567901237,599.9666666666667,541.718957,0.0,69.482713,1.0,1.0,216
65,974.5916666666668,2.940672782874618,641.0666666666667,535.7386710000001,0.0,77.24918699999999,1.0,1.0,218
66,909.3833333333329,3.026762820512821,629.5666666666667,462.86672799999997,0.0,65.776864,1.0,1.0,208
67,917.8416666666666,3.4455128205128207,716.6666666666667,472.6916730000001,0.0,65.23948399999999,1.0,1.0,208
68,875.8000000000002,2.9150673400673397,577.1833333333333,449.442398,0.0,65.393725,1.0,1.0,198
69,906.4833333333332,3.323477564102565,691.2833333333335,457.21164799999997,0.0,69.16822499999999,1.0,1.0,208
70,917.8166666666666,2.675873015873016,561.9333333333334,457.49075899999997,0.0,61.386097000000014,1.0,1.0,210
71,832.5250000000005,2.8860824742268036,559.8999999999999,425.794199,0.0,60.87857300000001,1.0,1.0,194
72,980.9999999999998,3.0106481481481477,650.3,485.923293,0.0,62.03502699999999,1.0,1.0,216
73,870.7916666666662,2.991909385113269,616.3333333333334,434.35151999999994,0.0,66.39099699999998,1.0,1.0,206
74,835.1499999999997,3.2835016835016853,650.1333333333337,444.4418010000001,0.0,65.30068299999999,1.0,1.0,198
75,817.2750000000003,2.942204301075269,547.25,441.062315,0.0,56.38179900000001,1.0,1.0,186
76,850.9833333333335,2.8039965986394564,549.5833333333335,455.21031300000004,0.0,56.36358799999999,1.0,1.0,196
77,868.125,2.971969696969697,588.45,432.63548299999997,0.0,63.829581000000005,1.0,1.0,198
78,829.0499999999998,3.1466019417475724,648.1999999999999,449.70700200000005,0.0,68.39608,1.0,1.0,206
79,800.8583333333331,2.783859649122808,528.9333333333335,408.005657,0.0,50.964524000000004,1.0,1.0,190
80,903.758333333333,2.8838996763754046,594.0833333333334,474.00903400000004,0.0,64.574512,1.0,1.0,206
81,932.2750000000003,2.587227414330218,553.6666666666666,502.8521570000001,0.0,62.63945500000001,1.0,1.0,214
82,879.6666666666663,2.8971947194719467,585.2333333333332,455.43817799999994,0.0,59.819547,1.0,1.0,202
83,859.0916666666669,2.635478547854786,532.3666666666668,463.34258199999994,0.0,62.16523,1.0,1.0,202
84,783.858333333333,3.059259259259259,550.6666666666666,378.543865,0.0,58.652795000000005,1.0,1.0,180
85,821.1166666666666,2.9970297029702957,605.3999999999997,427.623343,0.0,60.12715299999999,1.0,1.0,202
86,720.175,2.7961174242424254,492.11666666666684,370.41472000000005,0.0,58.664228000000016,1.0,1.0,176
87,765.033333333333,3.1882022471910108,567.4999999999999,394.9995809999999,0.0,56.322641,1.0,1.0,178
88,922.4000000000001,2.6207920792079213,529.4000000000001,480.9414179999999,0.0,56.012640999999995,1.0,1.0,202
89,839.0749999999998,3.08804713804714,611.4333333333337,428.970128,0.0,65.26557799999999,1.0,1.0,198
90,863.6999999999999,3.0301870748299335,593.916666666667,428.79516699999994,0.0,65.71267399999999,1.0,1.0,196
91,908.0083333333329,3.182833333333333,636.5666666666666,478.40356099999985,0.0,67.509329,1.0,1.0,200
92,908.6916666666666,2.6907407407407393,532.7666666666664,477.1742210000001,0.0,57.734688999999996,1.0,1.0,198
93,953.0333333333332,3.126984126984127,656.6666666666666,496.19157100000007,0.0,65.01250100000001,1.0,1.0,210
94,884.5333333333332,2.604656862745099,531.3500000000003,467.640387,0.0,57.635729999999995,1.0,1.0,204
95,851.1999999999997,3.2213541666666674,618.5000000000001,436.87275200000005,0.0,66.54216699999999,1.0,1.0,192
96,886.3499999999998,2.954761904761905,579.1333333333333,454.17093200000005,0.0,55.53526,1.0,1.0,196
97,870.0416666666669,2.759114583333334,529.7500000000001,452.08801100000005,0.0,59.674063000000004,1.0,1.0,192
98,810.2583333333334,2.6626315789473676,505.8999999999998,430.54790800000006,0.0,58.432481,1.0,1.0,190
99,926.2999999999998,2.752295918367346,539.4499999999998,457.280481,0.0,61.68524099999999,1.0,1.0,196
100,890.5250000000005,2.7132686084142397,558.9333333333334,460.08095800000007,0.0,63.029313,1.0,1.0,206
