personId,x,y,actType
100-2013000202866-034516,-96.70513345073583,43.59645360023017,Home
100-2013000202866-034516,-96.70491729952964,43.59063900890892,Work
100-2013000202866-034516,-96.70513345073583,43.59645360023017,Home
100-2013000202866-034549,-96.70513345073583,43.59645360023017,Home
100-2013000202866-034549,-96.71137240109657,43.585603350251894,Secondary
100-2013000202866-034549,-96.70513345073583,43.59645360023017,Home
100-2014000322030-068904,-96.71137240109657,43.585603350251894,Home
100-2014000322030-068904,-96.74406747883845,43.568185009779036,Secondary
100-2014000322030-068904,-96.71137240109657,43.585603350251894,Home
100-2014000322030-068938,-96.70893560043952,43.586773750026104,Home
100-2014000322030-068938,-96.7113406503904,43.59367185006809,Secondary
100-2014000322030-068938,-96.70893560043952,43.586773750026104,Home
100-2014000545247-073269,-96.70883114715966,43.60194777657787,Home
100-2014000545247-073269,-96.723894699045,43.58745822841107,Work
100-2014000545247-073269,-96.70883114715966,43.60194777657787,Home
100-2015000354278-097744,-96.721366300649,43.58649055006643,Home
100-2015000354278-097744,-96.7114477263471,43.560283250746785,Work
100-2015000354278-097744,-96.721366300649,43.58649055006643,Home
100-2015000392807-098605,-96.70139355111267,43.58200605025077,Home
100-2015000392807-098605,-96.74366069897953,43.514862126905655,Secondary
100-2015000392807-098605,-96.70139355111267,43.58200605025077,Home
100-2015000639307-0103603,-96.7038189641896,43.58024307716523,Home
100-2015000639307-0103603,-96.71985565512402,43.55731010048435,Work
100-2015000639307-0103603,-96.7038189641896,43.58024307716523,Home
100-2015000794086-0107295,-96.70883114715966,43.60194777657787,Home
100-2015000794086-0107295,-96.70243324979333,43.587425904940204,Secondary
100-2015000794086-0107295,-96.70883114715966,43.60194777657787,Home
100-2015000794086-0107332,-96.70883114715966,43.60194777657787,Home
100-2015000794086-0107332,-96.76358889995802,43.60182797562752,Secondary
100-2015000794086-0107332,-96.70883114715966,43.60194777657787,Home
100-2015001265529-0119585,-96.70883114715966,43.60194777657787,Home
100-2015001265529-0119585,-96.72138915275573,43.58038057557469,Work
100-2015001265529-0119585,-96.70883114715966,43.60194777657787,Home
100-2016000171219-0128782,-96.71885354598085,43.587458856569434,Home
100-2016000171219-0128782,-96.70394851991719,43.56234674834774,Secondary
100-2016000171219-0128782,-96.71885354598085,43.587458856569434,Home
100-2016000171219-0128817,-96.71885354598085,43.587458856569434,Home
100-2016000171219-0128817,-96.71647409823332,43.56211173649175,Work
100-2016000171219-0128817,-96.71885354598085,43.587458856569434,Home
100-2016000171219-0128852,-96.71885354598085,43.587458856569434,Home
100-2016000171219-0128852,-96.71985565512402,43.55731010048435,Secondary
100-2016000171219-0128852,-96.71885354598085,43.587458856569434,Home
100-2016000610766-0139314,-96.755998900042,43.56361259999229,Home
100-2016000610766-0139314,-96.74740500006175,43.55696870000489,Work
100-2016000610766-0139314,-96.755998900042,43.56361259999229,Home
100-2016000610766-0139369,-96.755998900042,43.56361259999229,Home
100-2016000610766-0139369,-96.74900059946266,43.54394992173564,Work
100-2016000610766-0139369,-96.755998900042,43.56361259999229,Home
1001-2012000078687-01435,-96.78597660655498,43.541999425877194,Home
1001-2012000078687-01435,-96.74900059946266,43.54394992173564,Work
1001-2012000078687-01435,-96.78597660655498,43.541999425877194,Home
1001-2012000078687-01475,-96.78597660655498,43.541999425877194,Home
1001-2012000078687-01475,-96.74900059946266,43.54394992173564,Work
1001-2012000078687-01475,-96.78597660655498,43.541999425877194,Home
1001-2012000595768-011839,-96.77934085370948,43.55682385034281,Home
1001-2012000595768-011839,-96.75125192744673,43.552382625691564,Work
1001-2012000595768-011839,-96.77934085370948,43.55682385034281,Home
1001-2012000595768-011874,-96.78027475281905,43.55739345022212,Home
1001-2012000595768-011874,-96.7587710630669,43.552693725680975,Work
1001-2012000595768-011874,-96.78027475281905,43.55739345022212,Home
1001-2012000854454-017417,-96.78141370349081,43.54454870073469,Home
1001-2012000854454-017417,-96.76119155024831,43.55355035009855,Secondary
1001-2012000854454-017417,-96.78141370349081,43.54454870073469,Home
1001-2012000854454-017453,-96.78141370349081,43.54454870073469,Home
1001-2012000854454-017453,-96.76116365060794,43.54925270014444,Work
1001-2012000854454-017453,-96.78141370349081,43.54454870073469,Home
1001-2012000854454-017597,-96.78141370349081,43.54454870073469,Home
1001-2012000854454-017597,-96.75194589462548,43.55457060195271,Work
1001-2012000854454-017597,-96.78141370349081,43.54454870073469,Home
1001-2013000365992-138348,-96.78141370349081,43.54454870073469,Home
1001-2013000365992-138348,-96.75867422286876,43.543911230868176,Work
1001-2013000365992-138348,-96.78141370349081,43.54454870073469,Home
1001-2013000376438-038581,-96.77934085370948,43.55682385034281,Home
1001-2013000376438-038581,-96.75371107286225,43.54393053086724,Secondary
1001-2013000376438-038581,-96.77934085370948,43.55682385034281,Home
1001-2013000376438-038621,-96.77934085370948,43.55682385034281,Home
1001-2013000376438-038621,-96.75125192744673,43.552382625691564,Work
1001-2013000376438-038621,-96.77934085370948,43.55682385034281,Home
1001-2013000376438-038661,-96.78027475281905,43.55739345022212,Home
1001-2013000376438-038661,-96.7587710630669,43.552693725680975,Work
1001-2013000376438-038661,-96.78027475281905,43.55739345022212,Home
1001-2013000430975-040333,-96.78597660655498,43.541999425877194,Home
1001-2013000430975-040333,-96.76332884938324,43.55159522033668,Work
1001-2013000430975-040333,-96.78597660655498,43.541999425877194,Home
1001-2013000430975-040397,-96.78597660655498,43.541999425877194,Home
1001-2013000430975-040397,-96.74900059946266,43.54394992173564,Work
1001-2013000430975-040397,-96.78597660655498,43.541999425877194,Home
1001-2013000636360-045351,-96.78597660655498,43.541999425877194,Home
