timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
8,442.0,0.0,0.0,1,0,0
16,477.0,0.0,0.0,2,0,0
15,477.0,0.0,0.0,1,0,0
20,477.0,35.0,0.0,8,0,0
21,477.0,0.0,0.0,1,0,0
18,477.0,1.0,0.0,3,0,0
19,420.0,0.0,0.0,1,0,0
16,311.0,347.0,347.0,2,0,0
18,311.0,719.0,719.0,1,0,0
17,311.0,33.0,33.0,1,0,0
10,357.0,15.0,15.0,1,0,0
24,357.0,7.0,7.0,1,0,0
23,357.0,0.0,0.0,1,0,0
23,311.0,41.0,41.0,1,0,0
22,357.0,0.0,0.0,1,0,0
26,311.0,746.0,746.0,1,0,0
20,311.0,41.0,41.0,1,0,0
19,311.0,33.0,33.0,1,0,0
20,248.0,55.0,55.0,1,0,0
23,455.0,2.0,2.0,1,0,0
16,300.0,30.0,30.0,3,0,0
18,300.0,21.428571428571427,30.0,7,0,0
17,300.0,27.333333333333332,30.0,3,0,0
11,346.0,18.0,18.0,1,0,0
10,346.0,18.0,18.0,1,0,0
9,346.0,20.0,20.0,1,0,0
24,300.0,2.0,2.0,1,0,0
19,300.0,30.0,30.0,5,0,0
22,300.0,5.0,5.0,1,0,0
21,300.0,4.333333333333333,0.0,3,0,0
17,444.0,11.0,11.0,1,0,0
13,444.0,116.0,116.0,1,0,0
8,311.0,0.0,0.0,1,0,0
10,311.0,105.0,105.0,1,0,0
18,444.0,0.0,0.0,1,0,0
15,290.0,0.0,0.0,1,0,0
19,290.0,164.5,164.5,2,0,0
18,290.0,73.0,73.0,1,0,0
23,335.0,0.0,0.0,2,0,0
24,335.0,3.3333333333333335,0.0,3,0,0
21,335.0,2.0,2.0,2,0,0
22,335.0,0.0,0.0,1,0,0
20,335.0,0.0,0.0,2,0,0
18,335.0,1.0,1.0,2,0,0
12,479.0,0.0,0.0,1,0,0
23,479.0,0.0,0.0,2,0,0
18,479.0,0.0,0.0,3,0,0
19,479.0,0.0,0.0,1,0,0
16,479.0,0.0,0.0,3,0,0
17,479.0,0.0,0.0,2,0,0
14,422.0,0.0,0.0,4,0,0
15,422.0,3.0,3.0,1,0,0
16,422.0,0.0,0.0,4,0,0
17,422.0,0.8571428571428571,0.0,7,0,0
18,422.0,6.666666666666667,8.0,6,0,0
19,422.0,4.375,5.5,8,0,0
20,422.0,3.0,3.0,1,0,0
21,422.0,0.0,0.0,1,0,0
8,359.0,0.0,0.0,1,0,0
16,359.0,28.5,28.5,2,0,0
21,457.0,0.0,0.0,1,0,0
20,457.0,17.333333333333332,26.0,3,0,0
23,457.0,0.0,0.0,1,0,0
22,457.0,27.0,27.0,1,0,0
17,457.0,0.0,0.0,1,0,0
16,457.0,2.0,2.0,1,0,0
19,457.0,0.0,0.0,2,0,0
18,457.0,0.0,0.0,2,0,0
25,446.0,881.0,881.0,2,0,0
24,446.0,122.5,0.0,6,0,0
22,302.0,36.0,36.0,2,0,0
24,302.0,150.0,138.0,3,0,0
23,302.0,34.0,34.0,1,0,0
18,302.0,18.0,18.0,1,0,0
17,302.0,12.0,18.0,3,0,0
20,302.0,45.333333333333336,63.0,3,0,0
19,302.0,0.0,0.0,1,0,0
13,446.0,0.0,0.0,1,0,0
12,446.0,0.0,0.0,1,0,0
15,446.0,0.0,0.0,2,0,0
14,446.0,49.0,49.0,1,0,0
17,400.0,65.0,65.0,1,0,0
8,446.0,1.0,1.0,1,0,0
16,400.0,0.0,0.0,1,0,0
11,446.0,0.0,0.0,1,0,0
10,446.0,0.0,0.0,1,0,0
21,446.0,49.875,1.5,8,0,0
20,446.0,13.75,3.5,8,0,0
19,400.0,88.0,117.0,3,0,0
23,446.0,0.0,0.0,1,0,0
18,400.0,9.5,9.5,2,0,0
22,446.0,14.333333333333334,0.0,3,0,0
16,446.0,0.5,0.5,2,0,0
18,446.0,38.4,0.0,5,0,0
21,375.0,5.0,5.0,1,0,0
14,375.0,0.0,0.0,2,0,0
15,375.0,0.0,0.0,3,0,0
16,375.0,0.0,0.0,6,0,0
17,375.0,75.75,18.5,4,0,0
18,375.0,65.66666666666667,0.0,3,0,0
19,375.0,5.0,5.0,1,0,0
20,375.0,0.0,0.0,3,0,0
23,473.0,0.0,0.0,1,0,0
20,409.0,106.0,106.0,2,0,0
19,409.0,348.0,212.0,3,0,0
22,364.0,289.5,289.5,2,0,0
18,409.0,260.1111111111111,35.0,9,0,0
17,409.0,0.0,0.0,8,0,0
15,364.0,0.0,0.0,1,0,0
17,364.0,9.0,9.0,1,0,0
11,375.0,0.0,0.0,2,0,0
12,375.0,0.0,0.0,1,0,0
16,409.0,4.0,6.0,3,0,0
15,409.0,0.0,0.0,3,0,0
20,353.0,2.0,2.0,1,0,0
19,353.0,5.5,5.5,2,0,0
18,353.0,0.0,0.0,1,0,0
24,353.0,8.0,0.0,5,0,0
23,353.0,20.0,20.0,1,0,0
22,353.0,2.0,2.0,2,0,0
21,353.0,19.0,19.0,1,0,0
9,451.0,123.0,123.0,1,0,0
15,486.0,2.0,2.0,2,0,0
14,486.0,4.0,4.0,1,0,0
19,377.0,6.666666666666667,5.0,6,0,0
19,331.0,1.0,1.0,2,0,0
20,331.0,35.0,35.0,1,0,0
20,377.0,138.5,138.5,2,0,0
21,377.0,0.0,0.0,1,0,0
22,377.0,81.0,81.0,1,0,0
23,377.0,277.0,277.0,1,0,0
24,377.0,99.0,0.0,7,0,0
11,377.0,0.0,0.0,1,0,0
13,377.0,562.0,562.0,1,0,0
15,377.0,15.0,15.0,1,0,0
23,331.0,45.0,45.0,1,0,0
16,377.0,368.0,368.0,1,0,0
24,331.0,47.75,61.5,4,0,0
21,331.0,42.0,42.0,1,0,0
18,377.0,0.0,0.0,1,0,0
22,331.0,14.666666666666666,2.0,3,0,0
19,320.0,39.5,39.5,2,0,0
20,320.0,33.333333333333336,0.0,3,0,0
17,320.0,13.666666666666666,0.0,3,0,0
18,320.0,27.0,0.0,3,0,0
15,320.0,39.5,39.5,2,0,0
13,320.0,37.0,37.0,2,0,0
14,320.0,115.0,115.0,1,0,0
23,320.0,86.5,86.5,2,0,0
24,320.0,0.0,0.0,3,0,0
21,320.0,70.0,70.0,1,0,0
22,320.0,0.0,0.0,1,0,0
18,464.0,38.0,38.0,1,0,0
19,464.0,0.0,0.0,3,0,0
16,464.0,31.0,31.0,1,0,0
10,377.0,0.0,0.0,1,0,0
13,464.0,15.0,15.0,1,0,0
26,464.0,381.0,381.0,1,0,0
22,464.0,0.0,0.0,1,0,0
23,464.0,190.5,190.5,2,0,0
20,464.0,0.0,0.0,1,0,0
18,355.0,0.0,0.0,1,0,0
24,355.0,0.0,0.0,1,0,0
21,355.0,0.0,0.0,1,0,0
20,355.0,0.0,0.0,1,0,0
19,355.0,35.0,35.0,1,0,0
8,320.0,0.0,0.0,1,0,0
17,442.0,0.0,0.0,2,0,0
17,488.0,0.0,0.0,1,0,0
16,442.0,0.0,0.0,7,0,0
19,442.0,0.0,0.0,3,0,0
18,442.0,0.0,0.0,2,0,0
15,442.0,0.0,0.0,11,0,0
14,442.0,0.0,0.0,3,0,0
20,442.0,0.0,0.0,2,0,0
20,488.0,0.0,0.0,2,0,0
19,488.0,0.0,0.0,6,0,0
23,442.0,0.0,0.0,1,0,0
18,488.0,0.0,0.0,9,0,0
24,439.0,6.444444444444445,0.0,9,0,0
25,439.0,99.5,99.5,2,0,0
20,439.0,205.5,205.5,4,0,0
21,439.0,29.0,29.0,8,0,0
22,439.0,33.142857142857146,58.0,7,0,0
23,439.0,0.0,0.0,1,0,0
29,439.0,0.0,0.0,1,0,0
16,439.0,0.0,0.0,1,0,0
17,285.0,22.0,22.0,1,0,0
17,439.0,0.0,0.0,3,0,0
18,285.0,22.0,22.0,1,0,0
15,285.0,0.0,0.0,1,0,0
18,439.0,11.6,0.0,5,0,0
19,439.0,6.4,0.0,5,0,0
19,285.0,22.0,22.0,1,0,0
20,285.0,120.5,120.5,2,0,0
16,383.0,2.0,2.0,2,0,0
17,383.0,2.0,2.0,2,0,0
19,383.0,2.0,2.0,2,0,0
8,319.0,149.0,149.0,1,0,0
20,417.0,0.0,0.0,1,0,0
14,274.0,0.0,0.0,1,0,0
16,319.0,13.5,13.5,2,0,0
16,372.0,22.5,22.5,2,0,0
17,372.0,22.5,22.5,2,0,0
18,372.0,45.0,45.0,1,0,0
17,319.0,0.0,0.0,1,0,0
19,372.0,26.5,26.5,2,0,0
20,372.0,0.0,0.0,1,0,0
21,372.0,0.0,0.0,2,0,0
22,372.0,528.0,528.0,1,0,0
23,372.0,95.0,95.0,1,0,0
23,470.0,29.0,29.0,1,0,0
24,319.0,61.75,36.0,4,0,0
23,319.0,19.0,19.0,2,0,0
24,470.0,17.0,17.0,3,0,0
21,470.0,29.0,29.0,2,0,0
22,470.0,0.0,0.0,1,0,0
19,470.0,15.333333333333334,17.0,3,0,0
20,319.0,0.0,0.0,2,0,0
13,383.0,2.0,2.0,1,0,0
19,319.0,0.0,0.0,2,0,0
20,470.0,66.2,29.0,5,0,0
14,383.0,2.0,2.0,1,0,0
22,319.0,4.4,0.0,5,0,0
15,383.0,5.25,2.0,4,0,0
18,470.0,144.0,144.0,1,0,0
21,319.0,201.0,201.0,2,0,0
19,417.0,13.0,13.0,1,0,0
27,470.0,217.0,217.0,1,0,0
28,470.0,175.0,175.0,1,0,0
17,417.0,13.0,13.0,1,0,0
25,470.0,175.0,175.0,1,0,0
16,417.0,0.0,0.0,1,0,0
26,470.0,217.0,217.0,1,0,0
23,361.0,36.0,36.0,2,0,0
22,361.0,347.0,347.0,1,0,0
21,361.0,48.0,48.0,1,0,0
19,361.0,66.0,66.0,1,0,0
18,361.0,66.0,66.0,1,0,0
17,361.0,40.5,40.5,2,0,0
16,361.0,36.0,36.0,1,0,0
15,470.0,0.0,0.0,1,0,0
16,470.0,8.5,8.5,2,0,0
23,274.0,0.0,0.0,2,0,0
24,274.0,88.0,88.0,2,0,0
15,372.0,158.0,158.0,2,0,0
17,274.0,0.0,0.0,1,0,0
22,274.0,57.5,57.5,2,0,0
20,274.0,115.0,115.0,2,0,0
22,350.0,41.0,41.0,1,0,0
19,350.0,0.0,0.0,1,0,0
18,350.0,0.0,0.0,1,0,0
19,396.0,0.0,0.0,1,0,0
21,396.0,254.0,254.0,1,0,0
20,396.0,0.0,0.0,1,0,0
13,361.0,95.0,95.0,1,0,0
17,287.0,0.0,0.0,1,0,0
18,287.0,0.0,0.0,2,0,0
19,419.0,0.0,0.0,1,0,0
18,419.0,0.0,0.0,1,0,0
23,419.0,0.0,0.0,1,0,0
22,419.0,0.0,0.0,1,0,0
14,374.0,11.0,11.0,1,0,0
19,374.0,148.0,148.0,1,0,0
10,419.0,0.0,0.0,1,0,0
15,419.0,29.0,29.0,1,0,0
21,408.0,0.0,0.0,5,0,0
