timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
28180.0,10600-2014000159546-164938,rideHailVehicle-10600-2014001194700-087287,36.0
28739.0,1105-2016000012225-3124445,rideHailVehicle-1105-2016001257783-0153062,19.0
28878.0,1108-2013000066284-031074,rideHailVehicle-1108-2012000963809-019242,408.0
29145.0,700-2012000651476-113086,rideHailVehicle-700-2015000542370-0100930,67.0
29246.0,1801-2012000629682-112467,rideHailVehicle-1804-2015000367198-098138,50.0
29361.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29435.0,201-2015000050024-092430,rideHailVehicle-201-2013000280546-136649,58.0
29659.0,401-2016000086561-0126840,rideHailVehicle-500-2016000607896-1139226,40.0
29821.0,202-2015000795744-0107570,rideHailVehicle-202-2015000272305-096316,62.0
30228.0,1200-2015000833379-0109842,rideHailVehicle-1200-2016000545350-0137800,53.0
30355.0,202-2012000584680-011648,rideHailVehicle-201-2012000281261-05855,213.0
30979.0,201-2013000298655-037293,rideHailVehicle-100-2016000512639-0137099,188.0
31128.0,1600-2012001302805-025116,rideHailVehicle-1600-2016000069252-0126512,44.0
31185.0,401-2015001376903-0122003,rideHailVehicle-500-2015000784412-0106996,108.0
31368.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
32048.0,1500-2013000579338-044066,rideHailVehicle-1500-2016000294367-1131776,43.0
32367.0,700-2015001196834-0117981,rideHailVehicle-700-2012000855549-017685,23.0
32663.0,10600-2014000174704-065399,rideHailVehicle-1101-2014000407457-070049,106.0
32962.0,500-2012000131467-02264,rideHailVehicle-401-2016001437406-0155382,104.0
33770.0,600-2014000869030-178728,rideHailVehicle-600-2013001357772-058418,101.0
34939.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
35386.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
36124.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36420.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
36496.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
37495.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
