WaitingTime,Hour,Count
2.0,1,0
2.0,2,0
2.0,3,0
2.0,4,0
2.0,5,0
2.0,6,0
2.0,7,0
2.0,8,2
2.0,9,12
2.0,10,5
2.0,11,7
2.0,12,15
2.0,13,20
2.0,14,31
2.0,15,50
2.0,16,77
2.0,17,125
2.0,18,161
2.0,19,160
2.0,20,116
2.0,21,135
2.0,22,96
2.0,23,85
2.0,24,47
2.0,25,60
2.0,26,2
2.0,27,2
2.0,28,2
2.0,29,0
2.0,30,0
2.0,31,0
5.0,1,0
5.0,2,0
5.0,3,0
5.0,4,0
5.0,5,0
5.0,6,0
5.0,7,0
5.0,8,0
5.0,9,2
5.0,10,0
5.0,11,2
5.0,12,1
5.0,13,2
5.0,14,4
5.0,15,4
5.0,16,4
5.0,17,11
5.0,18,16
5.0,19,22
5.0,20,26
5.0,21,25
5.0,22,34
5.0,23,27
5.0,24,28
5.0,25,59
5.0,26,0
5.0,27,1
5.0,28,0
5.0,29,0
5.0,30,0
5.0,31,0
10.0,1,0
10.0,2,0
10.0,3,0
10.0,4,0
10.0,5,0
10.0,6,0
10.0,7,0
10.0,8,0
10.0,9,1
10.0,10,0
10.0,11,0
10.0,12,0
10.0,13,1
10.0,14,4
10.0,15,1
10.0,16,2
10.0,17,12
10.0,18,9
10.0,19,10
10.0,20,6
10.0,21,16
10.0,22,5
10.0,23,8
10.0,24,12
10.0,25,70
10.0,26,11
10.0,27,0
10.0,28,0
10.0,29,0
10.0,30,0
10.0,31,0
20.0,1,0
20.0,2,0
20.0,3,0
20.0,4,0
20.0,5,0
20.0,6,0
20.0,7,0
20.0,8,0
20.0,9,0
20.0,10,0
20.0,11,0
20.0,12,0
20.0,13,2
20.0,14,2
20.0,15,0
20.0,16,0
20.0,17,0
20.0,18,9
20.0,19,10
20.0,20,5
20.0,21,10
20.0,22,8
20.0,23,3
20.0,24,2
20.0,25,12
20.0,26,1
20.0,27,2
20.0,28,1
20.0,29,0
20.0,30,0
20.0,31,0
30.0,1,0
30.0,2,0
30.0,3,0
30.0,4,0
30.0,5,0
30.0,6,0
30.0,7,0
30.0,8,0
30.0,9,0
30.0,10,0
30.0,11,0
30.0,12,0
30.0,13,2
30.0,14,0
30.0,15,1
30.0,16,0
30.0,17,0
30.0,18,3
30.0,19,0
30.0,20,1
30.0,21,0
30.0,22,0
30.0,23,0
30.0,24,1
30.0,25,2
30.0,26,0
30.0,27,0
30.0,28,0
30.0,29,1
30.0,30,0
30.0,31,0
60.0,1,0
60.0,2,0
60.0,3,0
60.0,4,0
60.0,5,0
60.0,6,0
60.0,7,0
60.0,8,0
60.0,9,0
60.0,10,0
60.0,11,0
60.0,12,0
60.0,13,0
60.0,14,0
60.0,15,0
60.0,16,0
60.0,17,0
60.0,18,0
60.0,19,0
60.0,20,0
60.0,21,0
60.0,22,0
60.0,23,0
60.0,24,0
60.0,25,0
60.0,26,0
60.0,27,0
60.0,28,0
60.0,29,0
60.0,30,0
60.0,31,0
60+,1,0
60+,2,0
60+,3,0
60+,4,0
60+,5,0
60+,6,0
60+,7,0
60+,8,0
60+,9,0
60+,10,0
60+,11,0
60+,12,0
60+,13,0
60+,14,0
60+,15,0
60+,16,0
60+,17,0
60+,18,0
60+,19,0
60+,20,0
60+,21,0
60+,22,0
60+,23,0
60+,24,0
60+,25,0
60+,26,0
60+,27,0
60+,28,0
60+,29,0
60+,30,0
60+,31,0
