timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
27213.0,1001-2012000444431-09529,rideHailVehicle-1001-2015000804471-0108125,58.0
28329.0,1101-2014001139730-185446,rideHailVehicle-1101-2014000125384-064400,5.0
28531.0,1902-2016001178626-0150112,rideHailVehicle-1902-2016001153481-0149743,32.0
29160.0,600-2012000817002-016269,rideHailVehicle-600-2014000114846-063990,50.0
29094.0,401-2014000228364-066676,rideHailVehicle-401-2014000228364-066764,0.0
29221.0,1106-2013000035041-230120,rideHailVehicle-1106-2013001128965-053811,8.0
29221.0,1106-2012000711495-013960,rideHailVehicle-1107-2013000105963-031724,8.0
29391.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29429.0,500-2016000266802-0131097,rideHailVehicle-500-2012000131467-02178,58.0
29528.0,600-2016000215667-0129541,rideHailVehicle-600-2015001270029-0119700,13.0
29974.0,1108-2014000520011-072646,rideHailVehicle-1108-2015001059501-0115193,4.0
30009.0,500-2014000054409-062496,rideHailVehicle-500-2016000510160-0136733,58.0
30083.0,1108-2012000486566-010008,rideHailVehicle-1108-2016001082300-0148481,4.0
30250.0,900-2016000628571-0139638,rideHailVehicle-1001-2015000804471-0108125,32.0
30336.0,700-2016000215171-0129369,rideHailVehicle-900-2016000327234-0132073,16.0
30546.0,600-2016001232300-0152451,rideHailVehicle-600-2014000448294-170637,38.0
30556.0,1200-2013001097023-053370,rideHailVehicle-1200-2014000585174-274404,43.0
30841.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30444.0,100-2012000420927-08848,rideHailVehicle-100-2014000858265-078465,618.0
31021.0,1101-2013000153074-032828,rideHailVehicle-1107-2013000359041-038031,167.0
31074.0,100-2016000749016-0142516,rideHailVehicle-100-2015000213571-095599,57.0
31226.0,700-2014001333793-089615,rideHailVehicle-201-2015000850269-0110475,153.0
31230.0,500-2013000620807-045162,rideHailVehicle-300-2012000142774-02713,64.0
31548.0,1101-2014000730190-076341,rideHailVehicle-1101-2013001198998-055449,714.0
31912.0,10600-2012000395090-07764,rideHailVehicle-10600-2015000804471-0108164,366.0
32804.0,1500-2013000986135-051269,rideHailVehicle-1600-2013001200076-055641,2.0
32867.0,1700-2012000559396-011033,rideHailVehicle-1700-2014000987574-081186,46.0
33089.0,1600-2013000744216-047559,rideHailVehicle-1600-2013000532687-042834,1.0
33230.0,201-2013000280546-236428,rideHailVehicle-201-2014001183852-086905,65.0
33592.0,1500-2013001394719-058847,rideHailVehicle-10600-2016000275343-0131491,32.0
34033.0,700-2013001005966-051654,rideHailVehicle-600-2016001232300-0152511,25.0
34025.0,600-2015000895578-0112045,rideHailVehicle-600-2013001357772-058418,135.0
34460.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
35386.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
35328.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
36264.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36527.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
