timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
7,488.0,0.0,0.0,1,0,0
11,442.0,0.0,0.0,1,0,0
20,477.0,0.0,0.0,1,0,0
18,477.0,0.75,0.0,4,0,0
16,420.0,3.0,3.0,1,0,0
16,311.0,0.0,0.0,2,0,0
18,311.0,447.3333333333333,583.0,3,0,0
10,357.0,15.0,15.0,1,0,0
24,357.0,7.0,7.0,1,0,0
23,311.0,41.0,41.0,1,0,0
19,311.0,33.0,33.0,1,0,0
21,248.0,0.0,0.0,1,0,0
28,311.0,746.0,746.0,1,0,0
16,300.0,53.75,30.0,4,0,0
15,346.0,12.0,12.0,1,0,0
18,300.0,30.0,30.0,6,0,0
17,300.0,77.5,30.0,8,0,0
11,346.0,18.0,18.0,1,0,0
10,346.0,25.0,25.0,1,0,0
13,300.0,80.0,80.0,1,0,0
24,346.0,0.0,0.0,1,0,0
24,300.0,247.0,247.0,1,0,0
23,346.0,96.0,96.0,2,0,0
20,300.0,35.0,35.0,2,0,0
19,300.0,30.0,30.0,4,0,0
22,300.0,56.0,56.0,2,0,0
21,300.0,87.0,87.0,2,0,0
14,444.0,71.0,71.0,1,0,0
17,444.0,1.5,1.5,2,0,0
13,444.0,116.0,116.0,1,0,0
8,357.0,90.0,90.0,1,0,0
9,311.0,105.0,105.0,1,0,0
15,290.0,0.0,0.0,1,0,0
19,290.0,166.0,166.0,1,0,0
18,290.0,73.0,73.0,1,0,0
24,335.0,4.0,4.0,1,0,0
21,335.0,0.0,0.0,1,0,0
20,335.0,0.0,0.0,1,0,0
23,479.0,0.0,0.0,2,0,0
18,479.0,0.0,0.0,1,0,0
17,479.0,0.0,0.0,2,0,0
15,422.0,3.0,3.0,1,0,0
16,422.0,2.6666666666666665,0.0,3,0,0
17,422.0,3.5714285714285716,3.0,7,0,0
23,422.0,0.0,0.0,1,0,0
18,422.0,8.0,8.0,1,0,0
19,422.0,0.0,0.0,1,0,0
11,359.0,0.0,0.0,1,0,0
17,359.0,0.0,0.0,1,0,0
16,359.0,342.0,342.0,1,0,0
15,359.0,25.0,25.0,1,0,0
21,457.0,0.0,0.0,1,0,0
16,457.0,216.0,216.0,2,0,0
19,457.0,0.0,0.0,1,0,0
18,457.0,0.0,0.0,1,0,0
16,302.0,9.0,9.0,2,0,0
25,446.0,395.0,395.0,1,0,0
24,446.0,278.5,277.5,4,0,0
27,446.0,43.0,43.0,1,0,0
22,302.0,45.0,45.0,2,0,0
21,302.0,165.0,165.0,1,0,0
7,457.0,2.0,2.0,1,0,0
24,302.0,658.6666666666666,540.0,3,0,0
18,302.0,54.5,54.5,2,0,0
17,302.0,79.5,70.0,4,0,0
20,302.0,72.0,72.0,2,0,0
19,302.0,28.5,28.5,2,0,0
13,446.0,0.0,0.0,1,0,0
13,400.0,19.0,19.0,1,0,0
12,400.0,0.0,0.0,1,0,0
12,446.0,7.0,7.0,2,0,0
15,446.0,0.0,0.0,1,0,0
14,446.0,25.5,25.5,2,0,0
9,446.0,1.0,1.0,1,0,0
17,400.0,117.0,117.0,1,0,0
8,446.0,0.0,0.0,1,0,0
16,400.0,135.0,117.0,3,0,0
11,446.0,0.0,0.0,2,0,0
15,400.0,85.0,85.0,1,0,0
21,446.0,23.8,10.0,5,0,0
21,400.0,0.0,0.0,1,0,0
20,446.0,331.625,235.0,8,0,0
19,400.0,117.0,117.0,2,0,0
23,446.0,0.0,0.0,1,0,0
18,400.0,103.0,103.0,1,0,0
22,446.0,339.5,339.5,2,0,0
17,446.0,2.6,0.0,5,0,0
16,446.0,5.25,5.5,4,0,0
19,446.0,106.25,0.0,4,0,0
18,446.0,5.0,2.0,5,0,0
21,375.0,0.0,0.0,1,0,0
22,375.0,13.0,13.0,1,0,0
15,375.0,0.0,0.0,2,0,0
16,375.0,0.0,0.0,3,0,0
17,375.0,13.0,0.0,3,0,0
18,375.0,0.0,0.0,2,0,0
20,375.0,0.0,0.0,1,0,0
13,340.0,0.0,0.0,1,0,0
22,364.0,56.0,56.0,1,0,0
18,409.0,0.0,0.0,1,0,0
17,409.0,0.0,0.0,2,0,0
15,364.0,0.0,0.0,1,0,0
18,364.0,0.0,0.0,1,0,0
7,375.0,0.0,0.0,1,0,0
11,375.0,0.0,0.0,2,0,0
12,375.0,0.0,0.0,1,0,0
15,409.0,0.0,0.0,1,0,0
20,353.0,2.0,2.0,1,0,0
19,353.0,0.0,0.0,1,0,0
18,353.0,29.0,29.0,1,0,0
14,353.0,3.0,3.0,1,0,0
24,353.0,0.0,0.0,1,0,0
23,353.0,0.0,0.0,1,0,0
22,353.0,0.0,0.0,1,0,0
19,377.0,0.0,0.0,2,0,0
19,331.0,2.0,2.0,1,0,0
20,377.0,15.0,15.0,1,0,0
20,331.0,22.0,22.0,2,0,0
16,331.0,45.0,45.0,1,0,0
24,377.0,37.333333333333336,0.0,6,0,0
12,377.0,120.0,120.0,1,0,0
14,377.0,0.0,0.0,1,0,0
15,377.0,562.0,562.0,1,0,0
16,377.0,627.0,627.0,1,0,0
24,331.0,57.5,68.0,4,0,0
17,377.0,4.0,4.0,1,0,0
21,331.0,42.0,42.0,1,0,0
18,377.0,0.0,0.0,1,0,0
22,331.0,21.0,21.0,2,0,0
20,320.0,24.5,24.5,2,0,0
17,320.0,13.666666666666666,0.0,3,0,0
18,320.0,57.5,57.5,2,0,0
15,320.0,0.0,0.0,1,0,0
16,320.0,0.0,0.0,1,0,0
13,320.0,74.0,74.0,1,0,0
14,320.0,0.0,0.0,1,0,0
23,320.0,652.0,652.0,1,0,0
24,320.0,333.0,20.5,4,0,0
21,320.0,0.0,0.0,1,0,0
22,320.0,0.0,0.0,1,0,0
17,464.0,0.0,0.0,1,0,0
8,377.0,0.0,0.0,1,0,0
13,464.0,123.0,123.0,1,0,0
26,464.0,288.0,288.0,1,0,0
20,464.0,0.0,0.0,1,0,0
16,355.0,0.0,0.0,1,0,0
8,464.0,289.0,289.0,2,0,0
24,355.0,0.0,0.0,1,0,0
21,355.0,0.0,0.0,1,0,0
20,355.0,0.0,0.0,1,0,0
19,355.0,0.0,0.0,2,0,0
12,320.0,0.0,0.0,1,0,0
17,442.0,0.0,0.0,1,0,0
16,442.0,0.0,0.0,2,0,0
19,442.0,0.0,0.0,1,0,0
15,442.0,0.0,0.0,1,0,0
14,442.0,0.0,0.0,1,0,0
20,488.0,0.0,0.0,2,0,0
19,488.0,0.0,0.0,2,0,0
23,442.0,0.0,0.0,1,0,0
18,488.0,0.0,0.0,1,0,0
24,439.0,118.0,118.0,2,0,0
20,439.0,380.6666666666667,571.0,3,0,0
21,439.0,0.0,0.0,4,0,0
22,439.0,0.0,0.0,2,0,0
23,439.0,59.5,59.5,2,0,0
16,439.0,0.0,0.0,1,0,0
17,285.0,22.0,22.0,1,0,0
17,439.0,0.0,0.0,2,0,0
18,439.0,0.0,0.0,4,0,0
16,285.0,6.0,6.0,2,0,0
19,439.0,0.0,0.0,4,0,0
21,285.0,210.0,210.0,1,0,0
19,285.0,22.0,22.0,1,0,0
17,383.0,2.0,2.0,1,0,0
23,296.0,0.0,0.0,1,0,0
24,372.0,89.0,89.0,1,0,0
14,274.0,0.0,0.0,1,0,0
16,319.0,35.5,40.5,4,0,0
