time,x,y,expectedMaximumUtility
24088.0,686538.7787868246,4819765.556235762,NaN
25030.0,685835.7607000965,4819146.248423481,NaN
25557.0,685835.7607000965,4819146.248423481,NaN
25559.0,678932.9705187016,4820182.747775579,NaN
25599.0,685111.7600038933,4819420.765347912,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
25857.0,686916.4413352539,4820439.695033641,NaN
26063.0,687155.8658549336,4823019.228100281,NaN
26091.0,679182.3938214105,4819568.748950316,NaN
26071.0,686785.1813579041,4820234.904870502,NaN
26116.0,678560.7237193172,4819952.518853205,NaN
26116.0,678560.7237193172,4819952.518853205,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26063.0,687155.8658549336,4823019.228100281,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26153.0,685296.5727123538,4820176.381877345,NaN
26153.0,685251.249373564,4820866.449954784,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26123.0,683050.0040793142,4823943.089879923,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26239.0,681035.4027391644,4824633.764066362,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26341.0,683957.3758131561,4821315.107646618,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26547.0,678932.9705187016,4820182.747775579,NaN
26384.0,686916.4413352539,4820439.695033641,NaN
26581.0,681035.4027391644,4824633.764066362,NaN
26588.0,678961.7867237206,4819763.383709328,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26598.0,687139.8524314816,4823828.786399714,NaN
26618.0,679182.3938214105,4819568.748950316,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26694.0,686785.1813579041,4820234.904870502,NaN
26739.0,678532.7201318203,4821087.970644068,NaN
26739.0,678532.7201318203,4821087.970644068,NaN
26600.0,685835.7607000965,4819146.248423481,NaN
26739.0,678532.7201318203,4821087.970644068,NaN
26760.0,681773.0161902339,4820368.982401039,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26841.0,682069.9116121556,4822881.778757034,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
