timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
6,480.0,0.0,0.0,0.0
6,493.0,0.0,0.0,0.0
7,493.0,0.0,0.0,0.0
7,478.0,13.176470588235293,0.0,0.0
7,477.0,0.0,0.0,0.0
7,441.0,0.0,0.0,0.0
7,465.0,0.24242424242424243,0.0,0.0
7,409.0,16.125,0.0,0.0
7,480.0,6.777777777777778,0.0,0.0
7,471.0,0.0,0.0,0.0
7,474.0,8.436363636363636,232.8080808080808,0.0
7,367.0,0.0,0.0,0.0
7,451.0,0.0,0.0,0.0
7,320.0,0.0,0.0,0.0
7,448.0,0.0,0.0,0.0
7,454.0,0.0,0.0,0.0
7,459.0,0.0,0.0,0.0
7,383.0,2.6538461538461537,0.0,0.0
7,404.0,0.0,0.0,0.0
7,419.0,0.0,0.0,0.0
7,355.0,0.0,0.0,0.0
7,479.0,1.2272727272727273,0.0,0.0
7,445.0,0.0,0.0,0.0
7,299.0,20.166666666666668,0.0,0.0
7,301.0,0.0,0.0,0.0
7,283.0,0.0,0.0,0.0
7,395.0,0.0,0.0,0.0
7,375.0,4.157894736842105,0.0,0.0
7,435.0,0.0,0.0,0.0
7,476.0,1.2608695652173914,0.0,0.0
7,460.0,0.0,0.0,0.0
7,295.0,4.5,0.0,0.0
7,455.0,0.0,0.0,0.0
7,401.0,0.0,0.0,0.0
7,337.0,5.982456140350878,0.0,0.0
7,450.0,0.0,0.0,0.0
7,267.0,0.0,0.0,0.0
7,304.0,0.0,0.0,0.0
7,423.0,0.0,0.0,0.0
7,326.0,8.6,0.0,0.0
7,347.0,0.0,0.0,0.0
7,432.0,6.333333333333333,0.0,0.0
7,457.0,0.0,0.0,0.0
7,292.0,0.0,0.0,0.0
7,269.0,0.0,0.0,0.0
7,353.0,0.0,0.0,0.0
7,271.0,0.0,0.0,0.0
7,307.0,0.0,0.0,0.0
7,488.0,2.769230769230769,0.0,0.0
7,341.0,0.0,0.0,0.0
7,323.0,0.0,0.0,0.0
7,446.0,0.0,0.0,0.0
7,378.0,0.0,0.0,0.0
7,408.0,0.0,0.0,0.0
7,415.0,0.0,0.0,0.0
7,316.0,0.0,0.0,0.0
7,452.0,0.0,0.0,0.0
7,376.0,0.0,0.0,0.0
7,338.0,0.0,0.0,0.0
7,429.0,0.0,0.0,0.0
7,305.0,59.666666666666664,0.0,0.0
7,458.0,0.0,0.0,0.0
7,357.0,0.0,0.0,0.0
7,427.0,0.0,0.0,0.0
7,247.0,0.0,0.0,0.0
7,403.0,0.0,0.0,0.0
7,397.0,0.0,0.0,0.0
7,303.0,0.0,0.0,0.0
7,400.0,0.0,0.0,0.0
7,407.0,0.0,0.0,0.0
7,470.0,0.0,0.0,0.0
7,361.0,0.0,0.0,0.0
7,372.0,0.0,0.0,0.0
7,335.0,0.0,0.0,0.0
7,354.0,0.0,0.0,0.0
7,291.0,0.0,0.0,0.0
7,442.0,22.533333333333335,0.0,0.0
7,439.0,0.0,0.0,0.0
7,377.0,0.0,0.0,0.0
7,340.0,0.0,0.0,0.0
7,380.0,0.0,0.0,0.0
7,461.0,0.0,0.0,0.0
7,417.0,0.0,0.0,0.0
7,396.0,0.0,0.0,0.0
7,449.0,0.0,0.0,0.0
7,327.0,0.0,0.0,0.0
7,420.0,0.0,0.0,0.0
7,402.0,0.0,0.0,0.0
7,422.0,0.0,0.0,0.0
7,290.0,0.0,0.0,0.0
7,405.0,0.0,0.0,0.0
7,412.0,0.0,0.0,0.0
7,489.0,16.625,0.0,0.0
7,306.0,0.0,0.0,0.0
7,444.0,0.0,0.0,0.0
7,302.0,0.0,0.0,0.0
7,391.0,0.0,0.0,0.0
7,319.0,0.0,0.0,0.0
7,358.0,0.0,0.0,0.0
7,416.0,0.0,0.0,0.0
8,476.0,1.144736842105263,10.558823529411764,0.0
8,471.0,0.0,0.0,0.0
8,380.0,0.7857142857142857,0.0,0.0
8,338.0,41.541666666666664,0.0,0.0
8,397.0,2.357142857142857,0.0,0.0
8,375.0,3.4583333333333335,0.0,0.0
8,459.0,0.0,0.0,0.0
8,299.0,127.56363636363636,0.0,0.0
8,403.0,0.0,0.0,0.0
8,372.0,1.5,0.0,0.0
8,488.0,3.24,0.0,0.0
8,446.0,0.0,0.0,0.0
7,374.0,0.0,0.0,0.0
7,311.0,0.0,0.0,0.0
8,454.0,0.0,0.0,0.0
8,474.0,8.310160427807487,9.122994652406417,0.0
8,355.0,0.0,0.0,0.0
8,400.0,0.0,0.0,0.0
8,477.0,10.277777777777779,0.0,0.0
8,419.0,1.3384615384615384,0.0,0.0
8,391.0,0.0,0.0,0.0
8,451.0,8.785714285714286,0.0,0.0
8,429.0,0.7575757575757576,18.15625,0.0
8,305.0,28.263157894736842,0.0,0.0
8,335.0,6.037037037037037,0.0,0.0
8,479.0,1.8958333333333333,0.0,0.0
8,478.0,38.02197802197802,0.0,0.0
