timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
27213.0,1001-2012000882767-018060,rideHailVehicle-1001-2015000804471-0108125,58.0
27265.0,10600-2015001014127-0114114,rideHailVehicle-1500-2016000836708-0144858,59.0
27720.0,500-2016000510160-0136587,rideHailVehicle-500-2016001187407-0150492,58.0
28381.0,201-2015000050024-092430,rideHailVehicle-201-2013000280546-136649,58.0
28854.0,1902-2015000839944-0110282,rideHailVehicle-1901-2014001213505-087724,9.0
29132.0,401-2016000086561-0126802,rideHailVehicle-500-2016000607896-1139226,40.0
29221.0,1500-2016000836708-0144901,rideHailVehicle-10600-2012000797087-015315,25.0
29917.0,1500-2014001061014-083651,rideHailVehicle-1902-2013000519245-042221,56.0
29435.0,201-2014001281447-088711,rideHailVehicle-201-2014001205505-087411,748.0
30449.0,700-2015001440276-0123111,rideHailVehicle-700-2016000029416-0125169,12.0
30963.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
30971.0,1700-2014000987574-081224,rideHailVehicle-1600-2012000566763-111488,33.0
30993.0,1700-2014001079600-084206,rideHailVehicle-1700-2015001219743-0118329,9.0
31490.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,30.0
31553.0,500-2015001311731-0120566,rideHailVehicle-500-2016001459467-0156283,58.0
31574.0,201-2014000568068-073915,rideHailVehicle-201-2016000544078-1137599,232.0
31609.0,10600-2014000174704-065399,rideHailVehicle-1101-2014000407457-070049,222.0
31891.0,300-2015000606577-0102377,rideHailVehicle-300-2013000487483-041864,124.0
32124.0,1600-2014001394187-090623,rideHailVehicle-1600-2014001394187-090590,37.0
32092.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,44.0
32552.0,1700-2014000987574-081186,rideHailVehicle-1700-2014000987574-081186,33.0
32683.0,900-2012000156497-02804,rideHailVehicle-900-2012000354056-07207,58.0
32684.0,900-2012000156497-02842,rideHailVehicle-700-2015000938182-1112723,58.0
32983.0,100-2016000544078-0137660,rideHailVehicle-100-2016000544078-0137597,115.0
33079.0,1700-2014000987574-081338,rideHailVehicle-1700-2012000559396-011192,51.0
33080.0,202-2015000458232-099774,rideHailVehicle-202-2012000311610-06146,39.0
33200.0,1500-2015001040170-0114979,rideHailVehicle-1901-2014001213505-087680,34.0
33418.0,700-2014000292394-368071,rideHailVehicle-700-2012000855549-017634,18.0
33180.0,1105-2012000401040-38139,rideHailVehicle-1105-2015001283493-0120015,389.0
33510.0,100-2012000217991-04448,rideHailVehicle-100-2014000488669-071591,24.0
33546.0,500-2012000131467-02350,rideHailVehicle-401-2016001437406-0155382,40.0
33649.0,300-2012000965843-019942,rideHailVehicle-300-2015001225649-0118808,10.0
33644.0,1902-2013000890503-049557,rideHailVehicle-1902-2013000668727-346240,21.0
33673.0,900-2016000116811-0127703,rideHailVehicle-900-2015000102574-093027,78.0
33819.0,1902-2015000087715-092867,rideHailVehicle-1902-2014000495145-072101,81.0
33822.0,700-2016001368397-0153977,rideHailVehicle-900-2016000327234-0132073,59.0
33819.0,1902-2015000087715-092834,rideHailVehicle-1902-2015000087715-092867,347.0
34088.0,1500-2016000012225-2124639,rideHailVehicle-1500-2016001216686-0151358,58.0
34257.0,1600-2013000438496-040821,rideHailVehicle-1600-2012000493995-010046,44.0
