WaitingTime,Hour,Count
2.0,1,0
2.0,2,0
2.0,3,0
2.0,4,0
2.0,5,0
2.0,6,0
2.0,7,0
2.0,8,0
2.0,9,13
2.0,10,6
2.0,11,9
2.0,12,11
2.0,13,22
2.0,14,32
2.0,15,48
2.0,16,65
2.0,17,128
2.0,18,160
2.0,19,136
2.0,20,139
2.0,21,137
2.0,22,109
2.0,23,97
2.0,24,55
2.0,25,162
2.0,26,13
2.0,27,3
2.0,28,2
2.0,29,0
2.0,30,1
2.0,31,0
5.0,1,0
5.0,2,0
5.0,3,0
5.0,4,0
5.0,5,0
5.0,6,0
5.0,7,0
5.0,8,0
5.0,9,2
5.0,10,0
5.0,11,2
5.0,12,0
5.0,13,1
5.0,14,5
5.0,15,4
5.0,16,8
5.0,17,13
5.0,18,17
5.0,19,23
5.0,20,29
5.0,21,22
5.0,22,25
5.0,23,18
5.0,24,25
5.0,25,37
5.0,26,2
5.0,27,0
5.0,28,0
5.0,29,0
5.0,30,0
5.0,31,0
10.0,1,0
10.0,2,0
10.0,3,0
10.0,4,0
10.0,5,0
10.0,6,0
10.0,7,0
10.0,8,0
10.0,9,0
10.0,10,0
10.0,11,0
10.0,12,1
10.0,13,4
10.0,14,2
10.0,15,0
10.0,16,4
10.0,17,9
10.0,18,12
10.0,19,10
10.0,20,12
10.0,21,10
10.0,22,16
10.0,23,10
10.0,24,7
10.0,25,10
10.0,26,2
10.0,27,2
10.0,28,0
10.0,29,0
10.0,30,0
10.0,31,0
20.0,1,0
20.0,2,0
20.0,3,0
20.0,4,0
20.0,5,0
20.0,6,0
20.0,7,0
20.0,8,0
20.0,9,0
20.0,10,0
20.0,11,0
20.0,12,0
20.0,13,2
20.0,14,2
20.0,15,0
20.0,16,0
20.0,17,1
20.0,18,8
20.0,19,6
20.0,20,6
20.0,21,13
20.0,22,10
20.0,23,6
20.0,24,2
20.0,25,14
20.0,26,3
20.0,27,1
20.0,28,1
20.0,29,1
20.0,30,0
20.0,31,0
30.0,1,0
30.0,2,0
30.0,3,0
30.0,4,0
30.0,5,0
30.0,6,0
30.0,7,0
30.0,8,0
30.0,9,0
30.0,10,0
30.0,11,0
30.0,12,0
30.0,13,0
30.0,14,0
30.0,15,1
30.0,16,0
30.0,17,0
30.0,18,1
30.0,19,0
30.0,20,1
30.0,21,0
30.0,22,0
30.0,23,0
30.0,24,0
30.0,25,0
30.0,26,0
30.0,27,0
30.0,28,0
30.0,29,1
30.0,30,0
30.0,31,0
60.0,1,0
60.0,2,0
60.0,3,0
60.0,4,0
60.0,5,0
60.0,6,0
60.0,7,0
60.0,8,0
60.0,9,0
60.0,10,0
60.0,11,0
60.0,12,0
60.0,13,0
60.0,14,0
60.0,15,0
60.0,16,0
60.0,17,0
60.0,18,0
60.0,19,0
60.0,20,0
60.0,21,2
60.0,22,0
60.0,23,0
60.0,24,0
60.0,25,0
60.0,26,0
60.0,27,0
60.0,28,0
60.0,29,0
60.0,30,0
60.0,31,0
60+,1,0
60+,2,0
60+,3,0
60+,4,0
60+,5,0
60+,6,0
60+,7,0
60+,8,0
60+,9,0
60+,10,0
60+,11,0
60+,12,0
60+,13,0
60+,14,0
60+,15,0
60+,16,0
60+,17,0
60+,18,0
60+,19,0
60+,20,0
60+,21,0
60+,22,0
60+,23,0
60+,24,0
60+,25,0
60+,26,0
60+,27,0
60+,28,0
60+,29,0
60+,30,0
60+,31,0
