timeBin,TAZ,avgWait,medianWait,numberOfPickups,avgPoolingDelay,numberOfPooledPickups
16,477.0,0.0,0.0,1,0,0
17,477.0,3.0,3.0,1,0,0
15,477.0,0.0,0.0,1,0,0
20,477.0,0.0,0.0,7,0,0
18,477.0,0.0,0.0,1,0,0
19,477.0,0.0,0.0,2,0,0
16,420.0,3.0,3.0,1,0,0
23,420.0,0.0,0.0,1,0,0
16,311.0,19.5,22.0,4,0,0
18,311.0,33.0,33.0,1,0,0
17,311.0,363.5,363.5,2,0,0
14,311.0,0.0,0.0,1,0,0
23,311.0,41.0,41.0,1,0,0
23,357.0,0.0,0.0,1,0,0
19,311.0,33.0,33.0,1,0,0
28,311.0,766.0,766.0,1,0,0
20,248.0,55.0,55.0,1,0,0
23,455.0,13.0,13.0,1,0,0
16,300.0,30.0,30.0,3,0,0
15,300.0,49.0,49.0,1,0,0
14,346.0,18.0,18.0,1,0,0
18,300.0,30.0,30.0,6,0,0
17,300.0,66.54545454545455,30.0,11,0,0
11,346.0,18.0,18.0,1,0,0
10,346.0,20.0,20.0,1,0,0
24,346.0,11.0,11.0,1,0,0
24,300.0,247.0,247.0,1,0,0
23,346.0,11.0,11.0,1,0,0
19,300.0,30.0,30.0,5,0,0
22,300.0,53.0,53.0,1,0,0
21,300.0,10.0,0.0,3,0,0
17,444.0,11.0,11.0,1,0,0
13,444.0,116.0,116.0,1,0,0
10,311.0,105.0,105.0,1,0,0
18,444.0,0.0,0.0,1,0,0
15,290.0,0.0,0.0,1,0,0
19,290.0,164.5,164.5,2,0,0
18,290.0,73.0,73.0,1,0,0
23,335.0,0.0,0.0,2,0,0
21,335.0,0.0,0.0,1,0,0
22,335.0,0.0,0.0,1,0,0
20,335.0,0.0,0.0,4,0,0
14,479.0,0.0,0.0,2,0,0
15,479.0,0.0,0.0,1,0,0
12,479.0,0.0,0.0,1,0,0
23,479.0,0.0,0.0,1,0,0
18,479.0,0.0,0.0,2,0,0
16,479.0,0.0,0.0,4,0,0
17,479.0,0.0,0.0,2,0,0
14,422.0,4.0,4.0,4,0,0
16,422.0,11.0,8.0,4,0,0
17,422.0,8.0,8.0,5,0,0
18,422.0,0.0,0.0,2,0,0
19,422.0,6.5,4.0,8,0,0
24,457.0,27.0,27.0,1,0,0
20,359.0,32.0,32.0,1,0,0
17,359.0,82.5,82.5,2,0,0
16,359.0,30.5,30.5,2,0,0
21,457.0,13.0,13.0,2,0,0
20,457.0,0.0,0.0,1,0,0
22,457.0,0.0,0.0,1,0,0
16,457.0,2.0,2.0,1,0,0
19,457.0,0.0,0.0,3,0,0
18,457.0,0.0,0.0,1,0,0
16,302.0,14.0,14.0,2,0,0
15,302.0,3.0,3.0,1,0,0
24,446.0,0.0,0.0,5,0,0
27,446.0,64.0,64.0,1,0,0
22,302.0,45.0,45.0,2,0,0
24,302.0,138.33333333333334,138.0,3,0,0
18,302.0,45.0,45.0,2,0,0
17,302.0,9.75,10.5,4,0,0
20,302.0,16.333333333333332,2.0,3,0,0
19,302.0,0.0,0.0,2,0,0
13,446.0,7.0,7.0,2,0,0
12,446.0,0.0,0.0,1,0,0
15,446.0,0.0,0.0,1,0,0
14,446.0,0.0,0.0,3,0,0
8,446.0,0.0,0.0,1,0,0
16,400.0,0.0,0.0,1,0,0
11,446.0,0.0,0.0,1,0,0
10,446.0,0.0,0.0,1,0,0
21,446.0,297.85714285714283,268.0,7,0,0
20,446.0,110.16666666666667,3.0,6,0,0
19,400.0,92.0,117.0,3,0,0
23,446.0,1.0,1.0,2,0,0
22,446.0,43.0,43.0,2,0,0
17,446.0,0.75,0.0,4,0,0
16,446.0,0.0,0.0,1,0,0
24,400.0,0.0,0.0,1,0,0
19,446.0,171.5,21.5,4,0,0
18,446.0,51.333333333333336,27.0,3,0,0
21,375.0,10.0,10.0,2,0,0
15,375.0,0.0,0.0,2,0,0
16,375.0,6.666666666666667,0.0,3,0,0
17,375.0,0.0,0.0,5,0,0
18,375.0,6.0,0.0,3,0,0
19,375.0,0.0,0.0,1,0,0
20,375.0,0.0,0.0,2,0,0
24,473.0,0.0,0.0,1,0,0
20,409.0,17.5,17.5,2,0,0
18,409.0,7.0,0.0,5,0,0
23,364.0,56.0,56.0,1,0,0
17,409.0,0.0,0.0,7,0,0
21,409.0,35.0,35.0,1,0,0
15,364.0,0.0,0.0,1,0,0
16,364.0,0.0,0.0,1,0,0
11,375.0,0.0,0.0,2,0,0
12,375.0,0.0,0.0,1,0,0
15,409.0,0.0,0.0,2,0,0
20,353.0,125.25,167.0,4,0,0
19,353.0,56.333333333333336,2.0,3,0,0
18,353.0,0.0,0.0,2,0,0
17,353.0,0.0,0.0,1,0,0
14,353.0,2.0,2.0,1,0,0
24,353.0,16.0,0.0,3,0,0
