timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
28805.0,500-2015001219743-0118226,rideHailVehicle-500-2012000131467-02178,58.0
29224.0,900-2012000926280-018745,rideHailVehicle-900-2012000354056-07207,58.0
29271.0,900-2013000055922-030418,rideHailVehicle-900-2016000327234-0132073,58.0
29351.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29233.0,405-2012001244798-024279,rideHailVehicle-406-2013000369969-038529,25.0
29440.0,10600-2014000593816-074685,rideHailVehicle-10600-2012001377121-027273,75.0
29892.0,1600-2012000202495-04153,rideHailVehicle-1600-2016000444670-0135070,2.0
30199.0,700-2016001460168-0156367,rideHailVehicle-700-2014001221401-087857,21.0
30276.0,1200-2013000416193-039953,rideHailVehicle-10600-2013001034691-052378,193.0
30841.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30881.0,201-2015000583296-0101587,rideHailVehicle-201-2016000275343-0131498,151.0
31201.0,1200-2016000378294-0132919,rideHailVehicle-1200-2014000685903-075892,58.0
31655.0,1500-2016000778294-0143760,rideHailVehicle-1500-2014000385209-069721,58.0
32176.0,201-2013000280546-236428,rideHailVehicle-201-2014001183852-086905,65.0
32367.0,700-2015001196834-0117981,rideHailVehicle-700-2012000855549-017685,23.0
32703.0,1901-2012000390854-07640,rideHailVehicle-1901-2015001504336-0124294,21.0
32832.0,1901-2016001424895-0154991,rideHailVehicle-1901-2013000293337-037207,0.0
34119.0,1500-2013001394719-058847,rideHailVehicle-10600-2016000275343-0131491,32.0
34244.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
34704.0,700-2014001138085-085390,rideHailVehicle-700-2013000485454-041571,41.0
35328.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
36096.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36300.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
36328.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
36899.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
38103.0,700-2015000949415-1112929,rideHailVehicle-700-2016000266802-0131133,34.0
38137.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,7.0
38354.0,10600-2013001219485-056047,rideHailVehicle-10600-2013001034691-052378,27.0
