hour,numPassengers,vkt
7,0,576.6270000000001
7,1,6178.558999999999
8,0,597.0849999999999
8,1,37576.776999999995
9,0,641.4889999999999
9,1,8266.831
10,0,424.159
10,1,19760.900999999998
11,0,550.806
11,1,50850.337999999996
12,0,4447.599
12,1,91909.81599999999
13,0,6545.077
13,1,87165.111
14,0,2471.4100000000003
14,1,171302.12800000003
15,0,5882.664
15,1,276983.141
16,0,11759.469000000003
16,1,369812.59699999983
17,0,22497.939999999977
17,1,661004.2479999999
18,0,37290.452
18,1,858757.2719999995
19,0,31025.65599999999
19,1,782592.9319999998
20,0,23123.37899999999
20,1,962585.8869999995
21,0,28016.756999999987
21,1,861858.279
22,0,14538.783000000003
22,1,650534.9759999998
23,0,24210.425
23,1,433349.59299999994
24,0,82782.55199999995
24,1,1370009.5709999998
25,0,9652.717999999999
25,1,424284.1349999998
26,0,5260.3949999999995
26,1,33584.214
27,0,0.0
27,1,8259.642
28,0,4290.174
28,1,5818.169
29,0,0.0
29,1,8804.314
