timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
6,477.0,0.0,0.0,0.0
6,480.0,0.0,0.0,0.0
6,478.0,0.0,0.0,0.0
6,493.0,0.0,0.0,0.0
7,480.0,8.166666666666666,4.4,0.0
7,320.0,242.75,0.0,0.0
7,441.0,0.0,0.0,0.0
7,478.0,0.0,0.0,0.0
7,493.0,0.0,5.333333333333333,0.0
7,409.0,2.0869565217391304,0.0,0.0
7,477.0,2.272727272727273,0.0,0.0
7,471.0,0.0,0.0,0.0
7,474.0,1.9596774193548387,0.75,0.0
7,448.0,0.0,0.0,0.0
7,445.0,0.0,0.0,0.0
7,465.0,0.0,0.0,0.0
7,271.0,0.0,0.0,0.0
7,299.0,0.0,0.0,0.0
7,454.0,0.0,0.0,0.0
7,367.0,0.0,7.0,0.0
7,451.0,0.0,0.0,0.0
7,476.0,0.0,0.0,0.0
7,419.0,0.0,0.0,0.0
7,404.0,0.0,0.0,0.0
7,376.0,0.0,5.666666666666667,0.0
7,459.0,0.0,0.0,0.0
7,479.0,0.0,0.0,0.0
7,460.0,0.0,0.0,0.0
7,383.0,1.15,0.0,0.0
7,375.0,6.266666666666667,13.6,0.0
7,337.0,9.606060606060606,3.5,0.0
7,415.0,0.0,0.0,0.0
7,455.0,0.0,0.0,0.0
7,355.0,0.0,7.0,0.0
7,292.0,0.0,0.0,0.0
7,403.0,0.0,0.0,0.0
7,353.0,0.0,0.0,0.0
7,458.0,0.0,0.0,0.0
7,457.0,0.0,0.0,0.0
7,338.0,0.0,0.0,0.0
7,307.0,0.0,0.0,0.0
7,488.0,0.0,0.0,0.0
7,395.0,0.0,0.0,0.0
7,335.0,0.0,0.0,0.0
7,374.0,0.0,6.0,0.0
7,362.0,0.0,0.0,0.0
7,354.0,0.0,0.0,0.0
7,401.0,184.33333333333334,7.0,0.0
7,352.0,0.0,0.0,0.0
7,295.0,0.0,0.0,0.0
7,327.0,0.0,0.0,0.0
7,405.0,0.0,0.0,0.0
7,408.0,0.0,0.0,0.0
7,444.0,0.0,0.0,0.0
7,347.0,0.0,0.0,0.0
7,397.0,0.0,0.0,0.0
7,304.0,0.0,0.0,0.0
7,306.0,16.0,0.0,0.0
7,247.0,0.0,0.0,0.0
7,323.0,0.0,0.0,0.0
7,449.0,0.0,0.0,0.0
7,473.0,0.0,0.0,0.0
7,432.0,3.4,0.0,0.0
7,435.0,0.0,0.0,0.0
7,361.0,0.0,0.0,0.0
7,470.0,0.0,0.0,0.0
7,326.0,14.333333333333334,0.0,0.0
7,439.0,0.0,0.0,0.0
7,380.0,0.0,0.0,0.0
7,461.0,0.0,0.0,0.0
7,269.0,0.0,0.0,0.0
7,417.0,0.0,0.0,0.0
7,372.0,0.0,0.0,0.0
7,283.0,0.0,0.0,0.0
7,373.0,0.0,0.0,0.0
7,267.0,0.0,0.0,0.0
7,452.0,0.0,0.0,0.0
7,442.0,0.0,0.0,0.0
7,427.0,39.0,0.0,0.0
7,423.0,0.0,0.0,0.0
7,422.0,0.0,0.0,0.0
7,402.0,6.083333333333333,0.0,0.0
7,290.0,0.0,0.0,0.0
7,334.0,0.0,0.0,0.0
7,421.0,0.0,0.0,0.0
7,305.0,0.0,0.0,0.0
7,413.0,0.0,0.0,0.0
7,450.0,0.0,0.0,0.0
7,357.0,0.0,0.0,0.0
7,489.0,64.0,0.0,0.0
7,407.0,0.0,0.0,0.0
8,439.0,11.333333333333334,5.4,0.0
7,340.0,0.0,0.0,0.0
7,429.0,0.0,0.0,0.0
8,335.0,14.043478260869565,0.0,0.0
7,438.0,0.0,0.0,0.0
8,449.0,12.193548387096774,0.7272727272727273,0.0
7,311.0,0.0,0.0,0.0
8,438.0,0.0,0.0,0.0
8,474.0,10.454293628808864,2.5636363636363635,0.0
8,354.0,0.0,1.5555555555555556,0.0
8,378.0,0.0,0.0,0.0
8,459.0,0.0,0.5333333333333333,0.0
8,401.0,1.7142857142857142,0.6666666666666666,0.0
8,478.0,33.97826086956522,4.533333333333333,0.0
8,432.0,10.344,0.6842105263157895,0.0
8,299.0,89.20289855072464,3.56,0.0
7,341.0,0.0,0.0,0.0
8,444.0,2.142857142857143,0.6,0.0
8,479.0,3.642512077294686,0.4605263157894737,0.0
8,355.0,0.0,2.8095238095238093,0.0
8,488.0,1.0188679245283019,2.7291666666666665,0.0
8,409.0,5.24,0.6774193548387096,0.0
8,455.0,0.0,0.0,0.0
8,435.0,0.0,1.2666666666666666,0.0
8,269.0,6.635294117647059,0.0,0.0
8,376.0,0.0,7.67741935483871,0.0
8,442.0,11.666666666666666,1.3888888888888888,0.0
8,247.0,0.0,1.411764705882353,0.0
8,295.0,10.696969696969697,4.0,0.0
8,441.0,0.3875968992248062,2.7037037037037037,0.0
8,460.0,1.7058823529411764,2.761904761904762,0.0
8,319.0,14.25,0.0,0.0
8,377.0,18.514285714285716,1.2,0.0
8,328.0,0.0,0.0,0.0
8,372.0,0.0,1.8888888888888888,0.0
8,427.0,1.6101694915254237,0.9047619047619048,0.0
8,471.0,0.0,0.0761904761904762,0.0
8,445.0,0.0,0.5714285714285714,0.0
8,397.0,6.944444444444445,0.8333333333333334,0.0
8,457.0,7.406779661016949,0.3793103448275862,0.0
8,304.0,48.583333333333336,0.3684210526315789,0.0
8,357.0,0.0,0.0,0.0
8,400.0,0.0,1.7272727272727273,0.0
8,476.0,0.0,2.142857142857143,0.0
8,403.0,0.0,4.083333333333333,0.0
8,419.0,0.13513513513513514,2.0,0.0
7,446.0,261.0,0.0,0.0
8,450.0,0.0,1.3333333333333333,0.0
