timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
27174.0,10102-2013000136970-032567,rideHailVehicle-10102-2012000353261-46914,50.0
28267.0,1001-2014000432785-070097,rideHailVehicle-1001-2015000804471-0108125,58.0
28403.0,1001-2015000804471-0108125,rideHailVehicle-1001-2016001487612-0157322,58.0
28403.0,1001-2014000182092-065597,rideHailVehicle-1002-2015001369519-0121981,58.0
28403.0,1002-2015001408710-1122609,rideHailVehicle-1002-2015000879933-0111738,58.0
28602.0,1500-2014001315228-089170,rideHailVehicle-1500-2015000538774-0100816,187.0
28640.0,700-2012000276290-05687,rideHailVehicle-700-2012000855549-017685,36.0
29104.0,300-2012001331164-025824,rideHailVehicle-300-2013000419803-140057,28.0
29229.0,401-2014001459793-091381,rideHailVehicle-401-2014001459793-091432,17.0
29376.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29400.0,600-2013000105963-031780,rideHailVehicle-600-2015000895578-0112045,23.0
29411.0,1500-2013000881961-049460,rideHailVehicle-1500-2016001232300-0152770,106.0
29426.0,1902-2015000622201-0102841,rideHailVehicle-1902-2016001153481-0149743,32.0
29919.0,500-2015001311731-0120470,rideHailVehicle-500-2016001459467-0156283,58.0
30840.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30989.0,700-2015001039353-0114894,rideHailVehicle-700-2014001221401-087857,51.0
31021.0,1101-2013000153074-032828,rideHailVehicle-1107-2013000359041-038031,200.0
31623.0,700-2014001289991-089052,rideHailVehicle-700-2013000485454-041571,41.0
31891.0,300-2015000606577-0102377,rideHailVehicle-300-2013000487483-041864,124.0
32182.0,1500-2016000778294-0143760,rideHailVehicle-1500-2014000385209-069721,58.0
32635.0,10405-2012001398904-027785,rideHailVehicle-10405-2015000784412-2107056,5.0
33707.0,10600-2014001287076-088930,rideHailVehicle-10600-2012001236897-024169,57.0
34436.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
34571.0,10600-2013001182836-055065,rideHailVehicle-10600-2016001223046-0151889,58.0
