time,x,y,expectedMaximumUtility
25093.0,685580.1426053208,4828015.8911403995,NaN
26356.0,682191.6162833526,4819873.773560673,NaN
26465.0,680191.7161200659,4819128.917159656,NaN
26634.0,678932.9705187016,4820182.747775579,NaN
26577.0,678634.4380082865,4819578.959485991,NaN
26960.0,681913.4526384207,4819323.625287586,NaN
26881.0,685389.7330486742,4827814.6774400445,NaN
27060.0,686778.5960445299,4819926.261786878,NaN
27138.0,686454.9877241534,4825394.802457355,NaN
27145.0,687254.0434649674,4825583.856429558,NaN
27214.0,678560.7237193172,4819952.518853205,NaN
27060.0,686890.7592208851,4819178.151777821,NaN
27313.0,680938.8519431981,4821024.625473153,NaN
27337.0,678869.4530816835,4823387.122197691,NaN
27317.0,681700.1773829623,4819440.969367791,NaN
27368.0,684764.5711976367,4821337.1290175915,NaN
27337.0,678869.4530816835,4823387.122197691,NaN
27337.0,678869.4530816835,4823387.122197691,NaN
27587.0,686813.7899275051,4819574.008868517,NaN
27622.0,682769.4169214673,4825188.404206004,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27677.0,678869.4530816835,4823387.122197691,NaN
27693.0,683422.2903254279,4819069.275803151,NaN
27558.0,679994.0450065746,4826524.102396207,NaN
27739.0,681956.9059169178,4820859.81647663,NaN
27714.0,678595.8698735698,4821969.582959515,NaN
27752.0,686890.7592208851,4819178.151777821,NaN
27752.0,686890.7592208851,4819178.151777821,NaN
27778.0,679472.4791509602,4819377.352450909,NaN
27752.0,686890.7592208851,4819178.151777821,NaN
27821.0,679230.5398491609,4823680.078518491,NaN
27806.0,681463.0171182863,4819724.665079493,NaN
27752.0,686890.7592208851,4819178.151777821,NaN
27857.0,679197.9214163332,4826185.734737751,NaN
27864.0,678869.4530816835,4823387.122197691,NaN
27953.0,685785.8577075116,4824598.8513953965,NaN
28021.0,683971.931659109,4823463.077554494,NaN
28030.0,678869.4530816835,4823387.122197691,NaN
27947.0,684736.6294216397,4820672.272887379,NaN
27903.0,682758.1093025289,4820886.860974025,NaN
27876.0,681502.5521713218,4825449.762839267,NaN
28057.0,684613.3933589142,4818909.660229358,NaN
28111.0,680543.4228817136,4822438.953321591,NaN
28114.0,686890.7592208851,4819178.151777821,NaN
28074.0,685233.8497632685,4829612.14361408,NaN
28154.0,681700.1773829623,4819440.969367791,NaN
28154.0,686778.5960445299,4819926.261786878,NaN
28154.0,686778.5960445299,4819926.261786878,NaN
28220.0,683422.2903254279,4819069.275803151,NaN
28279.0,686890.7592208851,4819178.151777821,NaN
28279.0,686890.7592208851,4819178.151777821,NaN
28292.0,680925.5512400477,4821447.924072482,NaN
28297.0,687254.0434649674,4825583.856429558,NaN
28297.0,687254.0434649674,4825583.856429558,NaN
28297.0,685114.3977429757,4822150.966962192,NaN
28316.0,686404.811616571,4824122.499179872,NaN
28310.0,679472.4791509602,4819377.352450909,NaN
28154.0,686778.5960445299,4819926.261786878,NaN
28145.0,681913.4526384207,4819323.625287586,NaN
28361.0,687156.3517825152,4822203.271555488,NaN
28382.0,679165.1191300835,4829052.956734832,NaN
28378.0,685451.4935450221,4824589.252778277,NaN
28444.0,680640.8934690373,4819611.640815555,NaN
28390.0,678532.7201318203,4821087.970644068,NaN
28391.0,678869.4530816835,4823387.122197691,NaN
28417.0,678733.9736870818,4820362.329144139,NaN
28403.0,678869.4530816835,4823387.122197691,NaN
28383.0,682709.158181702,4820475.0472924225,NaN
28461.0,686610.8756779575,4821060.078787739,NaN
28452.0,687251.0540992626,4825223.657088486,NaN
28452.0,687251.0540992626,4825223.657088486,NaN
28490.0,685497.9623795587,4821504.022087776,NaN
28385.0,683422.2903254279,4819069.275803151,NaN
28351.0,678582.4576210047,4819280.809978133,NaN
28554.0,682710.4207859028,4822496.41461999,NaN
28553.0,683050.0040793142,4823943.089879923,NaN
28557.0,680599.7515269946,4819408.716887027,NaN
28385.0,678544.2059991107,4820527.979800634,NaN
28387.0,681149.7196946405,4825242.9654612,NaN
28587.0,686888.3008657598,4824629.500511188,NaN
28587.0,686888.3008657598,4824629.500511188,NaN
28606.0,682191.6162833526,4819873.773560673,NaN
28629.0,682890.0172047678,4820480.609500553,NaN
28672.0,681913.4526384207,4819323.625287586,NaN
28702.0,686785.1813579041,4820234.904870502,NaN
28725.0,681996.8808974304,4822074.960717434,NaN
28731.0,681149.7196946405,4825242.9654612,NaN
28747.0,683422.2903254279,4819069.275803151,NaN
28585.0,682408.3946696047,4820876.531815402,NaN
28672.0,681913.4526384207,4819323.625287586,NaN
