timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
27903.0,10600-2012001433817-028727,rideHailVehicle-1803-2012000306213-06042,87.0
28585.0,10600-2013000056397-030583,rideHailVehicle-1108-2013001447541-059728,43.0
28823.0,202-2013001051809-052690,rideHailVehicle-1107-2015000045280-191979,72.0
29119.0,1902-2013000380547-039352,rideHailVehicle-1108-2016001403610-0154340,188.0
29313.0,1500-2014000951716-380670,rideHailVehicle-10401-2014000079080-062913,14.0
29453.0,1500-2012000071078-01325,rideHailVehicle-900-2016000644235-0140144,14.0
29497.0,1001-2012000078687-01475,rideHailVehicle-1500-2014000891943-079348,58.0
29491.0,1001-2012000854454-017453,rideHailVehicle-10102-2012000394283-07689,127.0
29670.0,500-2013001200076-055506,rideHailVehicle-1101-2012000065738-11117,119.0
29961.0,10600-2014000832672-077673,rideHailVehicle-1200-2014000130987-064587,59.0
30229.0,1700-2013000293337-036981,rideHailVehicle-1803-2015001011409-1113967,60.0
30053.0,201-2013000202866-034550,rideHailVehicle-1002-2015000557350-0101403,414.0
30362.0,10600-2015000587753-0101867,rideHailVehicle-10102-2015000645635-0103719,186.0
30562.0,900-2015000902296-1112318,rideHailVehicle-1107-2012000849754-017256,25.0
30510.0,500-2012000131467-02307,rideHailVehicle-1803-2013000818226-148622,293.0
30761.0,300-2016000634117-0139707,rideHailVehicle-1200-2015000383841-198361,18.0
30724.0,1500-2014000180574-065451,rideHailVehicle-401-2015001146120-0116684,39.0
30661.0,1901-2015000884043-0111806,rideHailVehicle-900-2015000902296-1112318,91.0
30673.0,405-2015001314717-3120938,rideHailVehicle-1500-2014000659476-075519,133.0
31021.0,700-2013000419803-040000,rideHailVehicle-600-2015001182892-0117689,127.0
31303.0,900-2015000850269-0110486,rideHailVehicle-1500-2014000891943-079348,22.0
31328.0,1600-2013000262511-035939,rideHailVehicle-10104-2016001424895-2154912,43.0
31277.0,1101-2013001265087-056663,rideHailVehicle-1106-2015000804471-1107990,279.0
31458.0,700-2016000755626-0142609,rideHailVehicle-1700-2013000663329-045806,76.0
31425.0,1902-2014000079080-162912,rideHailVehicle-10104-2016000376315-0132829,71.0
31413.0,1500-2016001227839-0152182,rideHailVehicle-10104-2014000358619-269193,256.0
31127.0,201-2013000202866-034517,rideHailVehicle-10600-2013001421148-059341,647.0
31784.0,10600-2015000827957-0109477,rideHailVehicle-900-2015000902296-1112318,50.0
31833.0,1101-2015000391765-098414,rideHailVehicle-1106-2016000086561-0126739,43.0
32016.0,1600-2012001111261-022457,rideHailVehicle-1108-2016001403610-0154340,46.0
32125.0,500-2012000131467-02178,rideHailVehicle-1500-2014000659476-075519,44.0
32213.0,1600-2015001219743-1118255,rideHailVehicle-100-2016000610766-0139314,43.0
32217.0,1200-2015000383841-198361,rideHailVehicle-1107-2015000045280-191979,58.0
32309.0,1600-2015001219743-1118328,rideHailVehicle-10104-2014000230007-166840,131.0
32239.0,900-2012000447512-09585,rideHailVehicle-1801-2012001250298-024363,141.0
32601.0,1901-2015001162246-0116977,rideHailVehicle-10104-2016000376315-0132829,43.0
32477.0,1500-2013000636360-045361,rideHailVehicle-1803-2012000306213-06042,147.0
32632.0,1600-2012000078687-01446,rideHailVehicle-1801-2013000780914-047950,44.0
31924.0,408-2013000532687-042596,rideHailVehicle-405-2012001453028-028972,846.0
32883.0,405-2015001423993-0122950,rideHailVehicle-1901-2015001011409-0114009,73.0
32859.0,1600-2012000078687-01486,rideHailVehicle-10102-2014000279897-067690,44.0
32291.0,201-2014001138085-085380,rideHailVehicle-202-2012000057088-0738,723.0
32910.0,700-2015000050024-192352,rideHailVehicle-1108-2016001403610-0154381,156.0
33108.0,1107-2012001433817-028713,rideHailVehicle-1108-2014000344487-069143,550.0
33687.0,1901-2015001011409-0114089,rideHailVehicle-1108-2013001447541-059728,37.0
33627.0,600-2015001182892-0117689,rideHailVehicle-10102-2015000420261-099387,33.0
33577.0,1901-2015000884043-0111898,rideHailVehicle-10401-2016000406848-0133852,241.0
33580.0,900-2013001357772-058385,rideHailVehicle-10104-2013000367446-038449,150.0
33636.0,401-2014000097368-063220,rideHailVehicle-1500-2012000711495-013965,411.0
34139.0,500-2014001239636-088230,rideHailVehicle-1200-2015001496562-0123825,366.0
34369.0,1500-2014000180574-065418,rideHailVehicle-1500-2014000659476-075465,108.0
34368.0,1101-2015001105083-0116086,rideHailVehicle-1002-2016000510160-1136669,258.0
34497.0,500-2012000394283-07702,rideHailVehicle-100-2016000610766-0139314,422.0
34707.0,1106-2016000233221-1129831,rideHailVehicle-700-2012001458845-029010,159.0
34920.0,406-2014001338541-089647,rideHailVehicle-405-2014001493901-091580,204.0
35094.0,405-2012001371251-027083,rideHailVehicle-1804-2013000438496-140575,63.0
35337.0,700-2015000035260-091841,rideHailVehicle-1700-2013000663329-045806,312.0
35512.0,1902-2016000213747-0129268,rideHailVehicle-1804-2013000636360-045407,188.0
35992.0,1500-2014000659476-075465,rideHailVehicle-10600-2015000587753-0101981,78.0
35959.0,500-2016000012225-0124516,rideHailVehicle-405-2014001493901-091580,244.0
36219.0,10600-2015000587753-0101943,rideHailVehicle-300-2012001453028-028971,193.0
36112.0,500-2013001200076-055546,rideHailVehicle-700-2013000298655-037323,890.0
36794.0,500-2012000131467-02350,rideHailVehicle-1500-2012000711495-013965,460.0
37549.0,1600-2013000262511-035902,rideHailVehicle-10102-2014000279897-067690,275.0
37744.0,100-2016000610766-0139314,rideHailVehicle-1901-2013000239390-035592,587.0
38520.0,1200-2016001210684-0150955,rideHailVehicle-1500-2014000952689-080731,58.0
38828.0,300-2013001099005-153546,rideHailVehicle-405-2015000268615-096195,631.0
40243.0,10600-2013000663329-045827,rideHailVehicle-201-2015001440276-0123135,59.0
40254.0,405-2015001423993-0122950,rideHailVehicle-1901-2015001011409-0114009,48.0
40847.0,1101-2013000367446-038466,rideHailVehicle-1002-2016000510160-1136669,28.0
40542.0,202-2016000116811-1127677,rideHailVehicle-1002-2016000510160-1136815,565.0
41160.0,700-2016000861404-0145174,rideHailVehicle-1500-2014000891943-079348,94.0
41386.0,1901-2015001011409-0114089,rideHailVehicle-1108-2013001447541-059728,175.0
42195.0,401-2013000413780-039826,rideHailVehicle-10600-2015000795744-0107545,205.0
42606.0,1200-2015001162246-1117170,rideHailVehicle-1200-2014000130987-064587,66.0
42659.0,500-2016000012225-0124694,rideHailVehicle-700-2013000298655-037323,358.0
42903.0,405-2012001371251-027083,rideHailVehicle-1804-2013000636360-045407,42.0
44476.0,408-2013000438496-140527,rideHailVehicle-1200-2015000383841-198361,100.0
45223.0,1500-2014000659476-075438,rideHailVehicle-1901-2013001042627-052588,341.0
45708.0,500-2012000131467-02350,rideHailVehicle-1500-2012000711495-013965,14.0
46054.0,900-2013001357772-058420,rideHailVehicle-600-2015000606577-1102615,167.0
46128.0,1901-2015001011409-0114009,rideHailVehicle-1002-2012000578958-011625,37.0
46008.0,300-2013001099005-153546,rideHailVehicle-405-2015000268615-096195,158.0
46917.0,600-2012000164709-13020,rideHailVehicle-10102-2014000279897-067690,99.0
48511.0,1200-2016001210684-0150955,rideHailVehicle-1500-2014000952689-080731,30.0
48807.0,700-2015000050024-192452,rideHailVehicle-700-2015000050024-192452,70.0
49088.0,500-2016000012225-0124694,rideHailVehicle-1500-2014000659476-075519,45.0
49643.0,700-2016000861404-0145174,rideHailVehicle-700-2016000068280-0126184,38.0
50075.0,500-2012000131467-02264,rideHailVehicle-1500-2014000659476-075519,137.0
50407.0,401-2013000413780-039826,rideHailVehicle-10600-2015000795744-0107545,8.0
50229.0,1500-2014000659476-075438,rideHailVehicle-1803-2016001265405-0153230,471.0
50860.0,202-2016000116811-1127677,rideHailVehicle-1002-2016000510160-1136815,62.0
51047.0,1101-2013000367446-038466,rideHailVehicle-1002-2016000510160-1136669,31.0
51720.0,700-2015001011409-0114070,rideHailVehicle-1002-2015000557350-0101403,6.0
51751.0,1200-2015001162246-1117170,rideHailVehicle-900-2016000610766-0139382,29.0
51987.0,408-2013000438496-140527,rideHailVehicle-1200-2015000383841-198361,53.0
52520.0,500-2012000131467-02479,rideHailVehicle-1500-2012000711495-013965,144.0
52691.0,900-2013000703547-047079,rideHailVehicle-1200-2014000293639-068532,29.0
52733.0,300-2012001325614-025680,rideHailVehicle-1200-2015000383841-198361,209.0
52914.0,500-2012001118760-022613,rideHailVehicle-1801-2013000780914-047950,193.0
53025.0,700-2015000035260-091825,rideHailVehicle-700-2015000050024-192452,99.0
53072.0,500-2012000131467-02264,rideHailVehicle-1500-2014000659476-075519,31.0
53790.0,600-2012000164709-13020,rideHailVehicle-202-2012000057088-0738,19.0
54731.0,900-2013001357772-058420,rideHailVehicle-600-2015000606577-1102615,36.0
55111.0,100-2014000322030-068938,rideHailVehicle-700-2012001414670-028208,254.0
55182.0,700-2015000050024-192452,rideHailVehicle-700-2016000068280-0126184,69.0
57505.0,1901-2015001011409-0114009,rideHailVehicle-1002-2012000578958-011625,150.0
57680.0,500-2012000131467-02479,rideHailVehicle-1500-2012000711495-013965,85.0
57610.0,700-2014001424918-090971,rideHailVehicle-700-2016000068280-0126184,150.0
58225.0,100-2014000322030-068938,rideHailVehicle-700-2012001414670-028208,18.0
58240.0,10600-2015000795744-0107875,rideHailVehicle-1108-2015000382356-098310,154.0
59496.0,700-2015001011409-0114070,rideHailVehicle-1002-2015000557350-0101403,21.0
59414.0,1600-2012000078687-01526,rideHailVehicle-1902-2014000763883-076624,450.0
59731.0,300-2012001325614-025680,rideHailVehicle-1200-2015000383841-198361,46.0
59269.0,500-2016000012225-0124605,rideHailVehicle-1700-2013000663329-045806,684.0
60260.0,1600-2012000078687-01526,rideHailVehicle-1803-2015001011409-1113967,42.0
59896.0,1600-2015000645635-0103802,rideHailVehicle-500-2012000394283-07702,654.0
60259.0,10405-2015001219743-0118562,rideHailVehicle-1001-2013000430975-040333,466.0
60314.0,405-2015001314717-3120938,rideHailVehicle-401-2013000550247-043571,412.0
60679.0,900-2013000703547-047079,rideHailVehicle-1200-2014000293639-068532,18.0
61376.0,1600-2015000645635-0103802,rideHailVehicle-700-2013000298655-037323,32.0
62021.0,500-2012001118760-022613,rideHailVehicle-100-2016000610766-0139314,33.0
62296.0,700-2015000035260-091825,rideHailVehicle-700-2015000050024-192452,36.0
62375.0,10600-2013000532687-343213,rideHailVehicle-1803-2013000818226-148622,87.0
62552.0,1901-2015000884043-0111806,rideHailVehicle-401-2015001146120-0116684,43.0
62722.0,1106-2016000233221-1129831,rideHailVehicle-1600-2015001219743-1118620,57.0
62734.0,202-2016000105810-0127208,rideHailVehicle-1002-2013000226280-034745,210.0
63321.0,1107-2012001433817-028713,rideHailVehicle-1108-2014000344487-069143,16.0
63377.0,10600-2012001433817-028727,rideHailVehicle-900-2015000902296-1112318,84.0
63331.0,201-2013000202866-034550,rideHailVehicle-1002-2015000557350-0101403,10.0
63738.0,1500-2014000951716-380670,rideHailVehicle-10102-2015000645635-0103719,34.0
63886.0,1902-2013000380547-039352,rideHailVehicle-600-2015001182892-0117689,8.0
64243.0,500-2013001200076-055506,rideHailVehicle-1101-2012000065738-11117,40.0
64466.0,900-2012000447512-09585,rideHailVehicle-1901-2013000239390-035592,16.0
64196.0,202-2013001051809-052690,rideHailVehicle-1108-2014000125384-064423,438.0
64453.0,1200-2015000383841-198361,rideHailVehicle-1107-2015000045280-191979,65.0
64512.0,1600-2015001219743-1118328,rideHailVehicle-10104-2014000230007-166840,42.0
64452.0,1700-2013000293337-037157,rideHailVehicle-10102-2014000183338-065716,348.0
64796.0,1500-2012000071078-01325,rideHailVehicle-10104-2016001424895-2154912,34.0
64944.0,10600-2013000056397-030583,rideHailVehicle-10401-2014000079080-062913,77.0
65246.0,500-2014001239636-088230,rideHailVehicle-202-2012000057088-0696,62.0
65371.0,408-2013000532687-042596,rideHailVehicle-405-2012001453028-028972,48.0
65388.0,1500-2016001227839-0152182,rideHailVehicle-10104-2014000358619-269193,37.0
65519.0,201-2013000202866-034517,rideHailVehicle-1901-2013000239390-035592,25.0
65008.0,1001-2012000078687-01475,rideHailVehicle-1106-2015000902296-3112332,623.0
65597.0,900-2015000902296-1112318,rideHailVehicle-1107-2012000849754-017256,35.0
65708.0,1901-2015000884043-0111898,rideHailVehicle-10401-2016000406848-0133852,32.0
65714.0,1700-2013000293337-037157,rideHailVehicle-10102-2014000183338-065716,40.0
65743.0,900-2013001357772-058455,rideHailVehicle-600-2015000606577-1102615,97.0
65782.0,1001-2012000854454-017453,rideHailVehicle-10102-2012000394283-07689,34.0
65921.0,500-2016000012225-0124605,rideHailVehicle-1700-2013000663329-045806,56.0
66236.0,500-2012000131467-02307,rideHailVehicle-300-2012001453028-028971,58.0
66412.0,10600-2014000832672-077673,rideHailVehicle-1105-2013000532687-243302,183.0
66637.0,1902-2014000079080-162912,rideHailVehicle-10102-2015000645635-0103719,14.0
66571.0,1500-2014000180574-065451,rideHailVehicle-10104-2014000358619-269193,736.0
67175.0,100-2016000610766-0139314,rideHailVehicle-100-2016000171219-0128852,182.0
67352.0,1700-2013000293337-036981,rideHailVehicle-1902-2014000763883-076624,41.0
67342.0,700-2016000755626-0142609,rideHailVehicle-10104-2016000000476-0124305,58.0
67375.0,700-2014001424918-090971,rideHailVehicle-700-2016000068280-0126184,9.0
67445.0,700-2015000035260-091841,rideHailVehicle-1500-2014000180574-065418,78.0
67378.0,500-2012001118760-022747,rideHailVehicle-100-2016000610766-0139314,139.0
66913.0,1500-2014000659476-075465,rideHailVehicle-201-2015001440276-0123135,642.0
67522.0,1600-2012000078687-01446,rideHailVehicle-500-2012000394283-07702,33.0
68260.0,1101-2013001265087-056663,rideHailVehicle-1106-2015000804471-1107990,17.0
68011.0,700-2013000419803-040000,rideHailVehicle-1803-2015001011409-1113967,338.0
68225.0,1200-2015001162246-1117278,rideHailVehicle-1001-2014000546945-073320,275.0
68398.0,1101-2015000391765-098414,rideHailVehicle-1106-2016000086561-0126739,47.0
68701.0,201-2014001138085-085380,rideHailVehicle-10102-2014000279897-067690,17.0
68820.0,300-2016000634117-0139707,rideHailVehicle-1200-2015000383841-198361,155.0
68999.0,1600-2012001111261-022457,rideHailVehicle-1108-2016001403610-0154340,175.0
69755.0,1500-2013000636360-045361,rideHailVehicle-1803-2012000306213-06042,175.0
69523.0,1600-2013000262511-035939,rideHailVehicle-900-2016000644235-0140144,804.0
70098.0,500-2013001200076-055546,rideHailVehicle-1700-2013000663329-045806,335.0
70020.0,401-2014000097368-063220,rideHailVehicle-300-2012001453028-028971,429.0
69768.0,10600-2015000587753-0101867,rideHailVehicle-10104-2016000376315-0132829,804.0
70370.0,1600-2015001219743-1118255,rideHailVehicle-408-2012001287756-025022,32.0
