linkEfficiencyInPercentage,linkEfficiencyRounded,numberOfLinks
0.1804811070158494,0,1
100.00000000000125,100,11
0.036156759493670886,0,1
0.09126066012907251,0,1
100.0000000000013,100,2
2.9444879999999998,3,1
1.9223949838526422,2,1
100.00000000000131,100,1
100.00000000000134,100,1
100.00000000000115,100,1
100.00000000000114,100,2
0.6737426113184758,1,1
100.00000000000118,100,1
100.0000000000012,100,4
0.697939902090345,1,1
35.68449644430717,36,1
0.9264977714482748,1,1
10.27379282099656,10,1
100.00000000000122,100,2
0.5455465582346248,1,1
100.00000000000104,100,2
1.6093059050297238,2,1
100.00000000000102,100,3
100.00000000000107,100,4
0.14493534612301473,0,1
100.00000000000111,100,1
100.00000000000091,100,1
0.4930532307692308,0,1
100.00000000000094,100,1
100.00000000000098,100,4
1.39070506900378,1,1
100.000000000001,100,2
31.13911093169518,31,1
1.605480950722548,2,1
100.0000000000017,100,2
100.00000000000175,100,3
3.402120314216215,3,3
100.00000000000178,100,3
100.0000000000018,100,2
4.82728991468896,5,1
100.00000000000162,100,7
0.09787494441993036,0,1
0.8568333454120277,1,1
100.00000000000165,100,1
100.00000000000149,100,1
1.922270778704805,2,1
0.45167563629994223,0,1
100.00000000000155,100,5
5.245755258903891,5,1
100.00000000000153,100,2
0.3755027507878504,0,1
1.0427679172058613,1,1
0.3762511626070193,0,1
0.4263830868230711,0,1
100.00000000000139,100,2
100.00000000000142,100,1
0.4435273011887445,0,1
100.00000000000146,100,3
100.00000000000145,100,3
100.00000000000036,100,1
0.34352996079572434,0,1
2.920871147650871,3,1
8.763854868620584,9,1
100.00000000000038,100,4
1.0512512757553507,1,1
100.0000000000004,100,2
10.540140712927608,11,1
100.00000000000044,100,3
0.32833651612903225,0,1
100.00000000000043,100,5
100.00000000000023,100,2
100.00000000000027,100,4
21.402164083526458,21,1
100.00000000000031,100,1
1.059788921716131,1,1
2.2668912,2,1
100.00000000000011,100,1
100.0000000000002,100,2
0.20198015867477237,0,1
100.0,100,158176
100.00000000000004,100,10
0.30928701694553795,0,1
100.00000000000003,100,7831
1.2596737872397217,1,1
1.8001638321605895,2,1
100.0000000000008,100,2
100.00000000000084,100,10
0.19021286115508723,0,1
100.00000000000087,100,2
22.000915624261147,22,1
100.00000000000075,100,2
100.00000000000074,100,4
0.5283541222975345,1,1
1.0047150266289362,1,1
100.00000000000078,100,1
1.8249822340275506,2,1
2.033583806073075,2,1
0.1736295120107277,0,1
100.0000000000006,100,1
100.00000000000063,100,2
100.00000000000067,100,1
0.2080110566037736,0,1
0.47831731607345773,0,1
0.05478369230769232,0,1
1.0147707878754852,1,1
100.00000000000048,100,11
5.765197907473906,6,1
0.5215013659503228,1,1
100.00000000000051,100,2
100.00000000000055,100,2
0.09413088420732416,0,1
100.00000000000054,100,1
100.00000000000308,100,3
100.00000000000307,100,2
1.1446036363636363,1,1
3.371803728281786,3,1
100.00000000000313,100,1
100.00000000000317,100,5
100.00000000000315,100,2
0.6663892009318708,1,1
0.6127563456727488,1,1
