timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
28351.0,10103-2015001146120-0116633,rideHailVehicle-1105-2016001257783-0153062,19.0
28461.0,1804-2012000826404-016439,rideHailVehicle-1801-2016000327234-0132085,50.0
28531.0,1902-2016001178626-0150112,rideHailVehicle-1902-2016001153481-0149743,32.0
28528.0,1200-2013001421148-059307,rideHailVehicle-10600-2013001034691-052378,193.0
29090.0,201-2014001087840-084346,rideHailVehicle-201-2013001007282-051679,239.0
29171.0,600-2012000329684-06281,rideHailVehicle-700-2014001231792-088122,69.0
29381.0,1902-2015000839944-0110282,rideHailVehicle-1901-2014001213505-087724,9.0
29467.0,202-2015001496113-0123779,rideHailVehicle-202-2015001496113-0123745,83.0
29752.0,1700-2015001431732-0123044,rideHailVehicle-1700-2016000086561-0126784,127.0
29893.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29920.0,1101-2016000607896-0139120,rideHailVehicle-1101-2012001254838-024637,35.0
30056.0,405-2012000676634-013744,rideHailVehicle-405-2013000105963-131923,40.0
30314.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
30455.0,1200-2014000723051-076246,rideHailVehicle-1200-2014000053367-261999,43.0
31231.0,700-2016000327234-0132072,rideHailVehicle-700-2012000855549-017685,23.0
31548.0,1101-2015000973216-0113483,rideHailVehicle-1107-2013000359041-038031,167.0
31657.0,10600-2012000797087-015367,rideHailVehicle-10600-2016001043314-0148193,58.0
32151.0,1200-2012001244798-024333,rideHailVehicle-1200-2014000053367-261999,41.0
32462.0,201-2014001441988-191282,rideHailVehicle-201-2013001265087-056649,143.0
33120.0,1600-2016001082300-0148560,rideHailVehicle-1600-2016000069252-0126512,44.0
33595.0,10600-2012001195734-023909,rideHailVehicle-10600-2012000021280-0231,15.0
34819.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
35346.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,249.0
36000.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
36278.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36551.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
37205.0,900-2015000557350-1101301,rideHailVehicle-1200-2015000459678-099874,49.0
37541.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
38203.0,900-2013000298655-037376,rideHailVehicle-202-2013000258802-035711,76.0
38362.0,10600-2013001219485-056047,rideHailVehicle-10600-2012000021280-0231,27.0
39383.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39675.0,700-2015000949415-1112929,rideHailVehicle-201-2013001007282-051679,43.0
39782.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,110.0
39797.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
39918.0,1500-2012000428775-08939,rideHailVehicle-10600-2012001377121-027273,61.0
39977.0,1500-2016000250854-1130705,rideHailVehicle-1600-2013001200076-055641,1.0
40328.0,700-2016001368397-0153977,rideHailVehicle-900-2016000327234-0132073,59.0
40333.0,1803-2012000813155-115867,rideHailVehicle-1801-2013000226280-134981,50.0
40562.0,900-2013000298655-037350,rideHailVehicle-900-2016000772838-1143323,6.0
40701.0,201-2012000633457-012610,rideHailVehicle-700-2015000949415-1112860,5.0
40896.0,700-2015000949415-1112998,rideHailVehicle-700-2016000266802-0131133,34.0
41350.0,401-2016000819398-0144328,rideHailVehicle-1700-2014000119219-064083,40.0
41251.0,1001-2016000647792-0140557,rideHailVehicle-1001-2015000804471-0108125,58.0
41611.0,1101-2012000198633-14101,rideHailVehicle-1101-2012000198633-14051,2.0
41624.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,30.0
41796.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
41990.0,700-2016000770003-0143123,rideHailVehicle-700-2014001174412-086400,23.0
42100.0,10600-2013001200076-055611,rideHailVehicle-1200-2015000521382-0100668,23.0
42469.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
42421.0,1001-2015000804471-0108053,rideHailVehicle-1001-2016001487612-0157322,58.0
43002.0,401-2016000086561-0126802,rideHailVehicle-500-2016000607896-1139226,40.0
43008.0,201-2014001183852-087001,rideHailVehicle-201-2014001013559-082377,65.0
43526.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,43.0
43474.0,1700-2016000675463-0141080,rideHailVehicle-1700-2014000987574-081224,92.0
43624.0,10405-2016001210775-1151217,rideHailVehicle-10405-2013001099005-153678,58.0
43722.0,201-2012000478993-09883,rideHailVehicle-201-2015000306203-097134,56.0
44031.0,10600-2016000102723-0127041,rideHailVehicle-10600-2016000721039-0142174,5.0
44235.0,1500-2016000250854-1130793,rideHailVehicle-1500-2013000487483-041844,1.0
44121.0,1200-2014000585174-274404,rideHailVehicle-1200-2014000585174-274404,43.0
44291.0,600-2015001440276-0123206,rideHailVehicle-201-2014001013559-082377,3.0
44444.0,10405-2016000364640-0132698,rideHailVehicle-10405-2014001404766-090805,58.0
44842.0,10405-2012001067422-021806,rideHailVehicle-10405-2012001118760-122655,58.0
44948.0,900-2015001291004-0120123,rideHailVehicle-900-2012001239814-024223,2.0
45088.0,1804-2014000434311-070257,rideHailVehicle-1804-2015000635597-0103590,60.0
45207.0,900-2012000156497-02804,rideHailVehicle-900-2012000354056-07207,58.0
45314.0,1500-2016000333866-0132249,rideHailVehicle-1500-2012001462917-029056,4.0
45415.0,900-2013000663889-045981,rideHailVehicle-900-2016001399217-0154264,12.0
45360.0,100-2016000295788-0131854,rideHailVehicle-202-2012001341891-026284,52.0
45549.0,10104-2013000258802-135793,rideHailVehicle-1101-2014000331760-069046,28.0
45782.0,700-2013000486183-041786,rideHailVehicle-600-2014000114846-063990,7.0
45808.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,24.0
45975.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,39.0
