hour,numPassengers,vkt
7,0,427.769
7,1,0.0
8,0,1254.975
8,1,36775.65
9,0,2559.9570000000003
9,1,5416.3009999999995
10,0,417.249
10,1,27613.075
11,0,361.49000000000007
11,1,56028.314999999995
12,0,7095.674
12,1,71289.901
13,0,7333.253
13,1,80447.33299999998
14,0,2471.7509999999997
14,1,123451.64800000002
15,0,8022.779999999999
15,1,210565.8599999999
16,0,13240.105000000001
16,1,492514.17499999976
17,0,21610.34299999998
17,1,573409.24
18,0,21001.744999999984
18,1,816019.7690000002
19,0,21230.597999999987
19,1,632552.1220000001
20,0,19405.314
20,1,799669.9689999996
21,0,16617.472
21,1,724130.7349999999
22,0,15059.096000000007
22,1,674906.9750000003
23,0,15707.025000000007
23,1,387737.74500000005
24,0,45170.54199999997
24,1,1221765.8830000013
25,0,17703.194
25,1,330620.4519999999
26,0,5844.313999999999
26,1,80805.849
27,0,2162.79
27,1,21897.256
28,0,0.0
28,1,8150.956
29,0,2991.559
29,1,3832.098
