timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
6,477.0,0.0,0.0,0.0
6,480.0,0.0,8.0,0.0
6,493.0,0.0,0.0,0.0
7,478.0,0.0,0.0,0.0
7,320.0,0.0,0.0,0.0
7,441.0,0.0,0.0,0.0
7,493.0,0.0,5.333333333333333,0.0
7,465.0,0.125,0.0,0.0
7,480.0,0.0,0.0,0.0
7,409.0,14.208333333333334,0.0,0.0
7,477.0,0.0,0.0,0.0
7,471.0,0.0,0.0,0.0
7,474.0,22.008333333333333,1.5333333333333334,0.0
7,448.0,0.0,0.0,0.0
7,445.0,0.0,0.0,0.0
7,454.0,0.0,0.0,0.0
7,451.0,23.75,0.0,0.0
7,476.0,2.0714285714285716,0.0,0.0
7,367.0,0.0,7.0,0.0
7,404.0,0.0,0.0,0.0
7,299.0,33.0,0.0,0.0
7,419.0,0.0,0.0,0.0
7,459.0,0.0,0.0,0.0
7,376.0,0.0,4.857142857142857,0.0
7,403.0,0.0,0.0,0.0
7,479.0,0.8433734939759037,0.0,0.0
7,460.0,36.0,0.0,0.0
7,375.0,0.0,26.714285714285715,0.0
7,383.0,0.0,0.0,0.0
7,439.0,0.0,0.0,0.0
7,337.0,11.166666666666666,0.0,0.0
7,455.0,0.0,0.0,0.0
7,271.0,0.0,0.0,0.0
7,415.0,0.0,0.0,0.0
7,354.0,0.0,0.0,0.0
7,295.0,0.0,0.0,0.0
7,458.0,0.0,0.0,0.0
7,355.0,0.0,7.0,0.0
7,397.0,0.0,6.0,0.0
7,292.0,0.0,0.0,0.0
7,353.0,0.0,0.0,0.0
7,435.0,0.0,0.0,0.0
7,338.0,0.0,0.0,0.0
7,457.0,0.0,0.0,0.0
7,488.0,2.4545454545454546,0.0,0.0
7,395.0,0.0,0.0,0.0
7,326.0,21.5,0.0,0.0
7,362.0,0.0,0.0,0.0
7,423.0,0.0,0.0,0.0
7,374.0,0.0,3.0,0.0
7,352.0,0.0,0.0,0.0
7,449.0,0.0,0.0,0.0
7,405.0,0.0,0.0,0.0
7,444.0,0.0,0.0,0.0
7,432.0,1.4,0.0,0.0
7,306.0,0.0,0.0,0.0
7,304.0,0.0,0.0,0.0
7,380.0,0.0,0.0,0.0
7,247.0,0.0,0.0,0.0
7,327.0,0.0,0.0,0.0
7,473.0,0.0,0.0,0.0
7,307.0,0.0,0.0,0.0
7,361.0,0.0,0.0,0.0
7,347.0,0.0,0.0,0.0
7,372.0,0.0,0.0,0.0
7,373.0,0.0,0.0,0.0
7,335.0,0.0,0.0,0.0
7,442.0,0.0,0.0,0.0
7,269.0,19.5,0.0,0.0
7,401.0,184.33333333333334,0.0,0.0
7,417.0,57.333333333333336,0.0,0.0
7,402.0,11.23076923076923,0.0,0.0
7,470.0,0.0,0.0,0.0
7,267.0,0.0,0.0,0.0
7,412.0,0.0,0.0,0.0
7,427.0,0.0,0.0,0.0
7,422.0,0.0,0.0,0.0
7,408.0,0.0,0.0,0.0
7,290.0,0.0,0.0,0.0
7,305.0,59.666666666666664,0.0,0.0
7,489.0,0.0,0.0,0.0
7,340.0,0.0,0.0,0.0
7,323.0,0.0,0.0,0.0
7,413.0,0.0,0.0,0.0
7,450.0,0.0,0.0,0.0
7,357.0,0.0,0.0,0.0
7,334.0,0.0,0.0,0.0
7,341.0,0.0,0.0,0.0
7,407.0,0.0,0.0,0.0
7,421.0,0.0,0.0,0.0
8,376.0,0.0,9.444444444444445,0.0
8,423.0,0.0,3.727272727272727,0.0
7,429.0,0.0,0.0,0.0
7,416.0,0.0,0.0,0.0
8,299.0,73.8695652173913,4.9,0.0
7,311.0,0.0,0.0,0.0
7,446.0,130.5,0.0,0.0
8,305.0,9.421052631578947,1.25,0.0
8,479.0,2.8803827751196174,0.4861111111111111,0.0
8,292.0,0.0,1.5,0.0
8,478.0,30.359550561797754,5.041666666666667,0.0
8,378.0,0.0,0.0,0.0
8,455.0,6.333333333333333,0.0,0.0
8,459.0,0.0,0.0,0.0
8,373.0,0.0,1.2222222222222223,0.0
8,409.0,2.484848484848485,0.7586206896551724,0.0
8,442.0,9.814814814814815,1.9,0.0
8,355.0,0.0,3.2777777777777777,0.0
8,432.0,6.9576271186440675,0.6956521739130435,0.0
8,435.0,0.0,1.2666666666666666,0.0
8,445.0,0.0,0.47058823529411764,0.0
8,460.0,0.0,3.48,0.0
8,471.0,0.0,0.061855670103092786,0.0
8,269.0,3.7209302325581395,0.0,0.0
