WaitingTime,Hour,Count
2.0,1,0
2.0,2,0
2.0,3,0
2.0,4,0
2.0,5,0
2.0,6,0
2.0,7,0
2.0,8,3
2.0,9,11
2.0,10,3
2.0,11,8
2.0,12,21
2.0,13,27
2.0,14,25
2.0,15,34
2.0,16,69
2.0,17,107
2.0,18,136
2.0,19,129
2.0,20,121
2.0,21,115
2.0,22,86
2.0,23,77
2.0,24,58
2.0,25,93
2.0,26,2
2.0,27,2
2.0,28,2
2.0,29,0
2.0,30,0
2.0,31,0
5.0,1,0
5.0,2,0
5.0,3,0
5.0,4,0
5.0,5,0
5.0,6,0
5.0,7,0
5.0,8,1
5.0,9,3
5.0,10,2
5.0,11,0
5.0,12,0
5.0,13,2
5.0,14,1
5.0,15,6
5.0,16,8
5.0,17,14
5.0,18,22
5.0,19,21
5.0,20,24
5.0,21,20
5.0,22,19
5.0,23,19
5.0,24,20
5.0,25,42
5.0,26,0
5.0,27,0
5.0,28,0
5.0,29,0
5.0,30,0
5.0,31,0
10.0,1,0
10.0,2,0
10.0,3,0
10.0,4,0
10.0,5,0
10.0,6,0
10.0,7,0
10.0,8,0
10.0,9,0
10.0,10,0
10.0,11,0
10.0,12,0
10.0,13,0
10.0,14,5
10.0,15,1
10.0,16,2
10.0,17,9
10.0,18,12
10.0,19,8
10.0,20,7
10.0,21,6
10.0,22,8
10.0,23,3
10.0,24,4
10.0,25,26
10.0,26,15
10.0,27,3
10.0,28,1
10.0,29,0
10.0,30,0
10.0,31,0
20.0,1,0
20.0,2,0
20.0,3,0
20.0,4,0
20.0,5,0
20.0,6,0
20.0,7,0
20.0,8,0
20.0,9,0
20.0,10,0
20.0,11,0
20.0,12,0
20.0,13,5
20.0,14,2
20.0,15,1
20.0,16,0
20.0,17,1
20.0,18,4
20.0,19,1
20.0,20,3
20.0,21,5
20.0,22,5
20.0,23,2
20.0,24,1
20.0,25,11
20.0,26,1
20.0,27,0
20.0,28,0
20.0,29,0
20.0,30,0
20.0,31,0
30.0,1,0
30.0,2,0
30.0,3,0
30.0,4,0
30.0,5,0
30.0,6,0
30.0,7,0
30.0,8,0
30.0,9,0
30.0,10,0
30.0,11,0
30.0,12,0
30.0,13,0
30.0,14,0
30.0,15,0
30.0,16,0
30.0,17,0
30.0,18,1
30.0,19,0
30.0,20,2
30.0,21,0
30.0,22,0
30.0,23,1
30.0,24,0
30.0,25,5
30.0,26,0
30.0,27,0
30.0,28,0
30.0,29,1
30.0,30,0
30.0,31,0
60.0,1,0
60.0,2,0
60.0,3,0
60.0,4,0
60.0,5,0
60.0,6,0
60.0,7,0
60.0,8,0
60.0,9,0
60.0,10,0
60.0,11,0
60.0,12,0
60.0,13,0
60.0,14,0
60.0,15,0
60.0,16,0
60.0,17,0
60.0,18,0
60.0,19,0
60.0,20,0
60.0,21,1
60.0,22,0
60.0,23,0
60.0,24,0
60.0,25,1
60.0,26,1
60.0,27,0
60.0,28,0
60.0,29,0
60.0,30,0
60.0,31,0
60+,1,0
60+,2,0
60+,3,0
60+,4,0
60+,5,0
60+,6,0
60+,7,0
60+,8,0
60+,9,0
60+,10,0
60+,11,0
60+,12,0
60+,13,0
60+,14,0
60+,15,0
60+,16,0
60+,17,0
60+,18,0
60+,19,0
60+,20,0
60+,21,0
60+,22,0
60+,23,0
60+,24,0
60+,25,0
60+,26,0
60+,27,0
60+,28,0
60+,29,0
60+,30,0
60+,31,0
