time,x,y,expectedMaximumUtility
24088.0,686538.7787868246,4819765.556235762,NaN
24505.0,678932.9705187016,4820182.747775579,NaN
25030.0,685835.7607000965,4819146.248423481,NaN
25072.0,685111.7600038933,4819420.765347912,NaN
25712.0,681035.4027391644,4824633.764066362,NaN
25685.0,678532.7201318203,4821087.970644068,NaN
25828.0,682191.6162833526,4819873.773560673,NaN
26091.0,679182.3938214105,4819568.748950316,NaN
26063.0,687155.8658549336,4823019.228100281,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26116.0,678550.4004334029,4820273.292238198,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26212.0,678532.7201318203,4821087.970644068,NaN
26243.0,678961.7867237206,4819763.383709328,NaN
26243.0,678961.7867237206,4819763.383709328,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26120.0,681700.1773829623,4819440.969367791,NaN
26263.0,681700.1773829623,4819440.969367791,NaN
26328.0,679635.5604789364,4819582.059135532,NaN
26384.0,686916.4413352539,4820439.695033641,NaN
26418.0,678874.4198006052,4822983.259052203,NaN
26418.0,682769.8049425252,4821283.760939345,NaN
26294.0,678634.4380082865,4819578.959485991,NaN
26341.0,683957.3758131561,4821315.107646618,NaN
26552.0,678961.7867237206,4819763.383709328,NaN
26600.0,685835.7607000965,4819146.248423481,NaN
26590.0,687155.8658549336,4823019.228100281,NaN
26598.0,686785.1813579041,4820234.904870502,NaN
26611.0,685835.7607000965,4819146.248423481,NaN
26618.0,679182.3938214105,4819568.748950316,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26650.0,683050.0040793142,4823943.089879923,NaN
26694.0,686785.1813579041,4820234.904870502,NaN
26680.0,685251.249373564,4820866.449954784,NaN
26681.0,684381.2014009232,4820610.559831348,NaN
26739.0,678532.7201318203,4821087.970644068,NaN
26764.0,680191.7161200659,4819128.917159656,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26739.0,678532.7201318203,4821087.970644068,NaN
26680.0,685296.5727123538,4820176.381877345,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26643.0,678560.7237193172,4819952.518853205,NaN
26618.0,687254.0434649674,4825583.856429558,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26647.0,681700.1773829623,4819440.969367791,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26841.0,682069.9116121556,4822881.778757034,NaN
26869.0,680925.5512400477,4821447.924072482,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26790.0,681700.1773829623,4819440.969367791,NaN
26911.0,686916.4413352539,4820439.695033641,NaN
26911.0,686916.4413352539,4820439.695033641,NaN
26992.0,678550.4004334029,4820273.292238198,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26821.0,678634.4380082865,4819578.959485991,NaN
26945.0,682769.8049425252,4821283.760939345,NaN
27060.0,686890.7592208851,4819178.151777821,NaN
27060.0,686890.7592208851,4819178.151777821,NaN
27099.0,685479.7888210663,4824288.3948276965,NaN
27102.0,682408.3946696047,4820876.531815402,NaN
27102.0,678532.7201318203,4821087.970644068,NaN
27125.0,687139.8524314816,4823828.786399714,NaN
27125.0,687139.8524314816,4823828.786399714,NaN
27125.0,687139.8524314816,4823828.786399714,NaN
27145.0,687254.0434649674,4825583.856429558,NaN
27170.0,678560.7237193172,4819952.518853205,NaN
27170.0,678560.7237193172,4819952.518853205,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27170.0,678560.7237193172,4819952.518853205,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27183.0,686287.7365356504,4824612.441144714,NaN
27213.0,678869.4530816835,4823387.122197691,NaN
27213.0,678869.4530816835,4823387.122197691,NaN
27213.0,678869.4530816835,4823387.122197691,NaN
27213.0,678869.4530816835,4823387.122197691,NaN
27214.0,678560.7237193172,4819952.518853205,NaN
27213.0,678869.4530816835,4823387.122197691,NaN
27214.0,678560.7237193172,4819952.518853205,NaN
27221.0,686785.1813579041,4820234.904870502,NaN
27060.0,686890.7592208851,4819178.151777821,NaN
27266.0,678532.7201318203,4821087.970644068,NaN
27266.0,678532.7201318203,4821087.970644068,NaN
27266.0,678532.7201318203,4821087.970644068,NaN
27266.0,678532.7201318203,4821087.970644068,NaN
27266.0,678532.7201318203,4821087.970644068,NaN
27266.0,678532.7201318203,4821087.970644068,NaN
27145.0,687254.0434649674,4825583.856429558,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27174.0,681700.1773829623,4819440.969367791,NaN
27089.0,683968.5367970825,4827873.717328262,NaN
27291.0,680191.7161200659,4819128.917159656,NaN
27317.0,681700.1773829623,4819440.969367791,NaN
27317.0,681700.1773829623,4819440.969367791,NaN
27317.0,681700.1773829623,4819440.969367791,NaN
27317.0,681700.1773829623,4819440.969367791,NaN
27317.0,681700.1773829623,4819440.969367791,NaN
27292.0,685288.3599605131,4823929.093882967,NaN
27317.0,681700.1773829623,4819440.969367791,NaN
27317.0,681700.1773829623,4819440.969367791,NaN
27317.0,681700.1773829623,4819440.969367791,NaN
27317.0,681913.4526384207,4819323.625287586,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27285.0,681500.5658504588,4822464.674804393,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27214.0,678560.7237193172,4819952.518853205,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678560.7237193172,4819952.518853205,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27383.0,687251.0540992626,4825223.657088486,NaN
27383.0,687251.0540992626,4825223.657088486,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27408.0,678932.9705187016,4820182.747775579,NaN
27451.0,685787.5423101468,4824094.179468105,NaN
27441.0,681762.7014635168,4820665.786153483,NaN
27379.0,686538.7787868246,4819765.556235762,NaN
27337.0,678869.4530816835,4823387.122197691,NaN
27519.0,678550.4004334029,4820273.292238198,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27348.0,678634.4380082865,4819578.959485991,NaN
27519.0,678932.9705187016,4820182.747775579,NaN
27558.0,679994.0450065746,4826524.102396207,NaN
27580.0,683299.3399887367,4823055.669433862,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27495.0,682153.6374393378,4825881.2210029205,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,684650.8683683504,4824224.330731326,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27604.0,686546.0058127802,4822372.480148856,NaN
27608.0,682559.6315131665,4819718.140366595,NaN
27615.0,680118.8056272937,4820856.107328464,NaN
27621.0,678874.4198006052,4822983.259052203,NaN
27615.0,680118.8056272937,4820856.107328464,NaN
27635.0,681035.4027391644,4824633.764066362,NaN
27631.0,684849.3083638651,4825188.380238553,NaN
27642.0,678961.7867237206,4819763.383709328,NaN
27646.0,682559.6315131665,4819718.140366595,NaN
27646.0,682559.6315131665,4819718.140366595,NaN
27652.0,687139.8524314816,4823828.786399714,NaN
27652.0,687139.8524314816,4823828.786399714,NaN
27672.0,687254.0434649674,4825583.856429558,NaN
27692.0,682559.6315131665,4819718.140366595,NaN
27697.0,678560.7237193172,4819952.518853205,NaN
27697.0,678560.7237193172,4819952.518853205,NaN
27697.0,678560.7237193172,4819952.518853205,NaN
27697.0,678560.7237193172,4819952.518853205,NaN
27697.0,678560.7237193172,4819952.518853205,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27705.0,685443.6187710294,4823781.953039331,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27707.0,686454.9877241534,4825394.802457355,NaN
27707.0,682769.4169214673,4825188.404206004,NaN
27740.0,678869.4530816835,4823387.122197691,NaN
27740.0,678869.4530816835,4823387.122197691,NaN
27740.0,678869.4530816835,4823387.122197691,NaN
27741.0,678560.7237193172,4819952.518853205,NaN
27741.0,678560.7237193172,4819952.518853205,NaN
27741.0,678560.7237193172,4819952.518853205,NaN
27741.0,678560.7237193172,4819952.518853205,NaN
27741.0,678560.7237193172,4819952.518853205,NaN
27741.0,678560.7237193172,4819952.518853205,NaN
27744.0,686546.0058127802,4822372.480148856,NaN
27757.0,684683.775430354,4824978.724898415,NaN
27758.0,678932.9705187016,4820182.747775579,NaN
27758.0,679472.4791509602,4819377.352450909,NaN
27670.0,678869.4530816835,4823387.122197691,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27697.0,678550.4004334029,4820273.292238198,NaN
27697.0,678560.7237193172,4819952.518853205,NaN
27718.0,680925.5512400477,4821447.924072482,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27587.0,686890.7592208851,4819178.151777821,NaN
27769.0,678550.4004334029,4820273.292238198,NaN
27772.0,681956.9059169178,4820859.81647663,NaN
27781.0,678932.9705187016,4820182.747775579,NaN
27646.0,682559.6315131665,4819718.140366595,NaN
27608.0,682559.6315131665,4819718.140366595,NaN
27793.0,678532.7201318203,4821087.970644068,NaN
27652.0,681956.9059169178,4820859.81647663,NaN
27631.0,678869.4530816835,4823387.122197691,NaN
27814.0,681773.0161902339,4820368.982401039,NaN
27697.0,678560.7237193172,4819952.518853205,NaN
27697.0,678560.7237193172,4819952.518853205,NaN
27818.0,680191.7161200659,4819128.917159656,NaN
27818.0,680191.7161200659,4819128.917159656,NaN
27829.0,686759.2714451777,4823008.818410201,NaN
27844.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27844.0,681700.1773829623,4819440.969367791,NaN
27701.0,681700.1773829623,4819440.969367791,NaN
27844.0,684246.4666799123,4823470.214825064,NaN
27844.0,681700.1773829623,4819440.969367791,NaN
27844.0,681700.1773829623,4819440.969367791,NaN
27846.0,684962.2709484283,4825792.65476167,NaN
27844.0,681700.1773829623,4819440.969367791,NaN
27675.0,679035.121585193,4821578.762281699,NaN
27672.0,687254.0434649674,4825583.856429558,NaN
27864.0,678869.4530816835,4823387.122197691,NaN
27864.0,678869.4530816835,4823387.122197691,NaN
27863.0,678532.7201318203,4821087.970644068,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27876.0,678869.4530816835,4823387.122197691,NaN
27741.0,678560.7237193172,4819952.518853205,NaN
27875.0,678634.4380082865,4819578.959485991,NaN
27885.0,684559.2718481673,4820425.560433559,NaN
27885.0,684559.2718481673,4820425.560433559,NaN
27895.0,678961.7867237206,4819763.383709328,NaN
27902.0,682783.5347094848,4824740.264666176,NaN
27890.0,682481.5867605868,4823498.335117966,NaN
27740.0,678869.4530816835,4823387.122197691,NaN
27791.0,681459.9165373594,4824049.706869431,NaN
27943.0,679230.5398491609,4823680.078518491,NaN
27943.0,679230.5398491609,4823680.078518491,NaN
27943.0,679230.5398491609,4823680.078518491,NaN
27945.0,684979.5191221947,4820842.870690849,NaN
27931.0,681822.4478180629,4822876.037068357,NaN
27965.0,686916.4413352539,4820439.695033641,NaN
27965.0,686916.4413352539,4820439.695033641,NaN
27965.0,685451.4935450221,4824589.252778277,NaN
27965.0,686916.4413352539,4820439.695033641,NaN
27967.0,681135.0494010687,4821237.223927288,NaN
27943.0,679230.5398491609,4823680.078518491,NaN
27981.0,679154.6981090014,4820374.449175278,NaN
27982.0,681165.195787866,4820429.871889038,NaN
27996.0,686761.9034069951,4822191.022442217,NaN
28005.0,686888.3008657598,4824629.500511188,NaN
28005.0,686888.3008657598,4824629.500511188,NaN
27926.0,678836.3404937158,4819560.309909762,NaN
28005.0,686888.3008657598,4824629.500511188,NaN
28005.0,686888.3008657598,4824629.500511188,NaN
28005.0,686888.3008657598,4824629.500511188,NaN
28005.0,686888.3008657598,4824629.500511188,NaN
28005.0,686888.3008657598,4824629.500511188,NaN
28005.0,686888.3008657598,4824629.500511188,NaN
28005.0,686888.3008657598,4824629.500511188,NaN
28011.0,680860.6218874415,4823958.779650621,NaN
28010.0,686713.8789733448,4823817.1021228265,NaN
28022.0,682153.6374393378,4825881.2210029205,NaN
27844.0,681700.1773829623,4819440.969367791,NaN
28021.0,683971.931659109,4823463.077554494,NaN
28006.0,680951.9316543135,4820640.765932156,NaN
