timeBin,TAZ,outboundParkingOverheadTime,inboundParkingOverheadTime,inboundParkingOverheadCost
6,480.0,0.0,8.0,0.0
6,477.0,0.0,0.0,0.0
6,493.0,0.0,0.0,0.0
6,478.0,0.0,0.0,0.0
7,477.0,7.5,0.0,0.0
7,320.0,0.0,0.0,0.0
7,441.0,0.0,0.0,0.0
7,478.0,0.0,0.0,0.0
7,493.0,0.0,5.333333333333333,0.0
7,459.0,0.0,0.0,0.0
7,471.0,0.0,0.0,0.0
7,409.0,0.28,0.0,0.0
7,454.0,0.0,0.0,0.0
7,474.0,3.5968992248062017,2.8125,0.0
7,465.0,77.23529411764706,0.0,0.0
7,376.0,0.0,4.857142857142857,0.0
7,445.0,0.0,0.0,0.0
7,448.0,20.0,0.0,0.0
7,480.0,8.166666666666666,3.5,0.0
7,299.0,74.16666666666667,0.0,0.0
7,367.0,0.0,7.0,0.0
7,451.0,0.0,0.0,0.0
7,476.0,2.0714285714285716,0.0,0.0
7,404.0,0.0,0.0,0.0
7,419.0,2.0,0.0,0.0
7,479.0,0.0,0.0,0.0
7,338.0,0.0,2.3333333333333335,0.0
7,460.0,0.0,0.0,0.0
7,383.0,2.4210526315789473,0.0,0.0
7,337.0,6.114285714285714,0.0,0.0
7,375.0,1.3611111111111112,26.153846153846153,0.0
7,271.0,0.0,0.0,0.0
7,354.0,0.0,0.0,0.0
7,415.0,0.0,0.0,0.0
7,455.0,0.0,0.0,0.0
7,355.0,0.0,7.0,0.0
7,292.0,0.0,0.0,0.0
7,403.0,0.0,0.0,0.0
7,304.0,0.0,0.0,0.0
7,353.0,0.0,0.0,0.0
7,435.0,30.0,0.0,0.0
7,457.0,4.0,0.0,0.0
7,307.0,0.0,0.0,0.0
7,395.0,0.0,0.0,0.0
7,326.0,0.0,0.0,0.0
7,335.0,0.0,0.0,0.0
7,439.0,78.0,0.0,0.0
7,401.0,138.25,0.0,0.0
7,352.0,0.0,0.0,0.0
7,295.0,5.0,0.0,0.0
7,327.0,0.0,0.0,0.0
7,374.0,0.0,3.0,0.0
7,362.0,20.0,0.0,0.0
7,405.0,0.0,0.0,0.0
7,444.0,0.0,0.0,0.0
7,458.0,0.0,0.0,0.0
7,432.0,2.1578947368421053,0.0,0.0
7,347.0,0.0,0.0,0.0
7,380.0,0.0,0.0,0.0
7,397.0,0.0,0.0,0.0
7,306.0,0.0,0.0,0.0
7,247.0,0.0,0.0,0.0
7,473.0,0.0,0.0,0.0
7,449.0,0.0,0.0,0.0
7,361.0,0.0,0.0,0.0
7,429.0,0.0,0.0,0.0
7,372.0,0.0,0.0,0.0
7,470.0,0.0,0.0,0.0
7,488.0,0.0,0.0,0.0
7,373.0,0.0,0.0,0.0
7,442.0,32.5,0.0,0.0
7,423.0,0.0,0.0,0.0
7,461.0,0.0,0.0,0.0
7,417.0,0.0,0.0,0.0
7,402.0,13.272727272727273,0.0,0.0
7,283.0,0.0,0.0,0.0
7,267.0,0.0,0.0,0.0
7,452.0,0.0,0.0,0.0
7,412.0,0.0,0.0,0.0
7,427.0,9.333333333333334,0.0,0.0
7,408.0,0.0,0.0,0.0
7,269.0,22.333333333333332,0.0,0.0
7,334.0,0.0,0.0,0.0
7,290.0,0.0,0.0,0.0
7,305.0,0.0,0.0,0.0
7,426.0,0.0,0.0,0.0
7,422.0,0.0,0.0,0.0
7,421.0,0.0,0.0,0.0
7,340.0,0.0,0.0,0.0
7,413.0,0.0,0.0,0.0
7,450.0,0.0,0.0,0.0
7,357.0,0.0,0.0,0.0
7,377.0,0.0,0.0,0.0
7,489.0,32.0,0.0,0.0
7,407.0,0.0,0.0,0.0
7,303.0,0.0,0.0,0.0
7,446.0,0.0,0.0,0.0
7,341.0,0.0,0.0,0.0
8,441.0,0.39166666666666666,3.13953488372093,0.0
8,335.0,9.333333333333334,0.0,0.0
7,311.0,0.0,0.0,0.0
7,319.0,0.0,0.0,0.0
8,438.0,2.6875,0.0,0.0
8,474.0,10.738666666666667,1.5789473684210527,0.0
8,378.0,0.0,0.0,0.0
8,347.0,1.55,0.0,0.0
8,479.0,2.5643564356435644,0.08791208791208792,0.0
8,401.0,23.893617021276597,0.7894736842105263,0.0
8,459.0,0.0,0.5333333333333333,0.0
8,295.0,2.3870967741935485,3.7241379310344827,0.0
7,438.0,0.0,0.0,0.0
8,292.0,0.0,1.3636363636363635,0.0
8,478.0,18.837209302325583,3.9642857142857144,0.0
8,432.0,10.727272727272727,1.0238095238095237,0.0
8,337.0,10.208695652173914,2.05,0.0
