timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
27337.0,1001-2015000626599-0102889,rideHailVehicle-1001-2015000804471-0108125,58.0
28603.0,10104-2015001283493-0119978,rideHailVehicle-10104-2013001059260-152772,32.0
28977.0,700-2013000606389-244658,rideHailVehicle-700-2012001382026-027407,13.0
29192.0,1106-2015001110576-0116197,rideHailVehicle-1106-2015001275570-2119907,27.0
29249.0,900-2015000401067-099301,rideHailVehicle-900-2016000327234-0132073,28.0
29346.0,201-2012000633457-012637,rideHailVehicle-201-2015000850269-0110475,5.0
29426.0,1902-2015000622201-0102841,rideHailVehicle-1902-2016001153481-0149743,32.0
29482.0,500-2014000054409-062496,rideHailVehicle-500-2016000510160-0136733,58.0
29989.0,700-2016000837646-0144974,rideHailVehicle-900-2012000354056-07207,58.0
30310.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
31484.0,500-2014000532744-072765,rideHailVehicle-500-2016001048510-0148334,69.0
31535.0,900-2015000213571-095568,rideHailVehicle-202-2013000258802-035711,100.0
31578.0,600-2013000080637-031263,rideHailVehicle-600-2013001357772-058418,227.0
33740.0,1600-2012000634858-112724,rideHailVehicle-1600-2016000444670-0135070,23.0
34412.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
35256.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
35386.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
36138.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36396.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
37403.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
37676.0,900-2013000298655-037376,rideHailVehicle-900-2016000772838-1143323,6.0
38130.0,201-2012000633457-012637,rideHailVehicle-700-2015000949415-1112860,22.0
38797.0,700-2015000949415-1112929,rideHailVehicle-700-2016000266802-0131133,34.0
38889.0,10600-2013001219485-056047,rideHailVehicle-10600-2016000030344-0125261,88.0
39523.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39794.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
39886.0,1500-2014001338541-089752,rideHailVehicle-1500-2013000487483-041844,50.0
39833.0,1803-2012000813155-115867,rideHailVehicle-1801-2013000226280-134981,50.0
40262.0,700-2016001368397-0153977,rideHailVehicle-700-2014000475106-070884,55.0
40504.0,1500-2016000250854-1130705,rideHailVehicle-1500-2013000487483-041844,1.0
40556.0,900-2013000298655-037350,rideHailVehicle-900-2012000672671-013666,76.0
40761.0,900-2015000949415-0112930,rideHailVehicle-900-2014001166634-086084,30.0
40823.0,700-2015000949415-1112998,rideHailVehicle-700-2013001269612-056882,51.0
41026.0,700-2016000086561-0126809,rideHailVehicle-700-2014001221401-087857,9.0
40855.0,201-2012000633457-012610,rideHailVehicle-700-2015000949415-1112860,5.0
41193.0,1001-2016000647792-0140557,rideHailVehicle-1001-2016001487612-0157322,58.0
41595.0,1101-2012000198633-14101,rideHailVehicle-1101-2012000198633-14051,2.0
41511.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
41662.0,1001-2015000804471-0108053,rideHailVehicle-1002-2015001369519-0121981,58.0
42156.0,201-2014001183852-087001,rideHailVehicle-201-2014001183852-086905,65.0
42537.0,700-2016000770003-0143123,rideHailVehicle-700-2012000855549-017685,23.0
42851.0,1105-2013000226280-235034,rideHailVehicle-1105-2015001283493-0120015,389.0
43181.0,1700-2014000987574-081224,rideHailVehicle-1700-2014000987574-081186,40.0
43386.0,201-2012000478993-09883,rideHailVehicle-201-2015000306203-097134,56.0
43478.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,43.0
43431.0,1700-2016000675463-0141080,rideHailVehicle-1700-2014000987574-081224,92.0
43682.0,10405-2016001210775-1151217,rideHailVehicle-10405-2013001099005-153678,58.0
