timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
27814.0,1500-2016000550401-1138100,rideHailVehicle-1101-2012000198633-14051,2.0
28615.0,500-2015000102574-093025,rideHailVehicle-500-2015000784412-0106996,109.0
28612.0,100-2016000504369-0136289,rideHailVehicle-202-2015001264337-0119500,324.0
28976.0,1902-2013001018214-051828,rideHailVehicle-1901-2014001213505-087724,9.0
29055.0,1200-2013001421148-059307,rideHailVehicle-1200-2013001421148-059411,76.0
29166.0,202-2016001407958-0154418,rideHailVehicle-202-2015001496113-0123745,58.0
29381.0,1902-2015000839944-0110282,rideHailVehicle-1901-2014000113616-063709,27.0
29504.0,700-2013000606389-244658,rideHailVehicle-700-2012001382026-027407,13.0
29516.0,500-2015000784412-0106996,rideHailVehicle-401-2016000504369-0136293,110.0
30580.0,1200-2013000577909-044036,rideHailVehicle-1200-2015000459678-099874,23.0
30905.0,202-2013000068309-031128,rideHailVehicle-202-2015001264337-0119500,29.0
31007.0,10104-2013000895447-349635,rideHailVehicle-1902-2016001153481-0149743,32.0
31092.0,201-2015000210255-095283,rideHailVehicle-201-2014001394187-090635,5.0
31371.0,1500-2015001363337-0121824,rideHailVehicle-1600-2013001200076-055641,1.0
32126.0,1700-2014000987574-081110,rideHailVehicle-1700-2014000987574-081186,96.0
34364.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,24.0
35238.0,1001-2013001157196-054611,rideHailVehicle-202-2013001290223-057235,123.0
35270.0,300-2016001223046-0151997,rideHailVehicle-300-2012000903731-018299,29.0
36054.0,1002-2015000712347-1104981,rideHailVehicle-1200-2015000732389-1105746,14.0
36198.0,10104-2016000012225-4124585,rideHailVehicle-1801-2014000793041-077101,39.0
36276.0,100-2012000217991-04448,rideHailVehicle-100-2012000217991-04360,71.0
36432.0,700-2015000732389-0105666,rideHailVehicle-201-2015000306203-097134,56.0
37449.0,300-2016001223046-0151821,rideHailVehicle-300-2016000510160-1136725,23.0
37664.0,900-2013000298655-037376,rideHailVehicle-202-2013000258802-035711,76.0
38358.0,10600-2013001219485-056047,rideHailVehicle-10600-2016000721039-0142174,5.0
38338.0,700-2016001368397-0153977,rideHailVehicle-700-2016000029416-0125169,35.0
38454.0,1902-2013001018214-051828,rideHailVehicle-1901-2014001213505-087724,16.0
38721.0,700-2015000949415-1112929,rideHailVehicle-700-2016000266802-0131133,34.0
39125.0,10405-2014000992862-081760,rideHailVehicle-10405-2013001219485-056046,43.0
39733.0,1803-2012000813155-115867,rideHailVehicle-1801-2016000327234-0132085,50.0
39974.0,1500-2016000250854-1130705,rideHailVehicle-1600-2013001200076-055641,1.0
40053.0,900-2013000298655-037350,rideHailVehicle-900-2016000772838-1143323,6.0
40320.0,1500-2016000250854-1130529,rideHailVehicle-1600-2013001200076-055641,1.0
40613.0,700-2015000949415-1112998,rideHailVehicle-700-2013001269612-056882,51.0
40957.0,700-2016000086561-0126809,rideHailVehicle-700-2014001221401-087857,9.0
40719.0,1101-2013000359041-038124,rideHailVehicle-1107-2012000428775-08936,352.0
41135.0,1001-2016000647792-0140557,rideHailVehicle-1001-2015000804471-0108125,58.0
41720.0,1001-2015000804471-0108053,rideHailVehicle-1001-2016001487612-0157322,58.0
41921.0,700-2016000770003-0143123,rideHailVehicle-700-2012000855549-017685,23.0
42125.0,100-2016000544078-0137723,rideHailVehicle-100-2016000544078-0137597,115.0
43474.0,1700-2016000675463-0141080,rideHailVehicle-1700-2014000987574-081224,92.0
43330.0,201-2012000478993-09883,rideHailVehicle-700-2015000732389-0105727,253.0
43580.0,10104-2016000012225-4124585,rideHailVehicle-10600-2016000275343-0131491,32.0
43564.0,1500-2014000180574-065440,rideHailVehicle-600-2016000550401-0138059,238.0
43682.0,10405-2016001210775-1151217,rideHailVehicle-10405-2013001099005-153678,58.0
44075.0,1902-2014000614689-074944,rideHailVehicle-1101-2014000331760-069046,28.0
43959.0,10600-2016000102723-0127041,rideHailVehicle-10600-2013001198998-055490,99.0
44083.0,10405-2012001067422-021806,rideHailVehicle-10405-2014001404766-090805,58.0
44282.0,600-2015001440276-0123206,rideHailVehicle-600-2012001307179-025330,5.0
44328.0,10405-2016000364640-0132698,rideHailVehicle-10405-2012001118760-122655,58.0
44380.0,1700-2014000987574-081376,rideHailVehicle-1700-2012000559396-011192,280.0
44572.0,1001-2014000448294-070643,rideHailVehicle-1002-2015001369519-0121981,58.0
44757.0,1500-2016000250854-1130793,rideHailVehicle-1600-2013001200076-055641,1.0
44716.0,1902-2016000829228-0144518,rideHailVehicle-1902-2014000614689-074928,510.0
45044.0,1108-2016001425564-0155106,rideHailVehicle-1105-2015001283493-0120015,389.0
45394.0,100-2012000217991-04404,rideHailVehicle-100-2014000488669-071591,44.0
